GeneID	control	control	perturbed	control	perturbed	control	perturbed	perturbed
100130987	24	30	24	23	31	22	41	27
57804	1113	1297	835	1123	1049	948	694	1040
23529	389	390	289	238	309	271	327	530
5883	334	471	313	245	328	319	298	364
5499	1878	2299	1126	1420	1017	1955	947	1260
374403	11	6	8	10	17	15	8	14
57571	52	24	15	29	52	23	55	112
6199	489	720	621	473	645	491	525	748
57175	2136	2499	1564	2011	1937	2084	1394	1769
5790	8	10	9	9	14	12	21	11
390212	0	0	0	0	1	0	0	0
57010	0	0	3	1	8	0	0	0
80194	456	521	259	381	368	401	292	333
9049	1201	1354	988	1176	1472	1370	924	1352
102465450	0	1	0	0	1	1	1	0
9600	728	717	532	651	881	803	626	1019
10263	437	840	615	289	373	455	428	547
51475	0	0	0	0	0	0	0	0
2950	3729	4548	3741	2768	3504	3372	3148	4874
100505621	0	4	2	0	0	1	0	1
4723	1849	2200	1525	1440	1614	1750	1387	2177
390213	0	0	1	0	3	2	2	2
254552	38	46	20	18	27	32	22	43
347853	0	0	0	0	0	0	1	0
91703	0	0	0	0	0	0	0	0
222	19	8	12	11	7	8	14	18
105369358	0	1	0	1	0	0	0	0
105379406	0	1	1	0	2	3	1	0
645332	103	118	82	64	82	70	54	128
105369360	0	0	0	0	0	0	0	0
112268076	0	1	1	2	4	1	3	6
81622	441	737	537	534	859	403	326	578
221	1712	1303	1035	748	855	546	852	2287
4728	698	702	533	550	546	445	549	902
102465669	1	0	1	3	1	1	1	2
100616403	0	4	2	6	1	3	7	2
10312	2452	2313	1814	2352	3079	2027	2376	3492
102465451	5	3	6	7	5	3	7	6
1119	278	330	333	306	415	429	294	394
105369362	4	1	0	2	1	2	2	2
51111	808	911	799	825	996	1220	832	1086
53838	1081	2023	1450	862	911	1139	1003	1745
105369363	11	7	4	3	3	1	0	1
4041	1616	1258	947	1363	1882	1224	1162	2028
55291	1347	2031	1856	1374	1780	1729	1392	2474
107984343	1	5	2	5	2	1	0	3
51083	7	28	17	32	26	6	4	15
9633	2	4	4	3	0	1	4	16
1374	1236	2370	2053	1961	2766	2039	1806	2420
105369364	17	8	17	18	47	10	13	91
219927	534	431	310	324	396	401	314	690
3508	353	720	560	423	461	463	366	520
116512	0	0	0	0	0	0	0	0
116535	1653	3052	1194	1823	1489	674	399	1099
101928200	35	30	29	21	3	6	4	8
219931	458	609	409	445	514	381	329	505
100422846	1	2	0	0	0	0	0	0
107984344	24	24	12	14	22	12	12	25
338694	0	0	0	0	0	0	0	0
107984345	21	45	21	15	8	34	24	9
105369366	0	0	0	0	0	0	0	0
105369367	0	0	0	0	0	0	0	0
105369368	0	0	0	0	0	0	0	0
26579	1	5	8	2	3	2	0	11
105369370	44	184	87	110	68	33	72	89
102724265	0	1	0	0	0	0	1	0
105379407	0	0	1	0	0	0	0	0
101928292	0	0	0	0	1	0	0	0
595	13557	18919	12067	16046	15136	9794	11398	24882
220064	326	429	358	307	369	290	306	572
9965	0	0	0	0	0	0	0	0
2249	0	0	0	0	0	0	0	0
2248	0	0	0	0	0	0	0	0
107984368	0	0	0	0	0	0	0	0
107984355	0	0	0	0	0	0	0	0
101928443	0	0	0	0	0	0	0	0
105369371	0	0	0	0	0	0	0	0
100009613	0	0	0	0	0	0	1	1
55107	15	9	5	16	32	125	124	37
105369372	0	0	0	0	0	0	1	0
101928473	0	0	0	0	0	0	0	0
8772	687	989	706	661	752	757	549	862
8500	1734	2165	1930	2328	3104	1978	1624	3259
100313770	0	0	0	0	0	0	0	0
107984346	0	0	0	0	0	0	0	0
105369373	35	39	41	55	64	32	26	64
107984347	134	194	160	187	248	156	150	271
2017	7101	10955	6608	7088	6435	7619	5142	7300
22941	234	303	361	85	89	11	30	656
100874198	0	0	0	0	0	0	0	0
220070	0	0	0	0	0	0	0	0
100500844	0	0	0	0	0	0	0	0
399923	0	0	0	0	0	0	0	0
1717	2224	3420	1440	276	279	159	359	2656
55191	1615	1236	912	1327	1408	1315	1035	1679
102466728	0	0	0	0	0	0	0	1
440050	1	3	1	0	1	1	0	0
57830	2	0	1	1	1	0	3	3
3846	9	2	6	3	5	3	3	7
387273	3	2	0	1	1	0	0	3
440051	0	0	0	0	0	0	0	0
105379409	6	4	5	1	3	6	5	5
55199	230	277	175	139	157	136	138	284
285407	21	17	12	17	15	16	16	35
100131539	3	0	1	1	1	2	1	1
245911	0	0	0	0	0	0	0	0
100133315	12	40	25	11	11	15	16	34
100129216	3	1	2	2	4	2	1	3
55298	447	683	528	366	409	518	358	616
10068	153	214	148	87	131	96	86	217
4926	7158	8728	6701	6612	8655	11178	7197	8188
100128494	1646	2139	1606	1571	2031	2625	1707	1929
100422953	0	0	0	0	0	0	0	0
220074	338	525	358	250	273	321	249	373
55004	2263	3591	1684	2046	1766	2086	1158	1699
25906	207	332	164	149	138	180	126	192
2352	3	43	24	28	22	10	2	1
2348	0	2	10	1	8	0	4	7
2350	0	1	0	0	0	0	0	0
3636	3123	3591	2819	2736	3237	4053	2868	4137
401	1	1	1	2	2	3	2	3
81570	320	473	354	297	415	383	339	628
112268077	0	0	0	0	0	0	0	0
105369376	1	1	0	0	0	0	0	1
101928555	0	0	0	0	0	2	0	0
5138	7	21	33	12	21	3	13	44
105369378	8	7	28	2	2	1	2	10
105369377	0	0	0	0	0	0	0	0
406931	0	0	0	0	0	0	0	0
105369379	0	0	0	0	0	0	0	0
116985	2486	3762	2957	2460	3303	3040	2606	3082
100506020	44	80	50	55	61	52	72	67
10809	318	316	357	380	508	464	401	440
100616410	0	0	0	0	0	0	0	0
105369380	9	8	9	6	6	4	4	10
107984421	33	42	40	9	19	20	16	22
89849	821	694	638	550	856	740	904	1572
9873	1051	1852	1399	851	1166	1322	1219	1617
105369381	0	0	0	1	1	0	0	0
5029	65	42	46	13	23	21	21	71
105369382	1	0	0	0	2	0	0	0
5031	59	58	45	8	29	14	60	98
9828	2346	2190	1482	1629	2111	1697	1527	2722
100287837	24	8	7	15	8	10	12	20
84957	40	124	86	28	32	60	52	116
23201	2216	2834	2253	1937	2370	2607	1911	2677
58473	28	36	33	16	20	11	37	33
5870	2626	4390	2943	2567	2457	3215	2077	3218
51642	366	464	345	249	305	356	292	500
51287	883	1151	764	715	624	713	523	932
80227	286	512	510	201	271	348	274	510
374407	2	1	3	0	2	1	1	0
7351	10	31	24	21	28	20	36	37
7352	4	21	13	7	20	21	13	20
26005	501	828	571	518	583	726	428	652
51400	943	1592	1052	768	851	1223	723	1088
105369383	0	0	1	0	0	0	0	0
283208	476	621	515	695	1048	1549	1553	885
101928580	2	2	1	0	0	2	5	1
112268078	1	1	1	1	2	2	1	3
283209	440	399	420	262	524	1500	1050	963
100616215	0	0	0	0	0	0	0	0
10008	44	94	130	68	139	80	90	39
387787	17	19	31	12	23	14	31	41
100287896	91	138	123	77	154	118	104	106
105369386	1	0	1	0	0	0	0	0
10714	324	739	689	277	479	370	432	675
25884	5	7	3	10	4	15	4	4
100616402	0	0	0	0	0	0	0	0
254225	679	1073	852	690	830	912	673	896
143570	304	781	595	544	679	751	522	359
107984352	0	0	0	0	0	1	0	0
9789	731	1470	1043	673	740	929	659	960
10825	188	205	273	203	259	224	248	374
341152	0	2	2	0	1	0	1	0
107984358	0	0	0	0	0	0	0	0
11309	0	25	20	8	19	7	11	13
105369388	0	1	1	1	2	1	4	1
100507050	13	8	7	4	11	21	12	3
408	352	1128	636	606	593	422	252	293
442900	0	0	0	0	0	0	0	0
6188	19056	16449	16438	13841	17855	20953	21079	30683
6079	1	6	3	0	1	1	3	2
114599	1	1	0	1	2	1	1	0
283212	2	9	15	18	31	9	14	10
81544	356	439	333	269	340	161	226	362
105369389	0	0	0	0	0	0	0	0
871	21061	40927	31081	16112	14018	15463	13666	24081
105369391	13	4	2	7	9	6	5	11
4135	204	144	157	105	164	191	138	225
105369392	0	0	0	0	0	0	0	0
80168	0	1	0	0	0	0	0	0
105369393	0	0	0	0	0	0	0	0
283214	1	0	0	0	0	1	0	0
84649	95	462	261	82	117	369	272	127
100506113	6	4	3	3	3	7	3	3
7405	464	801	381	581	449	563	293	444
7481	7	55	30	17	41	7	4	5
112268079	5	6	4	8	8	4	5	1
107984359	0	1	0	0	2	0	0	1
100189072	0	0	0	0	0	0	0	0
100189224	0	0	0	0	0	0	0	0
105369395	0	0	0	0	0	0	0	0
5612	675	1016	1054	712	1072	1031	941	1262
100506127	80	136	128	44	75	78	117	122
56946	406	561	441	371	459	700	370	536
101928813	1	44	15	6	0	1	1	1
2615	1286	4151	1645	3760	3844	644	359	1180
107984360	40	124	53	107	104	25	10	39
390226	0	0	0	0	0	0	0	0
105369397	0	1	4	0	0	0	0	0
25987	614	899	626	686	746	724	542	836
101928837	8	12	5	3	5	3	2	2
55331	302	413	191	275	247	227	126	299
192134	0	0	0	0	0	0	0	0
105369399	0	0	0	0	0	0	0	0
105369400	0	0	0	0	0	0	0	0
726	785	1490	1128	631	755	752	724	935
4975	1	1	1	0	0	0	1	3
4647	8	4	3	3	6	3	6	9
220032	0	0	0	0	0	0	0	1
5058	751	1491	1117	649	780	973	805	939
646029	0	1	0	0	0	0	0	0
282679	32	82	42	73	69	28	41	47
1207	1504	1750	788	1389	863	1664	672	991
107984369	0	0	0	0	0	0	0	0
51773	1123	1984	1772	1223	1697	1946	1276	1961
28971	134	239	178	164	177	169	79	157
92105	525	773	568	459	581	702	429	632
100532726	401	600	442	350	402	435	326	495
65987	18	33	36	16	33	11	17	41
7069	0	1	1	0	0	3	3	1
4718	784	1109	858	658	762	863	692	954
105369401	3	3	2	3	1	3	5	2
79053	554	1046	776	513	560	665	476	925
100289388	57	108	66	65	63	73	46	64
283219	536	809	410	547	618	620	363	522
57558	509	747	510	362	477	470	431	618
9846	665	1146	790	723	899	1443	553	785
105369402	0	0	0	0	0	0	0	0
101928865	1	1	3	0	0	1	0	0
79731	230	376	315	262	260	249	183	381
105369403	2	1	1	1	1	0	0	0
101928896	0	0	0	0	0	0	1	0
26011	36	32	20	95	76	50	29	37
100126333	0	0	0	0	0	0	0	0
100847000	0	0	0	0	0	0	0	0
105369405	0	0	0	0	0	0	0	0
107984424	0	0	0	0	0	0	0	0
105369406	0	0	0	0	0	0	0	0
105369408	0	0	0	0	0	0	0	0
105369409	0	0	0	0	0	0	0	0
101928944	0	0	0	0	0	0	0	0
101928989	0	0	0	0	0	0	0	0
100422823	0	0	0	0	0	0	0	0
107984423	0	0	0	0	0	0	0	0
105369410	0	0	0	0	0	0	0	0
220382	4	2	0	6	2	0	1	7
105369413	0	0	0	2	0	0	0	0
5547	3346	3613	2987	3129	4008	2557	1920	4302
220042	33	213	194	21	23	39	67	146
27314	1137	1415	1094	1116	1164	521	405	1293
100379250	0	0	0	0	0	0	0	0
100506233	75	108	67	52	22	32	9	41
51585	956	1118	985	848	1149	1086	984	1686
100506282	62	87	47	47	60	54	47	61
106736475	11	12	15	8	6	8	7	17
338699	406	627	511	368	490	468	384	592
60492	1265	1269	1305	1434	1651	1587	1278	2008
105369420	0	0	0	0	0	0	0	0
1740	28	31	39	28	39	35	26	37
107984425	0	0	0	0	1	1	0	0
101929043	0	0	0	0	1	3	0	0
105369416	0	0	0	0	0	0	0	0
55863	648	1112	937	654	737	735	569	843
84233	308	436	272	281	331	305	232	344
58487	1055	1187	1041	835	926	1120	843	1189
220388	52	159	140	70	100	64	76	78
54843	1598	1219	1151	1118	1249	124	133	1124
220047	1	1	0	1	2	0	0	0
8301	3977	7115	5149	3742	4516	4930	3180	6062
107984426	1	2	2	0	1	1	0	1
8726	385	522	407	321	409	381	374	610
102465452	1	2	0	1	2	0	0	0
51501	584	636	511	413	515	518	436	642
105369421	0	1	1	0	1	0	1	1
60494	8	10	6	19	14	4	7	10
10873	504	753	553	502	531	270	263	673
107984427	32	43	37	18	39	3	7	50
102724775	4	3	1	1	3	0	1	7
11098	24339	38098	33354	19451	22885	7090	10261	38475
8587	2	4	0	1	0	0	1	0
112268086	22	18	16	15	10	5	4	21
107984429	1	1	3	4	2	4	1	1
107984428	67	47	34	94	90	133	53	33
8322	1411	1633	1083	1132	1175	2240	751	1356
100506368	18	28	12	10	17	14	14	10
105369422	0	2	0	1	0	0	0	1
65084	293	339	224	280	323	426	229	319
107984361	0	0	0	0	0	0	0	1
105369423	0	0	0	0	0	0	0	0
23682	77	28	14	12	5	6	15	84
100423040	0	0	0	0	0	0	0	0
1075	2117	939	761	279	259	75	80	3389
101929174	39	25	40	8	11	1	8	95
2915	1	0	0	0	0	0	0	2
100873989	1	0	0	0	0	0	0	2
107984363	0	0	0	0	0	0	0	0
7299	0	0	0	0	0	0	0	0
50507	43	3	7	29	44	14	14	61
219595	1	1	1	1	1	1	3	1
390231	0	0	0	0	0	0	0	0
57093	0	0	0	0	0	0	0	0
105369176	0	0	0	0	0	0	0	0
642446	0	0	0	0	0	0	0	0
399939	0	0	0	0	0	0	0	0
729384	0	0	0	0	0	0	0	0
120146	0	0	0	0	0	0	0	0
399940	0	0	0	0	0	0	0	0
642569	0	0	0	0	0	0	0	0
642612	0	0	0	0	0	0	0	0
642623	0	0	0	0	0	0	0	0
10003	8	24	22	2	13	7	7	22
26973	433	830	647	366	427	592	373	779
101929222	0	0	0	0	0	0	0	0
100616186	0	0	0	0	0	0	0	0
100302228	0	0	0	0	0	0	0	0
105369427	0	0	0	0	0	0	0	0
107984371	0	0	0	0	0	0	0	0
105369428	0	0	1	0	0	0	0	0
105369429	0	0	0	0	0	0	0	0
120114	103	473	329	391	478	2612	1348	119
105369431	0	0	0	0	0	0	0	0
4544	0	0	0	0	0	1	0	0
120103	184	264	246	155	213	264	190	295
112268080	0	0	0	0	0	0	0	0
159989	1	0	0	0	3	0	0	2
56935	578	845	600	478	525	615	459	693
85459	398	619	619	436	551	552	495	700
619383	6	5	3	2	2	3	4	2
79101	1158	1141	1158	994	1153	1271	993	1697
684959	23	8	7	8	8	9	11	16
692063	21	22	21	14	8	21	23	22
692075	0	2	1	0	2	0	2	1
677792	3	2	3	2	0	2	1	5
654320	26	17	11	8	5	13	11	22
692072	22	12	11	8	7	21	7	15
677805	19	16	8	16	9	12	16	28
100302240	12	7	7	14	9	8	12	17
677822	22	20	22	14	15	15	14	26
28970	498	704	507	487	668	774	580	632
9440	497	747	572	465	627	921	535	686
387804	3	2	4	2	3	1	2	8
341208	8	3	3	0	0	0	0	14
24145	1144	2013	1416	1583	1677	1896	1127	2072
105369435	17	27	12	24	27	13	3	8
390243	1	0	0	0	4	4	0	0
10888	2	2	2	4	3	0	1	0
4361	268	624	532	246	387	471	405	409
100302275	0	0	0	0	0	0	0	0
54851	202	241	230	189	236	221	172	255
643037	0	0	0	0	0	0	0	0
2526	298	300	261	270	324	251	258	446
105369438	68	66	60	72	79	59	61	128
143689	135	94	137	126	223	141	150	294
105369436	3	1	3	0	4	1	2	3
154810	2076	3482	2522	2602	3163	3849	2463	3609
107984376	0	0	0	0	1	0	0	0
51503	762	1157	890	714	834	977	680	1004
55693	7	42	55	10	14	18	25	41
390245	0	0	0	0	0	0	0	0
107984375	0	0	0	1	2	1	0	1
10929	742	800	601	683	696	962	652	890
23052	1177	2045	1148	1407	1539	1304	890	1151
101929295	1	5	5	6	6	1	4	6
143686	1153	1479	1564	796	1615	2948	2462	1729
100129203	11	13	11	11	15	9	14	7
105369439	0	0	0	0	0	0	0	0
105369440	0	0	0	0	0	0	0	0
105369441	0	0	0	0	0	0	0	0
107984377	0	0	0	0	0	3	1	0
143684	190	324	252	195	186	282	196	219
9702	809	1160	1032	537	703	1170	800	1024
8898	1281	2277	1671	1614	1602	1512	1016	1921
84441	1169	1645	1243	1162	1451	1675	1156	1603
100422991	12	22	10	10	17	20	11	11
79780	770	1125	846	729	848	754	492	1117
8690	469	801	613	433	475	516	409	510
100874053	0	0	0	0	0	0	0	0
105369443	0	0	0	0	0	0	0	0
105369448	0	0	0	0	0	0	0	0
105369450	0	0	0	0	0	0	0	0
105369451	0	0	0	0	0	0	0	0
105369452	0	0	0	0	0	0	0	0
105369453	0	0	0	0	0	0	0	0
105369454	0	0	0	0	0	0	0	0
105369455	0	0	0	0	0	0	0	0
53942	0	0	2	0	0	0	0	0
107984430	0	0	0	0	0	0	0	0
107984431	0	0	0	0	0	0	0	0
105369456	0	0	0	0	0	0	0	0
100128386	4	3	2	0	0	4	2	3
143872	521	303	179	255	223	430	179	580
105369457	0	0	0	0	0	0	0	1
109616988	0	0	0	0	0	0	0	0
5241	41	0	0	59	63	5	1	90
101054525	3	0	0	2	2	0	0	2
105369458	1	0	0	2	0	0	0	1
7225	109	0	4	2	2	0	2	234
100500823	0	0	0	0	0	0	0	0
253935	153	274	261	89	135	54	33	215
57562	555	690	1009	431	892	522	633	1164
85016	123	187	174	143	165	75	104	207
10413	4054	5945	4036	4190	4442	6424	3521	4891
105369460	0	0	3	1	2	1	1	1
330	583	1258	787	649	673	360	577	1464
329	1307	2191	1713	1262	1374	1956	1506	1992
114908	4261	6726	4835	4496	5199	6021	3322	5145
101928424	11	16	25	4	9	12	8	11
102723838	0	0	0	0	0	0	0	0
4316	5	23	20	4	7	7	5	12
9313	0	0	0	0	0	0	0	0
101928477	0	0	0	0	0	0	0	0
64066	0	0	0	2	0	1	0	0
4317	4	5	0	8	1	22	0	1
4319	277	78	28	64	154	575	225	227
100288077	1205	487	134	1868	2921	4989	1148	859
4312	18948	7770	2364	31841	49141	84940	18381	14521
4314	6785	2139	637	3818	9954	27427	16257	9847
4321	2	0	0	2	1	0	1	9
4322	3499	429	49	352	104	22168	1097	408
84259	530	808	612	467	538	623	435	762
79659	1567	1626	1649	1405	2053	2022	1411	2293
105369463	0	0	0	0	0	0	0	0
102723862	1	0	0	0	0	0	0	0
100616457	0	0	0	0	0	0	0	0
105369464	2	0	0	1	1	2	0	1
80310	1326	96	61	1009	1125	126	38	607
414301	0	0	0	1	0	0	0	0
102723879	0	0	1	0	0	0	0	0
102723895	0	0	0	0	0	0	0	0
105369466	0	0	0	0	0	0	0	0
107984380	0	0	0	0	0	0	0	0
100506742	0	0	0	2	0	0	0	0
643733	6	2	5	5	10	1	1	14
837	1292	1610	1603	1508	2383	1200	1169	2417
838	8	23	11	16	35	13	16	31
834	429	446	406	415	640	102	174	722
114769	116	303	302	94	127	20	30	206
107984381	0	0	0	0	0	0	0	0
440067	0	0	0	0	0	0	0	1
440068	0	0	1	0	0	0	0	0
59082	0	0	0	0	0	0	0	0
105369469	0	0	0	0	0	0	0	0
105369468	0	0	0	0	0	0	0	0
2893	2	0	0	0	0	0	0	1
84437	515	720	558	435	547	593	379	644
143879	121	148	99	113	112	115	67	105
60496	777	836	550	617	512	872	373	723
105369473	0	0	0	0	0	0	0	0
101928535	0	0	0	0	0	0	0	0
105369474	0	0	0	0	0	0	0	0
2977	152	40	104	29	34	0	16	427
112268081	0	0	1	0	0	0	0	0
105369475	0	0	0	0	0	0	0	0
105369477	19	15	26	25	47	52	42	32
143884	239	368	347	222	315	309	238	335
91801	220	336	295	232	337	223	283	384
55531	0	1	1	2	4	0	0	6
112267904	0	0	0	0	0	0	0	0
6588	0	0	0	0	0	0	0	0
54733	265	214	181	139	190	174	257	630
54734	0	0	1	1	0	0	0	1
8065	943	1220	1000	924	1018	1206	734	1150
38	1279	1980	1413	1250	1384	891	790	1847
4863	334	570	480	336	494	611	425	649
472	1376	1865	1853	1485	2130	2431	1894	2360
160140	18	33	25	16	18	20	28	16
143888	2639	3441	2501	1611	2121	1736	1858	3362
112267909	5	3	6	8	2	2	5	6
23086	81	19	25	14	28	17	21	100
101928561	0	1	0	1	2	1	0	5
1662	435	659	453	399	411	772	299	764
399947	124	81	45	65	77	169	25	195
105369482	0	0	0	0	0	2	0	0
105369483	0	0	0	0	0	0	0	0
107984384	0	3	0	2	2	2	0	0
105369484	0	26	19	1	1	0	2	5
85463	250	534	421	305	423	470	350	530
5962	1820	2785	2330	1810	2131	2302	1727	3026
105369486	0	0	0	1	1	0	0	0
107984385	0	0	0	0	0	0	0	0
2230	193	245	222	167	225	219	172	267
105369487	1	0	1	1	3	0	2	1
57569	133	358	340	248	384	59	42	174
105369488	0	0	0	0	0	0	0	0
105369489	0	0	0	0	0	0	0	0
105369490	15	42	30	23	18	37	28	13
102723966	1	3	2	2	1	1	1	0
341032	0	0	0	0	0	0	0	0
399948	2	1	3	0	0	0	0	0
120376	1	1	1	0	2	1	3	6
105369491	0	0	0	0	0	0	0	0
100616330	0	0	0	0	0	0	0	0
5450	0	3	7	1	3	0	0	2
54766	0	1	0	1	1	1	0	0
100132078	0	0	0	0	0	0	0	0
107984386	0	0	0	0	0	0	0	0
644277	0	0	0	0	0	0	0	0
728196	1	0	1	4	0	0	0	1
407041	0	0	0	0	0	0	0	0
407042	0	0	0	1	0	0	0	0
399949	4	3	0	3	2	0	0	3
143903	1149	795	530	694	611	263	291	1198
23235	1133	1603	1152	1208	1373	1790	1164	1243
5519	657	928	775	686	829	945	635	1039
79796	418	501	438	446	535	587	469	679
91893	75	64	59	53	74	99	80	91
64776	163	232	177	195	221	193	194	211
1410	1902	6953	5691	2009	2485	1121	1121	2559
3316	346	554	498	415	560	242	170	374
100528019	25	44	41	29	54	17	15	36
91894	3	13	17	8	27	9	9	13
85458	1052	1766	1624	1372	1938	1353	1309	1826
1737	551	886	693	495	622	522	462	941
120379	85	191	170	80	108	117	90	150
55216	1120	1453	1349	1151	1443	1441	1068	1880
26521	600	912	652	518	537	609	448	898
6392	1099	1620	1179	922	1081	1059	827	1413
3606	0	2	3	1	1	0	0	9
107987164	0	0	0	0	0	0	0	0
56158	3	1	2	0	0	2	1	2
83875	17	33	31	10	21	22	23	23
5805	277	333	235	216	193	217	147	324
349633	0	1	0	0	0	0	0	0
100132686	0	0	0	0	1	0	0	0
283140	27	6	5	7	7	6	12	28
107984388	0	0	0	0	0	0	0	0
107984387	10	4	7	5	5	6	13	25
107984389	0	0	0	0	0	0	0	0
101928823	0	1	0	0	0	0	0	0
387810	0	0	0	0	0	0	0	0
105369496	0	0	0	0	0	0	0	0
105369498	0	0	0	0	0	0	0	0
101928847	0	0	0	0	0	0	0	0
4684	1	11	5	7	2	3	4	3
100288346	0	0	1	0	0	0	1	0
54970	277	372	337	273	346	243	225	290
255239	7	2	2	3	6	2	2	9
1813	0	7	4	0	0	0	0	1
100422855	0	0	0	0	0	0	0	0
105369501	0	0	0	0	0	0	0	0
107984390	1	1	1	1	0	1	0	0
80975	8	9	7	0	5	7	4	12
9183	350	675	502	377	447	552	354	612
644672	0	0	0	0	0	0	0	0
57646	790	1328	1096	883	1319	1187	806	1207
9177	0	0	0	0	0	1	0	0
3359	0	0	0	0	0	0	0	1
7704	0	3	3	5	5	9	1	1
101928875	0	0	0	0	0	0	0	0
4837	6149	8528	6202	7871	10680	4488	2936	6558
101928940	3	2	0	2	3	0	1	1
107984391	4	5	1	6	9	5	4	7
54494	59	104	94	70	89	58	46	80
10179	409	762	855	388	628	611	488	837
25996	2152	3370	2513	2251	2335	2313	1629	2871
120406	6	10	14	4	8	18	21	16
120400	0	0	2	0	1	0	0	1
54827	0	0	0	0	1	2	1	4
105369504	0	0	0	0	0	0	1	0
105369506	0	0	0	0	0	0	0	0
105369505	0	0	0	0	0	0	0	0
23705	1806	3816	3005	2078	1715	1413	804	1871
105369509	0	0	0	0	0	0	0	0
105369507	0	0	0	0	0	0	0	0
105369511	0	0	0	0	0	0	0	0
105369512	1	0	0	1	0	0	1	0
101928985	0	0	0	0	0	0	0	0
283143	62	183	155	85	73	37	50	56
107987165	0	0	0	0	0	0	0	0
102724165	5	12	14	1	3	1	1	8
112268082	0	0	0	0	0	0	0	0
105369513	0	0	0	0	0	0	0	0
107984393	0	1	0	0	0	0	0	0
107987166	0	0	0	0	0	0	0	0
107984372	0	0	0	0	0	0	0	0
101929011	0	0	0	0	0	0	0	0
84811	277	368	343	232	343	368	367	529
8882	953	1176	1003	785	863	1147	776	1352
116519	1	1	0	0	0	2	2	1
337	0	0	0	0	0	0	0	1
345	0	0	0	0	0	0	0	0
335	21	15	11	8	7	7	1	15
104326055	9	4	4	0	4	4	5	2
23387	1434	1662	1353	1037	1239	1839	1178	1494
5049	1770	2387	1587	1597	1638	2185	1506	2392
51092	1285	1342	997	983	1308	955	785	1392
100652768	132	117	83	102	121	101	76	128
6876	1259	1529	738	2597	1757	811	663	777
9159	1122	1522	1146	1329	1254	836	817	1464
257160	701	945	708	671	813	901	614	995
23621	3681	4756	3759	3046	4661	3734	3155	5562
100379571	91	102	96	72	119	103	87	135
22897	1002	1190	1064	883	1225	1113	1064	1625
57453	0	0	0	0	0	0	0	1
105369515	0	0	0	0	0	0	0	0
107984394	0	1	0	0	0	1	0	0
486	3	0	1	2	6	15	14	5
100533181	0	1	2	2	5	18	12	4
53826	2	4	8	4	9	67	22	1
84000	0	0	0	0	0	0	0	0
3587	0	2	1	3	3	11	5	1
100526771	0	1	1	1	1	3	1	0
56649	0	0	0	0	0	0	0	0
105369517	0	0	0	0	0	0	0	0
6330	26	11	3	14	12	41	41	25
6327	84	8	22	18	24	97	222	140
120425	0	0	0	0	0	0	0	0
196264	10	8	17	12	20	20	23	29
10205	0	0	0	0	0	1	0	1
916	0	0	0	0	0	0	0	0
915	0	0	0	0	0	0	0	0
917	0	0	0	0	0	0	0	0
9354	1520	2220	1623	1484	1743	1958	1337	1876
100131626	29	42	34	30	33	46	23	42
10632	1983	2069	1567	1381	1597	1797	1433	2441
4297	1470	2272	2285	1672	3133	2686	2285	2774
101929089	20	28	28	22	36	31	27	37
143941	3	5	3	1	1	2	2	2
84866	235	348	301	204	329	258	291	225
56912	648	828	763	559	824	891	711	997
372	5005	7817	6177	3933	3928	5255	3839	6823
23187	3112	3322	2474	3040	3958	3239	2565	4245
102466719	29	25	20	21	21	19	16	32
11181	248	246	206	220	324	249	219	344
105369519	0	0	0	1	1	1	0	0
1656	3194	3864	3147	3034	3708	4843	3050	4649
643	438	519	329	359	407	319	283	523
283149	3273	3631	2206	2457	2788	2179	1854	3390
100616376	0	0	0	0	0	2	0	0
7379	4	4	3	3	1	6	2	5
283150	0	0	0	0	0	0	0	0
107984396	30	32	8	15	13	3	7	25
338657	343	275	258	259	342	344	342	478
649946	29	13	13	11	18	20	25	24
6230	7821	7193	7003	6536	7584	9929	8489	13373
51399	788	916	632	627	771	672	484	1079
2542	354	335	227	328	430	311	344	386
10525	3652	5753	3876	2969	3144	4242	3101	4695
55823	1233	2090	1661	1187	1463	1599	1168	1485
3145	347	433	263	208	255	310	301	435
3014	328	567	460	196	245	294	346	587
1798	1031	1250	1020	771	1060	1063	892	1580
107984397	6	16	11	5	10	3	7	20
9854	280	406	367	233	320	316	278	534
25988	329	448	423	299	480	374	346	535
64137	8	4	5	4	14	5	7	6
79671	700	619	544	601	741	531	567	850
79849	0	1	0	0	1	1	0	1
283152	7	16	17	12	16	10	11	19
109623467	0	0	0	0	0	1	0	2
867	653	1158	828	568	683	1200	698	883
4162	142	263	243	85	118	134	119	350
102465453	0	0	0	0	0	0	0	0
79102	869	1701	1217	799	860	978	709	1043
114902	81	264	129	93	120	205	84	83
83552	81	264	129	93	120	205	84	83
9099	18	28	22	17	23	30	7	26
100499227	6	6	5	2	5	3	2	3
7070	16645	25537	11040	4641	3661	3904	4695	12977
107984398	1	5	1	2	1	0	0	5
105369520	0	0	0	0	0	0	0	0
5818	310	446	343	287	435	438	403	464
105369525	0	0	0	0	0	0	0	0
102724301	3	5	2	4	0	3	2	4
105369526	0	2	0	0	0	0	0	0
105369528	0	0	0	0	0	0	0	0
105369527	0	0	0	0	0	0	0	0
105378956	0	0	0	0	0	0	0	0
23650	12	2	25	2	17	0	8	23
105369529	0	1	1	1	0	0	0	3
107984399	0	0	0	0	1	0	1	0
105369530	0	0	0	0	0	0	0	0
