GeneID	control	perturbed	control	perturbed	control	perturbed
144571	28	15	19	21	31	14
2	10	9	15	20	26	30
5858	4	8	6	11	11	10
3	0	1	0	0	0	4
100422872	4	0	1	2	5	1
100499405	45	16	37	20	49	22
642846	420	368	299	322	439	308
107984489	25	36	12	19	20	26
105369649	0	2	0	0	1	3
101930452	18	14	6	19	12	18
101928030	0	0	0	0	0	1
728715	34	24	21	28	32	21
105369647	2	5	3	2	2	2
107987172	21	15	13	17	23	15
440081	612	507	428	457	583	475
105376678	2	4	0	1	3	2
408186	23	23	16	19	25	11
3820	0	0	1	0	0	0
107987174	0	1	0	0	0	0
374443	13	9	14	20	23	12
105369728	0	0	0	0	1	0
29121	24	11	25	21	22	15
105369652	0	0	0	0	0	0
160365	0	0	0	0	0	0
969	0	0	0	0	0	0
51348	1	1	1	2	1	0
9976	0	0	0	1	0	0
100431172	0	0	0	0	0	0
387836	1	0	0	1	0	0
100506159	0	0	0	0	0	0
400002	0	0	0	0	0	1
160364	0	0	1	0	0	0
51266	0	0	1	0	0	2
387837	0	0	0	0	0	0
102724020	0	0	0	0	0	0
112268091	0	0	0	0	0	0
283420	0	0	0	0	0	1
51267	0	0	1	0	2	1
105369655	0	0	0	0	0	0
64581	0	0	0	1	0	1
4973	0	0	1	0	0	0
120939	0	0	0	0	0	0
107984509	0	0	0	0	0	0
23710	117	223	126	346	219	325
3824	60	83	71	84	62	58
105369656	0	0	0	0	0	0
113523642	0	0	0	0	0	0
101928100	0	0	0	0	0	1
100528032	1	0	0	1	0	1
22914	1	0	0	1	0	1
8302	0	0	0	0	0	0
3823	0	0	0	0	0	0
3822	0	0	1	1	0	1
3821	0	0	0	0	0	0
105369657	0	0	0	0	0	0
255308	75	47	77	82	82	66
105369658	0	0	0	0	0	0
101060038	0	0	0	0	0	0
105376675	0	0	0	0	0	0
10748	20	7	12	2	18	14
55110	372	260	402	286	400	240
55359	180	100	206	151	189	126
8531	2864	1319	3472	1119	3808	954
112268104	1	3	2	0	2	2
101928162	0	0	0	0	0	0
50837	0	0	2	1	0	0
50836	0	0	0	0	0	0
50835	0	0	0	0	0	0
107984459	11	6	15	6	13	16
50839	0	2	0	1	0	1
100533464	73	82	77	76	76	68
11272	13	9	15	13	20	9
5554	62	71	62	64	58	58
50838	0	0	0	0	0	1
5555	3	5	3	5	4	5
106707243	48	58	52	56	46	53
50840	0	1	2	1	1	3
259296	0	0	3	1	0	1
259295	11	14	14	15	19	9
259294	1	3	1	3	4	0
259290	4	1	2	1	4	5
259292	2	0	0	0	1	0
259289	0	0	1	1	0	1
259293	0	1	0	0	0	0
100129361	322	325	347	414	388	386
353164	0	0	0	0	0	0
5544	5	2	6	6	3	0
107987183	0	2	0	0	0	0
5545	0	0	0	0	0	0
5542	0	0	0	0	0	0
653247	0	0	0	0	0	1
440084	0	0	0	0	0	0
338817	0	0	0	0	0	0
2120	158	138	243	201	230	178
79370	1	1	3	0	7	4
103504734	0	0	0	0	0	0
4040	514	552	476	575	581	620
54682	584	934	693	1450	829	1275
503693	11	21	6	30	13	32
118426	273	369	302	447	351	534
107984485	62	98	59	128	76	177
80824	1165	2084	1302	2728	1886	2966
107984486	0	0	0	0	0	0
1389	572	857	551	1027	608	938
2842	234	372	289	514	381	596
1027	1481	2217	1815	2918	2072	3172
105369663	155	148	159	256	153	215
81575	223	112	256	162	321	139
107984129	1	6	1	5	2	3
693198	0	0	0	0	0	0
51202	1109	1106	1222	1576	1286	1204
107984492	0	3	0	1	3	0
112267864	4	3	0	2	2	1
387841	19	45	42	50	39	49
9052	215	420	221	497	424	790
693199	3	4	4	10	4	11
100506314	48	61	45	75	54	64
55507	12	18	11	19	8	10
50865	407	465	527	693	534	500
93164	219	272	211	328	233	305
57613	981	1806	1178	2708	1326	2358
83445	6	4	7	13	9	3
105369666	0	0	0	0	0	1
2012	51	28	55	29	61	35
283422	0	0	0	0	0	0
2904	0	0	0	1	2	1
105369668	0	0	0	0	0	0
105369667	0	0	0	0	0	0
55729	735	605	727	749	862	669
79887	6	3	1	5	4	0
101928317	0	1	0	0	0	0
101928290	1	0	1	0	1	0
144608	12	5	10	13	10	13
2984	1	0	0	2	1	3
105369669	2	9	0	3	1	2
121504	7	6	0	2	3	8
55766	0	0	0	1	0	0
51729	1723	1564	1952	2188	1971	1644
440087	0	2	4	0	3	1
420	0	0	0	0	1	1
4256	0	0	0	1	0	1
121506	0	0	0	0	0	1
397	0	1	1	0	2	0
105369670	0	0	0	0	0	0
5149	0	0	0	0	0	0
101928340	0	0	0	0	0	0
107984506	0	0	0	0	0	0
85004	1	0	3	1	1	0
100873980	0	0	0	0	0	0
5800	2	1	1	3	0	1
105369673	0	0	0	1	2	1
105369672	0	0	0	0	0	0
2059	581	672	592	832	641	644
102724146	257	296	303	324	345	344
11171	2345	2260	2409	2821	2681	2444
51071	291	227	331	316	337	220
101928362	0	0	1	0	0	0
729025	0	0	0	0	0	0
4257	1126	1276	1217	1639	1440	1481
107984494	0	2	4	3	2	3
55885	0	1	2	0	0	1
105369677	0	0	0	0	0	0
728622	6	2	3	3	3	8
105369678	0	0	0	0	0	0
100616279	0	0	0	0	0	0
79785	0	0	1	1	0	0
5288	0	0	2	1	0	1
89869	0	0	2	0	0	0
93661	0	0	0	0	0	0
102724227	0	0	0	0	0	0
107984527	0	0	0	0	0	0
54477	339	350	396	441	403	342
112268092	8	6	6	9	12	6
121536	400	289	413	295	445	299
101928387	7	3	6	4	2	8
105369682	0	0	0	0	0	0
100506393	0	0	0	0	0	0
105369685	0	0	0	0	0	0
105369684	0	0	0	0	0	0
105369686	0	0	0	0	0	0
105369687	0	0	0	0	0	0
105369688	0	0	0	0	0	0
5139	1	2	0	2	0	2
53919	0	2	0	1	1	1
28234	0	1	0	0	0	1
115072896	0	1	0	0	0	1
338821	0	1	0	0	0	0
10599	1	2	1	3	1	3
6579	3	3	2	1	0	1
3375	0	0	0	0	0	0
79912	444	328	386	401	441	337
5965	595	396	548	460	603	376
51026	284	227	223	240	298	282
80763	1	0	1	3	4	4
2998	1	0	4	1	2	3
3945	12213	11596	14513	16621	14714	12113
105369689	1	1	0	1	0	1
102724261	1	4	3	2	2	7
3764	18	11	32	9	24	9
10060	6	8	17	9	11	5
55907	714	793	776	928	799	773
105369690	5	1	1	3	2	4
107984497	0	0	0	0	0	0
6489	1	0	0	0	0	0
112268093	0	0	0	0	0	0
105369151	1	1	0	0	1	0
9847	843	533	805	633	919	594
105369692	0	0	0	0	0	0
105369691	0	0	1	1	0	0
55500	562	551	550	635	654	686
107984516	0	0	0	0	0	0
101928441	0	0	0	0	0	0
6660	1	0	4	1	2	2
105369697	0	0	0	0	0	0
105369696	0	0	0	0	0	0
100126320	0	0	0	0	0	0
101928471	0	0	0	0	0	0
144360	0	0	0	0	0	0
105369698	0	0	0	0	0	0
586	4	5	6	4	4	3
105369699	0	1	1	1	1	0
107984475	0	0	0	0	0	0
196415	0	0	0	0	0	0
645177	0	0	0	0	0	0
4033	1	1	1	1	1	0
55259	9	6	5	14	8	6
144363	79	88	38	82	51	68
3845	776	1005	753	987	878	1068
105369701	0	0	0	0	0	0
160492	0	2	1	3	1	3
100422897	0	0	0	0	0	1
100506451	22	16	18	17	7	8
11228	294	340	273	379	334	406
107984501	0	0	0	0	0	0
79365	12	8	12	10	17	12
8082	3	4	4	2	8	5
101928554	0	0	0	0	0	0
105369705	0	0	0	1	0	0
105369704	0	0	0	0	0	0
107984482	0	0	1	1	0	2
3709	217	300	225	294	275	361
105369706	0	0	0	1	0	0
55726	532	408	561	526	616	435
26127	240	257	242	260	273	259
51768	1074	1162	1127	1577	1344	1356
9412	291	248	293	325	347	253
728858	0	0	2	2	1	1
23012	282	393	248	419	312	399
56938	38	55	33	79	44	78
101928646	2	1	2	3	2	3
341346	0	0	0	0	1	0
8496	640	727	623	778	861	805
107984461	3	0	2	5	1	2
387849	5	2	2	9	4	5
60488	1169	1282	1318	1647	1464	1363
100287284	1	3	1	0	0	1
57542	956	441	972	374	1211	406
105369709	0	0	0	0	0	0
5744	13	40	14	34	9	42
105369710	0	1	1	0	1	2
107984462	0	0	0	0	0	0
729291	82	121	74	109	86	108
55297	297	310	278	374	320	329
101928705	11	15	14	12	10	10
105369711	0	0	0	0	0	0
101928735	1	0	1	0	1	0
55711	358	240	389	332	416	260
100506606	28	36	39	28	45	22
51290	503	493	427	609	613	621
101055625	0	0	1	0	1	0
341350	0	0	0	1	1	0
83857	270	162	317	173	347	161
105369714	1	0	1	0	0	0
105369715	0	0	0	0	0	0
105369716	0	0	0	0	0	0
105369717	0	0	0	0	0	0
105369718	0	0	0	0	0	0
105369719	0	0	0	2	0	0
105369720	0	1	3	2	0	0
10526	1154	1402	1172	1752	1450	1741
65981	270	329	230	309	350	362
645485	2	2	0	0	0	1
100287314	8	14	5	11	8	6
107984476	0	0	0	0	0	0
441631	26	39	21	34	38	31
100506660	10	17	21	18	30	15
1663	1262	1055	1277	1272	1389	916
144203	14	6	14	13	27	3
58516	1842	1533	2002	2016	2083	1704
79857	4	6	7	12	11	9
101929027	0	0	0	0	0	0
160518	312	248	351	327	406	308
100874249	26	31	32	28	35	35
254013	95	119	107	125	106	97
196394	71	53	58	67	78	87
105369722	1	0	3	1	1	0
105369724	0	0	1	0	0	1
107984470	0	0	0	0	0	0
440093	29	24	26	31	37	40
107984532	0	0	0	0	0	0
105369723	0	0	0	0	0	0
105369725	3	0	6	1	2	3
55196	472	342	384	354	498	343
102724618	0	0	0	0	0	0
107984473	0	0	0	0	0	0
636	190	208	205	225	259	242
121512	145	142	166	177	156	161
10059	1454	967	1278	1049	1435	940
51067	502	477	507	530	614	517
5318	96	158	120	219	127	210
341359	1	0	1	1	0	1
105369726	0	0	0	0	0	0
84920	163	86	153	124	170	100
107984469	0	1	1	2	2	0
144245	298	248	262	249	280	256
144402	285	336	265	385	314	358
107984504	12	11	10	26	16	14
107984484	0	0	0	0	0	0
105369730	0	1	0	0	1	0
55605	1091	1029	1137	1181	1220	1095
101927019	1	1	3	2	5	3
225	1	0	0	2	0	1
283461	2	4	2	3	5	3
114134	73	81	57	84	84	62
112268095	0	0	0	0	0	0
101930164	0	0	0	0	0	0
105369734	0	0	0	0	0	0
107984474	0	0	0	0	0	0
105369735	0	0	0	0	0	0
120892	5	9	4	7	12	10
105369736	0	0	0	0	0	1
283463	3	4	6	2	2	7
1272	0	0	1	2	1	1
107984496	0	0	0	0	0	0
29951	0	0	1	0	0	0
107984499	0	0	0	0	0	0
107984498	0	0	0	0	0	0
101927038	0	0	0	0	0	0
105378247	0	0	0	0	0	0
283464	503	632	420	609	483	682
10138	147	145	158	205	157	194
85437	695	761	815	956	764	694
102467003	0	1	0	0	1	0
51535	816	917	933	1063	893	867
144165	1	1	5	1	2	1
101927058	0	0	0	0	0	0
105369738	0	0	0	0	0	0
105369739	0	0	0	0	0	0
105369740	0	0	0	0	0	0
80070	20	8	16	17	15	14
83448	414	292	275	314	351	347
51135	371	273	330	347	398	310
5756	1265	1308	1222	1367	1329	1335
84216	108	84	75	78	93	73
4753	83	102	97	176	87	96
440097	1	0	0	0	0	1
105369742	0	0	0	0	0	0
83956	6	4	3	0	1	1
51054	52	77	43	66	58	92
196527	703	556	719	616	809	488
105369743	0	1	1	0	1	1
105369744	0	0	0	0	0	0
400027	237	352	270	363	255	393
196528	1283	1143	1286	1101	1487	1122
105369745	23	22	20	12	24	21
9169	2794	1978	2425	2154	2931	2260
81539	4710	3963	4220	4393	5115	4305
105378248	12	13	7	6	13	9
54407	8906	6148	6791	6917	10005	8463
102723757	2	3	4	2	8	8
100288798	78	53	62	55	71	42
55089	101	21	130	23	101	15
107984466	0	0	1	0	0	1
347902	28	64	43	82	46	75
91523	36	98	55	133	58	92
100616486	0	0	0	0	0	0
100233209	1	1	1	1	0	1
105369746	0	1	0	0	0	0
105369747	0	1	0	3	1	0
107984528	0	0	0	0	0	0
100616478	0	0	0	0	0	0
111082992	0	0	0	0	0	0
79657	581	476	483	558	578	517
105369748	25	21	21	24	22	25
8909	0	1	0	0	1	2
10411	15	39	22	29	28	37
55652	253	454	343	627	436	581
51564	699	862	763	1223	858	1075
107984503	0	2	0	0	0	0
7421	211	270	241	328	297	263
79022	3727	3007	4812	4616	4944	2872
1280	76	64	106	101	137	98
105369752	2	2	7	6	10	4
105369750	0	1	1	0	1	0
29843	749	468	797	593	890	485
5213	2486	3096	2865	3884	3336	3237
102466657	0	1	0	0	1	0
140461	535	659	530	907	645	711
387856	7	2	2	3	3	4
102725258	0	0	0	0	0	0
121275	0	0	0	0	0	0
105369753	0	0	0	0	0	0
341567	0	0	1	0	0	0
121274	241	264	205	309	330	299
121273	1	0	3	0	0	1
23519	1	0	0	0	0	0
341568	0	0	0	1	0	1
3906	0	0	0	0	0	0
54934	708	758	845	956	883	746
677815	0	1	1	1	1	1
100302221	0	1	1	1	1	1
677793	1	2	2	1	1	2
677794	0	0	1	1	3	0
904	1264	1142	1069	1187	1298	1199
255411	343	494	362	636	464	531
112	1525	2308	1545	2587	2018	2527
100616262	1	2	2	3	4	3
100506125	1	3	3	3	0	5
101927241	3	2	8	4	2	8
784	697	969	905	1524	954	1139
9416	1474	1685	1808	2196	2028	1853
105369755	20	33	32	39	32	28
27289	7	10	8	12	6	13
85478	17	21	21	47	18	27
51303	76	95	56	123	101	116
377	4511	4810	5212	6420	5772	5321
7480	218	224	228	286	285	299
7471	0	0	1	0	1	1
105369757	0	0	0	0	0	0
105369756	0	0	0	0	0	0
23109	260	465	326	606	388	566
105369758	48	76	64	110	70	96
5571	1087	1215	1270	1751	1307	1325
8085	1804	2232	1965	2680	2513	3048
121268	44	42	62	57	57	32
50846	2	0	2	1	2	1
105369759	0	0	0	0	0	0
55716	364	508	393	716	478	593
10376	30138	21608	39210	32827	38460	20013
105369760	3	4	2	4	5	7
7846	3911	3161	4814	5098	4989	3420
84790	6095	5752	7704	8349	7878	5532
101927267	85	145	120	173	101	112
5630	70	156	86	232	100	139
10024	942	783	1034	1137	1224	790
338761	48	22	80	45	85	41
79962	726	901	787	1169	887	990
65244	433	516	497	633	512	519
100335030	5	8	1	2	6	3
23416	31	49	36	51	55	24
105369761	1	2	1	1	1	1
10445	1253	1531	1593	2113	1588	1526
84070	17	33	21	28	27	12
25766	228	214	246	295	267	227
91010	239	186	285	225	319	166
7009	15958	15604	19827	23089	21251	18779
57701	47	70	51	70	80	86
100286844	82	89	105	99	108	95
144233	176	164	208	224	237	177
23017	29	42	31	54	42	58
283332	0	0	0	0	0	0
101927292	0	0	0	0	0	0
105369763	0	0	0	0	0	0
359	0	0	0	0	0	0
101927318	0	0	0	0	1	1
362	0	0	0	0	0	1
105369764	0	0	0	0	0	0
363	3	1	2	1	1	0
102723963	1	0	1	1	1	0
29127	2221	1567	2779	2330	2657	1430
41	318	337	339	395	404	338
6602	1205	872	1520	1198	1567	926
2819	10	15	13	9	10	9
84987	787	1051	929	1239	1041	1008
91012	404	413	410	584	453	417
51474	298	597	326	897	393	797
100302220	0	0	0	0	0	0
107984505	6	5	3	4	8	5
121006	0	1	1	0	2	2
113251	1435	1153	1352	1202	1729	1271
106633800	2	2	0	0	1	0
57609	1214	1500	1222	1885	1574	1787
466	282	363	310	437	321	348
283471	0	0	1	0	0	0
25840	1779	991	2098	1264	2132	902
613227	3	4	2	4	6	5
4891	1451	1658	1507	2071	1888	1856
25875	1390	1306	1656	1738	1722	1304
81566	2311	1620	2776	2019	2839	1716
7024	11	26	30	43	16	24
5463	412	394	455	514	529	405
9802	6417	5533	8384	8276	8703	6106
57228	344	392	384	481	384	360
102723983	28	22	25	37	30	24
51411	0	0	0	0	0	0
105369767	0	0	0	0	0	0
1990	0	1	0	1	1	0
11226	3	0	4	5	2	0
9498	126	111	148	107	144	74
107984508	0	0	0	0	0	0
105369768	0	0	0	0	0	0
6334	137	80	147	87	124	84
401720	45	35	28	34	46	31
105369971	0	0	1	1	1	0
341405	0	1	4	0	9	2
94	8	3	6	16	12	8
91	695	864	829	1100	846	900
692159	3	3	0	1	1	1
160622	6	6	11	11	9	6
3164	136	197	164	266	208	250
107984510	1	0	1	0	0	1
60673	687	810	916	1044	1086	925
113523638	0	1	0	0	0	1
26628	0	1	0	0	0	1
112268096	1	0	0	0	3	0
105369771	0	0	3	1	2	0
144501	2	2	0	1	3	2
283403	0	0	0	0	0	1
283404	0	0	0	0	0	0
3855	9	15	8	11	16	13
109729127	2	2	2	1	3	3
85349	0	0	0	0	0	0
3892	0	0	0	1	1	0
3887	0	0	2	0	0	0
3889	0	0	0	0	0	2
3891	0	1	0	0	0	0
3890	0	0	1	0	0	0
3888	0	0	0	0	1	0
9119	0	0	0	1	1	0
3854	1	1	2	1	0	0
286887	0	0	0	0	0	0
3853	0	0	0	1	1	1
3852	0	0	1	0	0	0
112802	0	0	0	0	0	0
121391	0	0	0	0	0	2
140807	0	0	0	0	0	0
319101	0	0	0	0	0	0
100127967	0	0	0	0	0	0
105369772	0	0	0	0	0	0
3849	0	0	0	0	0	0
3848	0	0	1	0	0	0
374454	0	0	0	0	1	2
51350	0	0	1	0	0	0
3850	1	0	0	1	0	1
3851	0	0	2	0	0	0
338785	0	0	0	1	0	0
196374	0	0	2	0	1	0
3856	3429	6883	4383	9508	4920	8978
113218482	164	335	216	502	228	454
3875	2607	4058	3545	5801	3975	5073
1975	10131	11845	12836	18622	12931	13127
283335	190	394	199	332	259	383
23371	204	255	235	288	322	247
102466193	0	0	0	0	0	0
84926	618	1244	800	1742	986	1641
3489	5	0	2	3	6	2
8435	0	0	0	1	1	0
51380	141	185	89	128	192	183
283337	1401	1547	1583	1922	1718	1609
3695	14	16	14	21	16	13
5916	633	804	794	1073	825	807
84975	474	709	674	973	759	889
9700	1327	1050	1562	1496	1741	1028
5204	2246	2693	3177	3942	3012	2644
112268097	515	579	707	956	654	617
60314	359	515	449	625	466	497
8086	947	863	1301	1174	1313	900
121340	1	1	0	1	0	1
6667	2540	1943	2641	2402	3088	2092
269	19	13	46	22	44	21
54458	1999	2179	2568	3054	2769	2303
5094	6972	7657	8495	9745	8552	7170
102157401	724	821	896	1125	860	758
7786	605	679	579	865	729	744
6895	434	627	565	808	672	689
114108587	120	133	141	143	160	140
8620	9	9	4	13	12	10
11016	382	401	442	512	536	515
100652999	85	93	86	111	118	119
517	5396	6135	7650	10244	7729	7306
57658	762	1315	986	1957	1116	1489
105369774	2	1	1	0	0	1
102216268	0	0	0	0	0	0
105378250	0	0	0	0	0	0
107984525	2	2	0	4	3	1
100874366	14	38	14	40	19	47
3229	160	295	175	391	275	396
105369775	4	12	4	14	5	17
3228	148	302	134	380	196	379
100124700	7	15	10	16	15	21
3227	20	32	25	55	29	50
100874365	9	26	19	32	12	25
3226	84	150	96	201	117	200
406973	0	0	1	0	0	0
100874364	1	2	0	0	0	0
100874363	12	8	9	11	9	16
3225	66	109	79	116	83	79
107984512	0	0	0	2	0	1
3224	6	5	1	12	6	5
3221	12	14	9	12	23	18
3222	9	9	5	13	7	11
3223	59	65	55	91	61	75
693200	0	0	0	0	0	0
440101	1	1	1	2	3	4
100240735	0	0	0	0	0	0
100240734	0	0	0	0	0	0
23583	547	631	680	965	766	782
400043	3	2	3	2	1	3
105369776	2	0	0	0	0	0
102724030	0	0	0	1	2	1
105369777	0	0	0	0	0	0
23468	5839	4108	6435	5425	7261	4825
100616400	118	92	165	201	172	121
112935960	2	1	0	1	0	1
3178	13270	12845	15483	18160	15041	11928
4778	1	1	0	1	1	0
22818	3707	3901	4536	5690	5002	4479
442892	0	0	0	0	0	0
102724050	2	9	5	8	6	8
53831	2	0	0	0	0	0
25946	319	892	444	1260	521	1429
3678	156	283	192	402	252	366
121355	0	0	0	1	0	0
3071	1	0	1	2	1	0
5153	8	3	4	7	9	10
5502	7	7	8	7	1	4
644076	0	0	0	0	0	0
90070	0	0	0	0	0	0
117159	0	0	0	0	0	0
118430	24	24	27	27	23	32
9840	2	2	1	0	1	1
107984515	0	1	0	0	0	0
58158	0	0	0	0	0	1
101927484	0	0	0	0	0	0
441639	0	0	0	0	0	1
121364	0	0	0	1	0	0
254783	0	0	0	0	0	0
283365	1	1	0	0	0	0
390321	0	0	0	0	1	0
254786	0	0	0	1	1	0
390323	0	0	0	0	0	0
403282	0	1	1	0	0	0
390326	0	0	1	0	0	1
341416	0	0	0	0	0	1
390327	0	0	0	0	1	0
403284	0	0	0	0	0	0
341418	0	1	0	0	0	1
121129	0	0	0	0	1	0
121130	0	0	0	2	0	0
196410	430	412	488	572	554	516
3679	93	98	122	96	129	84
100528022	470	574	616	853	634	532
2647	598	741	793	1090	810	714
5959	74	83	62	142	78	106
967	4572	6156	5796	9158	6417	7508
105369779	204	223	182	258	230	255
10220	622	738	724	892	819	785
84324	909	893	1065	1508	1092	924
29095	622	720	745	905	824	826
85406	892	972	1065	1302	1177	1204
440104	143	173	114	153	150	158
4327	17	20	17	21	21	17
84305	538	638	751	939	756	719
1606	62	187	76	273	107	215
6490	18	19	29	25	22	21
1017	1961	1551	2460	2544	2609	1709
5869	2495	2866	3253	4248	3526	3561
6821	1905	2002	2358	3190	2525	2585
64375	85	107	93	136	103	140
105369781	3	1	1	4	4	3
105369780	18	29	28	19	28	18
6231	4547	5812	5323	7400	5364	5052
2065	2619	4677	3091	6049	3533	5228
105369782	207	270	222	440	227	322
5036	6427	5654	7558	7536	7863	5630
6171	17630	21023	27410	34890	24441	22209
84872	272	316	312	474	384	402
23344	3364	3252	4360	4282	4947	3709
107987175	54	70	80	123	65	97
140465	947	1018	1182	1640	1183	1070
4637	6997	8749	8888	12671	8856	9204
6601	2328	3115	2774	4051	3203	3610
100189152	1	0	0	0	0	0
107984468	1	1	0	0	1	0
10193	1305	1647	1478	2310	1639	1762
79035	985	1019	1199	1299	1208	994
283375	10	16	8	22	14	23
283373	2568	4861	2934	5681	4147	6623
93058	153	150	161	194	178	136
1431	7854	8090	8953	10863	9751	8574
10330	1487	1563	1836	2219	2028	1906
112268098	58	56	68	71	63	40
9924	1773	1263	1841	1417	2048	1147
51561	12	5	9	12	16	12
6773	590	702	654	1000	841	893
319	2	3	0	2	2	3
8914	2465	2094	2771	2873	3010	2101
4284	4	4	6	4	12	7
283377	660	904	786	1342	915	1041
27165	145	225	168	289	197	227
106635541	3	0	1	0	3	1
5939	57	89	37	100	78	96
11176	5367	4179	6167	4202	7267	4256
506	31285	31068	38326	42280	38579	30798
692090	2	0	0	1	1	1
26789	3	5	5	3	4	4
10728	4763	3453	4023	4301	4814	4247
4666	8560	10327	11491	14208	10490	9803
5557	502	278	551	423	523	234
8630	10	7	14	6	16	10
121214	0	0	0	0	0	0
8608	0	1	0	3	5	5
11318	1	1	1	1	3	2
9880	505	468	599	526	672	514
6866	0	0	0	0	0	1
4640	43	51	37	51	44	50
23306	1814	968	1794	1126	1939	970
4665	438	491	453	590	553	525
6778	11	10	14	14	11	20
4035	64	68	109	105	111	102
105751187	0	0	1	2	1	2
100302201	0	0	0	0	0	0
11247	373	406	527	681	586	537
6472	5903	6393	7986	9096	8789	7394
56901	78	111	117	149	131	142
246329	11	6	8	11	15	13
22864	768	764	890	987	912	873
3626	7	1	2	0	2	2
83729	1	2	1	0	1	5
2735	7	5	4	2	4	1
64333	2	4	8	7	10	7
4141	2485	2651	2897	3256	3566	2850
102465454	6	3	5	2	9	6
1649	799	620	906	695	1400	885
693201	3	1	5	0	5	4
114785	690	826	712	998	1006	1150
10540	1379	1624	1830	2468	1864	1859
3798	112	91	123	119	145	91
79837	1580	1573	1904	2308	2026	1821
196403	243	337	320	440	280	366
115557	129	128	155	130	145	110
101927583	3	3	3	1	3	4
65012	33	26	33	23	33	21
2583	196	196	195	198	225	203
10956	2591	3087	3314	4412	3858	4124
116986	181	193	220	245	233	210
100130776	62	63	68	85	71	77
6302	1335	1107	1712	1771	1719	1221
1019	3711	3228	4856	5016	4767	3302
102466729	2	4	1	2	1	1
92979	319	356	444	576	446	394
1594	26	26	38	29	37	31
4234	504	482	539	705	627	565
25895	104	83	96	105	103	83
10102	954	1013	1270	1506	1310	1139
10677	30	29	44	47	37	41
10106	2581	2479	3515	3349	3831	2735
407016	0	0	0	0	2	2
105369783	2	0	0	0	0	0
283387	0	0	0	0	0	0
101927608	0	0	0	0	0	0
100506844	8	10	28	18	20	12
91419	80	71	68	106	89	64
105369784	0	0	0	0	0	0
105369785	0	0	0	0	0	0
105369786	0	0	0	0	0	0
105369787	0	0	0	0	0	0
105369788	0	0	0	0	0	0
105369789	0	0	0	0	0	0
101927653	0	0	0	0	0	0
100506869	0	0	0	0	0	0
121227	307	409	333	492	459	446
105369791	3	2	0	1	4	1
105369792	0	0	0	0	0	0
9194	160	182	130	145	133	140
105369793	0	0	1	0	0	0
338811	30	53	27	44	24	45
9958	625	621	484	760	622	651
102465133	7	19	9	18	13	12
23041	726	654	676	723	829	788
283416	9	7	8	7	6	15
406891	1	0	0	1	1	1
57460	508	533	637	645	591	615
105369795	0	0	0	0	0	0
552	61	33	65	40	46	24
105369797	0	0	0	0	0	0
283417	4	3	3	5	5	1
10329	380	242	440	366	442	287
104169670	35	25	42	39	41	20
113218505	15	17	22	28	26	18
57522	342	405	427	563	457	523
105369801	0	0	0	0	0	0
105369798	0	0	0	0	0	1
144577	163	140	144	167	191	160
115749	11	6	23	17	17	12
11260	3758	2350	3502	2435	4376	2463
29110	464	436	419	581	497	488
105369803	1	0	0	0	0	0
107984521	0	0	3	0	1	0
105369804	4	3	1	7	1	4
283349	962	1196	1136	1525	1116	975
100500856	0	0	0	0	0	0
693129	0	0	0	0	0	0
2799	2760	3538	3175	4444	3842	4545
23329	269	337	297	421	351	401
400046	3	1	0	4	2	6
109729131	0	0	0	0	0	0
107984522	1	0	0	0	0	0
11197	15	9	12	7	24	6
23592	740	609	687	750	857	680
253827	10	18	8	18	15	13
100507065	0	0	0	0	0	0
105369809	0	0	0	0	0	0
105369187	0	0	0	0	0	0
105369808	0	0	0	0	0	0
105369807	0	0	0	0	0	0
105369806	0	0	0	0	0	0
204010	0	0	0	0	0	2
8091	80	44	65	47	67	44
100129940	1	0	1	0	0	0
102464827	0	0	0	0	0	0
105369810	0	0	0	0	0	0
84298	349	315	393	390	412	298
103625681	23	34	29	22	35	35
51643	494	463	428	609	533	525
11213	2	0	2	1	1	0
102465249	0	0	0	0	0	0
92797	13	20	9	12	22	21
23426	2	2	4	9	8	4
105369811	0	0	0	0	0	0
102724421	0	0	0	0	0	0
55832	2903	2613	2701	3137	3013	2888
105369813	0	0	0	0	0	0
105369812	0	0	0	0	0	0
102724433	0	0	0	0	0	0
100507175	0	0	0	0	0	0
105369815	0	0	0	0	0	0
8445	341	473	302	456	392	544
105369816	3	1	1	1	0	1
101927901	0	0	0	1	0	0
107984531	0	1	0	0	0	0
107984526	0	0	0	0	0	0
101927922	0	0	0	0	0	0
100885789	0	0	0	0	0	0
3458	0	1	1	0	0	0
105369818	0	0	0	0	1	0
55801	0	0	1	0	0	0
50616	0	0	0	0	0	0
56890	165	104	168	122	204	119
105369819	0	3	2	0	1	0
100507195	0	0	0	0	0	0
5908	619	459	523	560	626	535
100379132	0	0	0	0	0	0
100507250	2	0	1	1	0	0
57122	1508	911	1459	1296	1591	916
55508	290	321	260	322	263	293
105369820	0	1	2	1	1	0
100130075	0	0	0	0	1	0
4193	1764	1305	1566	1193	1902	1273
1368	68	74	74	119	67	75
107984471	0	0	0	0	0	0
11052	1444	1320	1551	1401	1546	1171
100302182	1	1	2	2	2	1
4069	3	1	1	3	1	1
8089	479	339	451	455	466	323
105369822	0	0	0	0	0	0
10818	536	521	529	526	595	529
109623461	0	0	0	0	0	0
100500903	0	0	0	0	0	0
100500868	0	0	0	0	0	0
10576	4783	4407	5241	5798	5858	4372
