GeneID	control	perturbed	control	perturbed	control	perturbed	control	perturbed	control	perturbed	control	perturbed
107984209	0	1	0	0	0	0	0	0	0	1	0	1
100616151	0	0	0	0	0	0	0	0	0	0	0	0
100616320	0	0	0	0	0	0	0	0	0	0	0	0
100313841	0	0	0	0	0	0	0	0	0	0	0	0
83643	2	5	1	5	4	1	4	2	2	3	3	1
105376418	0	0	0	0	0	0	0	0	0	0	0	0
10133	348	899	411	711	458	810	326	956	393	695	382	848
55388	1692	2340	1891	1992	1775	1999	1374	2020	1873	1507	1775	1818
221044	0	0	0	0	0	0	0	0	0	0	0	0
5264	292	373	332	326	284	325	240	377	294	285	362	331
22929	3233	2891	3875	2469	3828	2612	3424	2866	3764	2153	3797	2501
105376419	0	0	0	0	0	0	0	0	0	0	0	0
105376420	0	0	0	0	0	0	0	0	0	0	0	0
222389	294	293	376	240	330	220	342	232	293	168	349	239
105376421	0	1	2	1	0	0	0	0	0	0	2	0
105376422	0	0	0	0	0	0	0	0	1	0	0	0
8559	726	1338	914	1063	878	1021	695	1415	746	932	815	1108
55691	397	743	474	554	440	518	410	633	366	480	440	550
105376426	3	0	1	0	0	0	0	2	0	0	0	0
105376425	0	0	0	0	0	0	0	0	0	0	0	0
101928453	0	0	0	0	0	0	0	0	0	0	0	0
100422843	0	0	0	0	0	0	0	0	0	0	0	0
100302116	0	0	0	0	0	0	0	0	0	0	0	0
83641	388	1697	447	1199	491	1427	400	1714	362	1341	468	1565
105376429	0	0	0	0	0	0	0	0	1	0	0	0
105376428	0	0	0	0	0	0	0	0	0	0	0	0
441549	5	8	4	1	9	9	4	1	4	4	4	8
51182	1728	2900	2197	2313	2109	2160	1656	2896	1899	2046	2046	2404
79723	674	929	892	750	823	776	700	880	816	605	874	741
64421	411	545	521	382	443	368	340	444	456	366	452	354
644890	0	0	7	5	0	0	0	0	7	2	6	0
108949267	10	12	11	8	17	11	8	15	11	8	10	13
105376432	3	4	2	2	6	4	1	0	4	2	3	1
55301	0	0	0	4	0	7	2	3	2	0	0	3
414149	264	522	339	369	319	446	263	569	289	358	284	433
221060	6	7	6	5	6	6	3	10	9	6	4	4
10557	443	645	491	430	490	468	410	656	514	441	484	578
105376431	3	6	12	1	2	2	0	3	3	6	2	1
9397	411	392	426	360	451	333	390	399	491	335	472	295
107984210	16	14	15	13	8	16	8	12	13	6	15	15
100192204	64	86	69	61	80	74	71	87	71	72	50	70
105376434	0	0	0	0	0	0	0	0	0	0	5	0
107984211	0	0	0	1	0	0	0	4	1	0	0	0
221061	204	89	241	116	202	89	178	91	213	88	206	85
105376433	0	0	0	0	0	1	0	0	0	0	0	0
8516	4	3	1	0	4	0	0	0	2	0	0	2
80013	520	647	672	483	694	449	541	591	604	502	545	561
102724039	0	0	0	0	0	0	0	0	0	0	0	0
9317	321	56	424	61	430	49	353	109	399	59	397	50
389941	6	0	0	0	3	0	10	4	1	3	2	3
101928701	0	4	1	0	1	0	0	1	0	0	0	1
6251	1677	1815	1799	1524	1841	1670	1427	1784	1696	1372	1742	1516
105376435	0	0	0	0	0	0	0	0	0	0	0	0
8029	0	4	0	0	0	0	0	0	1	1	0	0
1787	113	61	135	68	133	45	101	47	114	46	129	35
100507347	12	2	40	1	22	2	16	0	22	0	15	2
7431	27	5	32	2	19	3	43	0	29	1	21	6
338596	611	495	712	375	517	377	549	454	608	353	583	328
100128098	1	0	11	0	2	0	8	3	6	1	0	1
105376436	10	2	19	2	17	3	18	5	20	9	10	0
105376437	0	0	0	0	0	0	0	0	0	0	0	0
9200	199	129	197	122	249	123	173	120	255	70	219	107
102723166	9	11	37	17	32	14	15	12	4	8	20	7
8027	849	1308	1045	958	1011	1012	882	1327	1072	919	960	1099
653567	0	1	0	5	0	0	1	1	0	0	2	0
107984212	0	0	0	0	0	0	0	0	0	0	0	0
4360	0	0	0	0	0	1	0	0	0	1	0	0
574445	0	0	0	0	0	0	0	0	0	0	0	0
221074	0	0	0	0	0	0	0	0	0	0	0	0
100129213	0	0	0	0	0	0	0	0	0	0	0	0
783	9	11	23	26	25	12	26	17	11	18	35	14
107984213	0	0	0	0	0	0	0	0	0	0	0	0
221078	140	129	150	142	142	127	165	170	136	107	151	140
221079	1237	2399	1721	1773	1557	1709	1413	2564	1452	1673	1745	1628
105376440	0	0	0	0	0	0	0	0	0	0	0	0
107984180	0	0	0	0	0	0	0	0	0	0	0	0
340895	229	52	341	48	237	63	191	50	208	31	199	45
105376441	0	0	0	0	1	0	0	0	0	0	0	0
102724082	4	0	1	0	0	0	0	0	0	0	0	0
101928834	0	0	2	1	0	0	0	0	1	0	0	0
84898	682	491	851	453	757	366	585	397	584	320	596	373
100616383	0	0	0	0	0	0	0	0	0	0	0	0
105376442	0	0	0	0	0	0	0	0	0	0	0	0
10529	4109	4241	5174	3929	4444	3664	4012	4714	4484	3107	4706	3434
102725112	0	0	0	2	0	1	0	1	0	0	0	0
100128511	14	23	20	11	22	13	21	20	17	11	16	16
105376444	0	2	0	5	0	1	0	1	0	0	0	3
105376445	0	0	0	0	0	0	0	0	0	0	0	0
399726	433	1231	462	918	452	1059	375	1112	406	775	444	922
100302129	1	0	8	3	1	4	1	2	1	3	0	0
387640	222	434	269	271	285	297	227	347	228	254	263	329
8028	1369	1659	1786	1279	1485	1344	1221	1668	1425	1183	1427	1267
107984214	10	4	15	7	7	4	3	9	3	1	1	2
64215	1631	1691	2027	1291	1854	1476	1648	1635	1855	1229	1899	1352
340900	0	0	0	0	0	0	0	0	0	0	0	0
100189083	0	0	2	0	0	0	0	0	0	0	0	0
105376447	19	17	23	7	25	7	15	13	28	7	11	6
100130992	59	51	53	33	49	42	60	31	52	26	43	39
100532731	1815	1730	2305	1403	2098	1393	1865	1619	1949	1197	2277	1259
23412	463	379	561	318	484	344	414	328	548	272	517	287
648	1759	1666	2176	1327	1983	1339	1804	1585	1866	1139	2194	1197
9576	2	0	1	0	0	1	1	0	1	0	0	0
105376448	0	0	0	0	0	0	0	0	0	0	0	0
100499489	113	34	159	21	157	30	103	21	125	29	107	18
105376449	0	0	0	0	0	0	0	0	0	0	0	0
105376450	0	0	0	0	0	0	0	0	0	0	0	0
5305	1753	581	2125	467	2104	534	1474	501	1885	381	1916	512
105376451	0	0	0	0	0	0	0	0	0	0	0	0
219681	0	2	1	0	9	2	1	0	2	6	5	1
107984215	0	0	0	0	0	0	0	0	0	0	0	0
22921	581	377	723	385	625	367	590	373	575	323	613	396
256297	0	0	0	0	1	0	0	0	0	0	0	0
256815	5	2	1	1	0	5	1	1	0	2	4	0
105376453	0	0	0	0	0	0	0	2	1	0	1	0
220213	236	564	248	420	268	417	229	565	273	389	270	440
105376454	0	0	0	0	0	0	0	0	0	0	0	0
56243	272	506	392	411	355	400	363	460	405	373	392	457
693188	0	0	0	0	0	0	0	0	0	0	0	0
105376455	0	0	0	0	0	0	0	0	0	0	0	0
57584	1406	1789	1630	1562	1521	1471	1253	1610	1547	1100	1538	1357
105376456	0	0	0	0	0	0	0	0	0	0	0	1
56952	178	164	286	161	254	160	201	169	218	127	227	135
79896	482	273	540	204	498	260	447	207	544	201	563	239
219670	3	1	0	3	4	2	3	0	6	13	4	4
101929025	0	0	0	0	1	0	0	0	0	0	0	0
100128811	1	1	4	3	2	0	4	1	2	0	1	4
57512	105	58	108	56	86	46	97	59	88	56	66	60
101929052	0	0	0	0	0	0	0	4	0	0	0	0
105376460	0	0	0	0	0	0	0	0	0	0	0	0
101929073	0	0	0	0	0	0	0	0	0	0	0	0
53904	0	0	0	0	0	0	0	0	0	0	0	0
2572	0	0	0	0	0	0	0	0	0	0	0	0
107984176	0	0	0	0	0	0	0	0	0	0	0	0
54518	0	3	1	1	0	0	0	1	0	0	0	0
101929117	0	0	0	0	0	0	0	0	0	0	0	0
645528	0	0	0	0	0	0	0	0	0	0	0	0
102724202	0	0	0	0	0	0	0	0	0	0	0	0
105376461	0	0	0	0	0	0	0	0	0	0	0	0
731789	0	0	0	0	0	0	0	0	0	0	0	0
105376462	0	0	0	0	0	0	0	0	0	0	0	0
23590	493	523	579	441	593	483	433	506	571	338	535	397
10006	1334	1914	1562	1612	1491	1593	1338	2035	1373	1581	1552	1554
387644	0	0	2	2	0	0	0	2	1	1	0	2
22852	424	416	513	295	430	279	361	313	445	230	407	332
10730	6297	7618	7801	6092	7113	6191	6295	8206	7262	6331	7482	6678
84930	1487	1476	1652	1215	1649	1289	1245	1405	1517	1028	1584	1129
91452	1455	1423	1957	1111	1892	1095	1513	1296	1767	939	1923	974
387646	90	50	97	39	95	40	85	56	75	41	90	32
101060171	2	0	4	2	2	0	2	0	5	2	1	0
102724245	0	0	0	0	0	0	0	0	0	0	0	0
101929180	0	0	0	0	0	0	0	1	0	0	0	0
374308	0	0	0	0	0	0	0	0	0	0	0	0
22931	2067	3407	2553	2797	2430	3008	2030	3514	2192	2461	2416	2768
105376463	3	26	2	19	0	12	3	21	3	21	12	20
283078	25	14	35	1	36	2	38	7	31	14	25	10
101929202	0	1	1	0	1	4	3	0	5	0	2	0
55130	15	5	23	1	14	2	7	2	11	3	9	2
112268060	1	0	0	0	0	0	0	0	3	0	1	0
143098	1889	2169	2355	1731	2270	1749	1673	1943	1968	1442	2099	1761
106635548	0	0	0	0	1	0	0	0	0	0	0	0
102465880	0	0	0	0	0	0	0	0	0	0	0	0
105376466	0	0	2	1	5	0	0	1	1	0	1	0
105376467	0	0	0	0	2	5	1	0	1	1	0	1
105376468	0	0	0	0	0	0	0	0	0	0	0	0
107984216	0	0	0	0	0	0	0	0	0	0	0	0
220906	1571	1157	1869	1081	1718	1041	1620	1166	1776	900	1766	982
51322	4524	4182	5456	3695	4979	3430	4521	4773	5012	3341	5275	3782
25805	2729	4403	3127	3517	3294	3582	2378	4213	3354	3050	3791	3964
105376470	0	0	0	0	0	0	0	0	0	0	0	0
107984170	0	0	0	0	0	1	0	0	0	0	0	0
101929218	0	0	0	0	0	0	0	0	0	0	0	0
100507605	0	0	0	0	0	0	0	0	0	0	0	2
283080	1	1	0	3	0	1	0	0	1	0	1	0
107984174	0	0	1	0	0	0	0	0	0	0	0	0
107984171	1	6	3	4	2	7	0	1	1	2	6	8
105376471	6	12	3	15	3	17	3	12	17	7	7	12
105376472	0	0	0	0	0	0	0	0	0	0	0	0
84569	1	0	0	1	0	0	1	0	5	0	1	3
107984217	0	0	0	0	0	0	0	0	0	0	0	0
105376473	0	0	0	0	0	0	0	0	0	0	0	0
105376474	1	0	0	1	0	0	0	2	3	0	0	0
102724316	494	565	526	460	500	475	427	533	510	344	573	448
6840	1603	1852	1920	1548	1957	1435	1484	1573	1688	1141	1747	1323
693189	0	0	0	0	0	0	0	0	0	0	0	0
100126327	0	0	0	0	0	0	0	0	0	0	0	0
105376475	0	0	2	0	0	0	0	0	1	0	1	0
105376476	0	0	0	0	0	0	0	0	1	0	0	0
102724333	0	0	0	0	0	0	0	0	0	0	0	0
107984172	0	0	0	0	0	0	0	0	0	0	0	0
107984173	0	0	0	0	0	0	0	0	0	0	0	0
107984218	0	0	0	0	0	0	0	0	0	0	0	0
57608	88	173	93	153	105	138	92	147	95	94	95	140
101929256	0	0	0	0	0	0	0	0	2	0	0	0
105376477	0	0	0	0	0	0	0	0	0	0	0	0
101929279	0	0	0	0	0	0	0	0	0	0	0	0
55149	809	1037	988	898	977	900	819	1168	934	863	959	1021
729668	4	3	2	3	5	2	4	3	6	1	6	2
102466227	0	0	0	0	0	0	0	0	0	0	0	0
1326	84	240	86	216	113	206	73	369	86	221	88	226
105376478	0	0	0	0	0	0	0	0	0	0	0	0
105376479	0	0	0	0	0	0	0	0	0	0	0	0
119180	2	0	0	4	0	0	5	3	3	1	1	4
645954	27	32	41	22	48	35	32	27	38	22	38	24
105376480	0	0	0	0	0	0	0	0	0	0	0	0
220929	75	57	111	54	74	22	74	42	84	31	101	39
105376481	0	0	2	1	0	0	4	0	0	0	0	0
105376482	0	0	0	0	0	1	0	0	0	1	0	0
105376483	6	6	5	7	10	7	4	2	13	1	6	7
101929352	0	0	0	0	0	0	0	0	0	0	0	1
220930	41	48	115	31	66	31	73	34	61	23	76	42
6935	12	16	13	6	15	9	15	18	10	6	9	11
100505502	0	0	0	0	0	0	0	0	0	0	0	0
105376484	0	0	0	0	0	1	0	0	0	0	0	0
101929951	0	0	0	0	0	0	0	0	0	0	0	0
94134	1379	1124	1735	854	1557	895	1372	1328	1646	850	1709	1050
107984219	262	193	291	161	297	134	189	188	250	133	264	161
105376485	0	18	0	2	0	0	0	2	4	6	0	4
3799	9210	7395	11121	5816	10750	5627	8110	7649	9913	5332	11168	6119
80314	665	904	783	762	904	810	524	841	690	724	754	798
102031319	4	0	0	0	0	0	0	1	0	2	0	0
101929431	1	1	5	1	6	0	1	5	0	0	1	1
79741	70	51	67	34	56	45	52	45	55	48	62	43
105376486	21	116	35	80	26	71	19	144	30	110	29	88
3688	8758	11940	9734	9661	9844	10240	7873	12540	9459	8656	9468	10066
106633814	71	110	103	98	84	94	70	123	82	81	85	95
101929475	20	8	14	4	12	9	11	16	24	3	23	6
101929447	0	0	0	0	0	0	0	0	0	0	0	0
8829	3992	7627	4100	5756	4635	6266	2937	6333	3992	5073	4517	5928
105376489	0	0	0	0	0	0	0	0	0	0	0	0
105376490	0	0	0	0	0	0	0	0	0	0	0	0
100505583	0	0	0	0	0	0	0	0	0	0	0	0
56288	1960	2070	2415	1675	2374	1759	1874	2226	2137	1453	2227	1767
100505601	1	0	2	1	2	0	0	1	1	6	4	1
105376491	2	1	4	1	17	1	1	0	4	1	2	0
8453	1540	2356	1909	1924	1852	1991	1596	2569	1729	1912	1769	2147
100500890	0	0	0	0	0	0	0	0	0	1	0	0
1390	306	202	419	172	377	199	364	217	312	153	410	164
105376493	0	0	0	0	0	0	0	0	0	0	0	0
219771	1947	2809	2270	2219	2315	2366	1871	2817	2167	1936	2098	2286
107984220	3	1	1	1	2	5	8	4	2	0	0	0
107984221	0	0	0	0	0	0	1	1	0	5	0	0
219770	0	2	0	0	1	0	3	0	1	0	0	2
8325	217	397	314	316	269	286	211	345	232	227	219	191
100616500	11	15	11	9	14	13	8	17	8	7	8	6
105376494	0	5	0	0	1	0	0	0	0	0	0	0
107984188	0	0	0	0	0	0	0	0	0	0	0	0
102578074	0	0	0	0	0	0	0	0	0	0	0	0
105376495	0	0	0	0	0	0	0	0	0	0	0	0
107984222	0	0	0	0	0	0	0	0	0	0	0	0
105376496	0	0	0	0	0	0	0	0	0	0	0	0
91074	1	0	0	0	0	0	0	0	0	1	0	0
101929498	0	0	0	0	0	0	0	0	0	0	0	0
101929520	0	0	0	0	0	0	0	0	0	0	0	0
107984175	0	0	0	0	0	0	0	0	0	0	0	0
107984223	0	0	0	0	0	0	0	0	0	0	0	0
105376497	0	0	0	0	0	0	0	0	0	0	0	0
100288485	0	0	0	0	0	0	0	0	0	0	0	0
102724533	0	0	0	0	0	0	0	0	0	0	0	0
105376498	0	0	0	0	0	1	0	0	0	0	0	0
57209	303	407	428	293	287	296	296	370	353	253	391	302
100419868	0	0	0	0	0	0	0	0	0	0	0	0
107984224	3	5	12	0	15	8	5	8	12	1	3	2
219749	129	157	146	104	138	117	155	165	160	98	142	104
105376499	0	0	0	0	0	0	1	0	0	0	0	0
7581	1242	1262	1459	1065	1287	923	1068	1058	1220	915	1355	925
7587	695	715	930	605	719	583	681	738	805	535	814	635
105376500	0	0	0	0	0	0	0	0	0	0	0	0
100129055	0	0	2	0	0	0	0	0	0	0	0	0
158160	93	48	113	38	103	40	67	64	90	37	100	49
285961	38	51	45	31	44	27	35	49	55	39	49	62
101929540	31	47	48	26	30	36	28	35	43	28	24	32
399744	142	157	163	104	186	93	118	110	138	85	89	79
107984177	0	0	0	0	0	0	0	0	0	0	0	0
399746	0	0	0	0	0	0	0	0	0	0	0	0
105378267	0	1	1	1	2	0	1	1	0	1	0	1
101929373	0	0	0	0	1	0	0	0	0	0	0	0
441666	1	0	0	1	0	0	0	1	0	0	0	0
414194	0	0	0	1	0	2	0	0	1	0	3	0
84856	28	44	45	40	51	42	50	58	30	30	56	49
100129482	221	537	321	467	276	367	202	529	210	305	264	405
7582	624	980	814	752	701	771	524	878	665	627	697	700
105378268	8	5	4	2	5	4	3	8	0	2	2	13
101929397	0	0	0	0	0	0	0	0	2	0	0	0
107984178	0	0	0	0	0	0	0	0	0	0	0	0
283028	10	13	9	8	11	20	9	12	5	6	7	7
105378269	0	0	0	0	0	0	0	0	0	0	0	0
9790	2527	2867	2828	2118	2620	2251	2248	2717	2668	1880	2740	2344
101929445	3	0	0	0	6	0	3	0	1	0	2	0
104266963	2	1	1	3	3	0	0	0	4	0	8	2
100847014	0	0	0	0	0	0	0	0	0	0	0	0
5979	8593	5564	9646	4047	8626	4262	8505	4611	9038	3459	7785	3442
55454	299	524	366	354	357	372	299	528	414	347	431	420
221002	14	39	16	39	12	55	15	64	18	53	32	54
107984225	0	1	0	0	1	0	0	0	0	0	0	5
105378271	0	1	1	0	0	0	0	0	0	0	0	0
105378270	0	0	0	0	0	0	0	0	0	0	0	0
107984226	3	2	3	0	2	6	0	5	0	3	0	3
53828	14	18	7	18	9	27	6	48	5	19	2	7
3185	12065	18772	14522	14683	14236	16218	12372	20152	14107	14249	13592	15926
109616985	0	0	0	0	0	0	0	0	1	0	0	0
642819	24	82	48	67	33	59	36	68	35	32	52	52
105379857	0	1	0	3	2	0	0	6	5	0	0	7
8187	618	251	696	213	632	196	493	235	581	171	543	215
220992	248	159	315	140	315	181	196	179	278	130	340	175
414201	0	0	0	0	0	0	0	0	0	0	0	2
7580	413	324	562	284	467	283	378	256	457	210	473	240
414197	43	26	51	29	48	33	47	29	52	22	61	33
414208	43	45	33	33	30	29	39	31	52	37	33	40
105378274	1	10	3	2	1	4	0	10	0	1	1	5
102724264	0	0	0	0	0	0	0	0	0	0	0	0
105378275	0	0	0	0	0	0	0	0	0	0	0	0
10151	353	580	430	460	450	433	364	538	405	394	458	441
107984189	0	0	0	0	0	0	0	0	0	0	0	0
414260	0	3	0	5	0	1	0	0	0	0	0	0
100506835	0	4	0	0	2	6	0	5	0	3	0	3
105378277	0	0	0	0	0	0	0	0	0	0	0	0
283033	0	0	0	0	0	0	0	3	0	0	0	0
6387	696	349	917	255	781	314	464	305	467	216	607	303
100130539	0	0	0	0	1	0	0	0	1	0	0	0
107984179	0	0	0	0	0	0	0	0	0	0	0	0
220980	0	0	0	1	0	0	0	0	0	0	0	0
643236	0	0	0	4	0	0	0	0	0	0	0	3
83937	7	68	6	53	8	57	6	56	11	44	11	50
105378281	1	6	1	3	0	2	0	5	1	1	0	4
11067	5	153	5	86	14	117	4	209	5	127	21	150
220979	0	12	19	10	2	8	9	17	2	5	1	14
7570	322	141	402	137	375	92	356	122	373	63	393	96
100133308	5	9	3	3	2	2	4	3	6	3	3	1
338579	0	0	3	0	0	0	0	0	0	0	0	0
100422988	0	0	0	0	0	0	0	0	0	0	0	0
105378283	0	1	0	0	0	1	0	0	0	0	0	1
79290	0	0	1	0	0	0	0	0	0	0	0	0
240	14	60	21	29	31	44	14	38	16	37	25	31
102724323	0	0	2	1	0	0	0	1	0	0	1	3
220972	253	418	276	329	294	312	317	449	255	262	265	318
105378286	7	10	3	6	5	3	3	7	5	4	4	10
93550	46	64	51	38	59	27	44	57	36	35	76	34
653234	35	48	41	32	44	33	29	45	33	44	33	44
253725	950	1558	1105	1271	978	1131	914	1580	993	1024	1041	1274
643479	0	5	2	0	1	2	2	1	2	0	1	1
119016	83	141	102	108	91	98	72	132	75	88	74	107
114004351	154	269	183	210	160	183	141	241	147	176	167	205
728407	90	139	108	142	98	110	70	151	93	101	105	108
100287932	2046	2473	2355	2055	2425	2108	1992	2690	2205	2019	2320	2289
109616974	0	0	0	0	0	0	0	3	0	2	0	1
8031	4527	5932	5752	4423	4989	4811	5096	5654	5913	4144	5728	4989
105378287	13	0	10	2	15	0	22	6	23	0	12	0
4477	90	4	106	7	107	3	211	3	211	1	121	5
653268	97	158	99	129	97	99	85	143	89	93	83	116
100996567	0	0	0	0	0	0	0	0	0	0	0	0
105378577	0	0	0	0	0	0	0	1	0	0	0	0
195977	0	0	0	0	0	0	0	2	4	0	0	0
107984026	96	157	106	125	110	105	87	146	87	112	89	116
100132929	0	4	1	6	1	4	1	6	0	4	0	2
728113	12	32	25	24	22	40	30	50	28	38	25	38
643650	1	16	2	6	2	12	3	17	1	14	2	13
728643	187	218	243	172	212	191	209	228	226	157	204	214
107987152	8	18	9	17	7	19	7	14	7	6	6	21
5540	1	15	0	3	0	4	2	17	0	3	0	11
9721	0	0	0	0	1	0	0	2	0	0	0	0
83849	22	87	43	64	39	68	19	78	26	49	28	50
101927699	12	32	12	37	23	27	16	32	14	29	8	35
105378289	6	3	3	3	6	5	9	3	5	3	8	8
414241	319	235	452	201	406	188	306	193	443	142	481	154
102724350	1	0	5	1	2	0	0	0	2	0	0	0
101927584	0	0	0	0	0	0	0	0	0	0	0	0
102724643	0	3	2	1	3	1	1	3	0	1	2	2
414212	27	15	24	22	35	6	19	10	18	17	16	21
399761	72	142	111	104	103	86	77	123	86	74	82	109
728798	0	0	1	1	0	1	0	0	0	0	0	0
26095	0	0	0	0	0	0	0	0	0	0	0	0
105378291	0	0	0	0	0	0	0	0	0	0	0	0
101929216	0	0	0	0	0	0	0	0	0	0	0	0
2662	0	0	0	0	0	0	0	0	0	0	0	0
2658	0	0	0	0	0	0	0	0	0	0	0	0
5949	0	0	1	4	5	9	0	9	0	4	2	7
118738	101	472	76	283	112	345	82	588	106	403	160	535
107001062	0	0	0	0	0	1	0	0	0	0	0	2
105378292	0	0	0	0	0	0	0	0	0	0	0	0
653145	30	43	36	39	43	52	54	86	59	55	42	54
100133093	1	5	1	6	1	4	1	8	0	5	1	2
113939912	76	133	97	101	77	80	68	112	93	71	75	92
642517	44	86	58	76	51	56	45	65	49	51	51	60
107987147	41	62	44	60	37	54	36	65	32	46	35	51
642826	54	87	61	63	55	52	43	81	67	36	39	50
1517	0	1	0	0	0	0	0	0	0	0	1	0
112267862	1	3	2	1	4	1	1	3	0	1	3	2
439965	546	497	676	396	654	388	525	490	612	342	651	390
102724603	1	0	3	1	3	0	0	0	3	1	0	0
102724593	9	19	5	12	16	20	7	21	9	11	8	11
102724488	61	140	54	93	66	79	42	126	49	93	45	93
100996758	1	12	0	3	0	4	1	7	0	2	0	9
644054	1	5	1	6	1	4	1	7	0	5	1	2
414224	66	104	72	97	70	79	64	100	70	74	75	93
143162	1	15	12	10	8	3	3	7	11	8	3	5
5599	485	434	581	368	574	303	529	430	625	301	664	321
58504	3	83	13	54	3	53	4	85	12	69	7	50
100689073	0	0	0	0	0	0	0	0	0	2	0	0
57705	7	1	4	0	13	0	7	4	8	0	10	0
105378299	0	0	0	0	0	0	0	0	0	0	0	0
474354	0	0	0	0	0	0	0	0	0	0	0	0
105378298	0	0	0	0	0	0	0	0	0	0	0	0
100422895	0	0	0	0	0	0	0	0	0	0	0	0
196740	0	0	4	0	0	0	2	0	3	0	0	0
100506733	0	0	0	0	0	0	0	0	0	0	0	0
170370	0	0	0	0	0	0	0	0	0	0	0	0
170371	0	0	0	0	0	0	0	0	0	0	0	0
100506769	0	9	0	0	0	0	0	1	0	0	0	0
118461	0	0	0	0	0	0	0	0	0	0	0	0
644168	0	26	0	8	0	3	0	19	0	13	0	14
2074	655	1197	775	889	751	896	588	1084	682	780	687	916
267004	72	104	99	77	89	101	56	103	91	72	90	102
1103	0	0	0	0	0	0	0	0	0	0	0	0
6572	0	0	1	0	0	0	0	0	0	0	0	0
282966	0	0	0	0	0	0	0	0	0	0	0	0
55753	120	130	135	109	130	117	100	131	104	78	93	107
8505	995	1578	1091	1234	1094	1215	926	1548	1152	1145	1141	1317
100652748	168	202	199	187	215	177	204	216	192	187	170	192
113218477	206	303	262	239	263	234	214	316	219	242	208	230
109617009	0	0	0	0	0	0	0	1	0	0	0	1
414189	81	152	115	112	111	101	81	158	86	113	93	96
100421577	36	77	41	50	46	46	39	73	49	53	31	61
387680	1035	1799	1232	1444	1115	1341	989	1799	1077	1260	1118	1419
56624	229	195	247	172	250	148	172	167	239	132	209	155
259230	937	684	1087	435	1125	500	924	595	943	415	996	525
104355295	28	14	32	10	23	15	24	16	21	8	31	17
105378302	10	8	11	10	10	11	11	12	16	12	20	10
653308	294	301	329	185	301	200	240	247	275	172	346	205
29974	4	1	1	0	1	1	0	0	0	3	1	1
5592	13	100	55	89	36	63	18	100	19	76	17	94
102724719	0	0	0	0	2	0	0	1	0	0	0	0
693190	0	0	0	0	0	0	0	0	0	0	0	0
23283	1096	1209	1357	964	1244	1025	1032	1213	1180	845	1321	1017
100506939	8	10	12	16	18	15	15	17	14	12	13	31
22943	1723	4344	1956	3560	2030	3937	1513	4910	1989	3542	2147	4060
101928687	881	410	982	426	911	365	850	518	993	343	925	375
105378305	0	0	0	0	0	0	1	0	0	0	0	0
4153	0	0	0	0	0	0	0	0	0	0	0	0
105378307	0	1	0	0	0	0	0	0	0	0	0	0
105378306	0	0	0	0	0	0	0	0	0	2	0	0
105378308	1	0	0	0	0	0	3	0	2	3	0	1
105378309	5	48	1	12	3	22	1	48	0	22	0	32
105378310	0	0	0	0	0	0	0	0	0	0	0	0
65217	0	0	0	0	0	0	0	0	0	0	0	0
105378311	0	0	0	0	0	0	0	0	0	0	0	0
100302192	0	0	0	0	0	0	0	0	0	0	0	0
100463289	0	0	0	0	0	0	0	0	0	0	0	0
11130	3467	4127	4149	3406	3845	3557	3287	3852	3752	2718	3723	3345
100500834	0	0	0	0	0	0	0	0	0	0	0	0
105378313	0	0	0	0	0	0	0	0	0	0	0	0
105378314	0	0	0	0	0	0	0	0	0	0	0	0
253430	410	603	542	483	558	428	520	559	492	440	681	403
55847	439	398	499	256	451	326	464	326	429	281	509	380
112268068	0	0	0	0	0	0	0	0	0	0	0	0
7321	400	764	571	553	479	568	483	825	507	564	614	512
7019	1524	3052	1815	2343	1850	2403	1520	3244	1825	2232	1887	2590
105378316	0	0	0	0	0	0	0	0	0	0	0	0
80114	0	0	0	0	0	1	1	0	0	0	0	0
107984234	0	0	0	0	0	0	0	0	0	0	0	0
728640	75	105	92	92	103	92	65	99	85	95	90	88
100507008	0	0	0	0	0	0	0	0	0	0	0	0
102724768	0	0	0	0	0	0	0	0	0	0	0	0
105682749	0	1	0	0	0	0	0	0	0	0	0	0
84457	0	0	1	0	0	0	0	1	0	0	1	0
220965	3	2	1	0	0	5	0	1	0	0	5	1
102724778	0	0	0	0	0	0	0	0	0	0	0	0
107984235	0	0	0	0	0	0	0	0	0	0	0	0
105378318	0	0	0	0	0	0	0	0	0	0	0	0
105378319	0	0	0	0	0	0	0	0	0	0	0	0
220963	423	202	415	200	500	179	387	219	496	193	521	193
100507027	0	0	0	1	0	1	0	0	0	0	1	2
8030	4400	7052	5480	5739	5062	5380	4321	7176	4980	5085	5210	6132
283025	0	0	0	0	0	0	0	0	0	0	0	0
288	3235	5463	3867	4172	3751	4284	2755	4964	3495	3681	3814	4391
107987153	0	1	0	1	0	1	0	0	0	0	3	0
107984292	1	0	0	0	0	0	0	0	0	0	0	0
105378320	1	4	0	0	2	6	1	0	3	1	0	0
983	2487	3791	3009	2854	2897	3121	2411	3462	2798	2591	3064	2907
9886	539	140	714	145	542	105	555	129	553	92	575	120
107984236	1	0	6	0	0	0	0	0	2	0	0	0
100507058	0	0	0	0	0	0	0	0	0	0	0	0
105378323	0	0	0	0	0	0	0	0	0	0	0	0
219623	297	56	350	32	275	46	255	33	257	35	284	35
101928781	17	2	21	6	24	1	18	3	23	1	19	0
219621	126	21	139	9	141	12	79	6	93	4	105	5
107984237	0	1	2	0	0	0	0	0	4	0	1	0
