GeneID	control	control	perturbed	perturbed	perturbed	perturbed
406939	0	0	0	0	0	0
105376253	0	0	0	0	0	1
55755	3398	2229	5653	3899	2955	2206
1955	374	242	615	408	305	270
26190	2373	1414	3329	2366	1973	1569
100288842	174	103	269	156	150	103
5711	1983	1271	2865	1873	1532	1253
253039	222	128	313	166	216	186
26147	2863	1659	4536	3172	2553	2051
7185	214	113	253	200	183	111
110599590	10	4	11	5	6	3
727	169	116	161	111	94	56
11064	767	491	1256	911	663	457
51552	2630	1582	3728	2486	2125	1752
2934	1569	859	2516	1821	2209	1710
57000	26	18	57	38	41	28
2040	3604	2137	4992	3472	4063	3125
102723324	6	6	15	12	5	2
2681	0	0	0	0	3	0
107987016	0	0	0	0	0	0
153090	2645	1539	5009	3491	2812	2067
105376257	1	2	10	8	3	1
107987125	3	3	6	7	4	2
158135	1085	614	1658	1158	870	630
100616312	0	0	0	0	0	0
4702	1133	674	1612	1103	985	675
254956	0	0	1	0	0	0
26468	26	5	26	16	15	10
92400	654	346	869	601	461	334
92399	941	561	1506	999	975	772
5742	1	0	0	1	0	2
26740	0	0	0	0	0	0
347168	0	0	0	0	0	0
26219	0	0	0	0	0	0
138883	0	0	0	0	0	0
138881	0	0	0	0	0	0
138882	0	0	0	0	0	0
347169	0	0	0	0	0	0
158131	0	0	0	0	0	0
26737	0	0	0	0	0	0
26735	0	0	0	0	0	0
254973	0	0	0	0	0	0
392390	0	0	0	0	0	0
392391	0	0	0	0	0	0
392392	0	0	0	0	1	0
5082	616	406	894	641	545	418
54542	2288	1547	3558	2511	1765	1551
692206	0	0	0	0	0	0
10773	336	203	393	281	213	191
57684	147	82	252	158	129	114
23637	1927	1244	2754	1967	1580	1275
105379839	1	4	7	2	5	4
2844	1	1	1	3	2	0
55342	1276	832	1770	1284	1039	903
81571	45	31	95	74	55	28
693185	2	1	1	2	0	1
105376265	0	0	0	0	0	0
286204	13	9	26	14	12	9
57706	1028	600	1517	1054	886	667
693186	0	0	0	0	0	0
102465688	0	0	0	0	0	0
105376266	16	10	29	21	10	12
105376267	0	0	0	0	0	0
100505588	0	0	1	1	0	0
9355	256	162	408	308	203	179
107987037	0	0	0	0	0	0
10783	2332	1400	3270	2415	1839	1398
613206	4	5	6	4	1	3
105376269	1	1	1	3	1	1
5695	3900	2269	5669	3852	3869	2845
100129034	2619	1546	4178	2859	2518	1852
105376270	4	3	2	4	10	6
347088	5	2	5	2	2	3
2516	0	1	0	0	2	0
2649	104	85	182	125	202	129
100379345	8	0	13	4	7	3
406954	0	0	0	0	0	1
406956	0	0	0	0	1	0
107987126	2	3	4	1	1	0
169611	2552	1580	4060	2834	3146	2429
401551	198	104	261	183	215	165
11224	9971	5715	13753	9715	10085	7351
81873	1049	570	1703	1132	1043	747
2800	741	495	1067	757	730	511
286205	413	280	552	424	341	250
5537	1798	1063	2361	1584	1260	1048
105376271	0	0	0	0	1	1
10244	834	530	1184	798	746	579
3309	42194	24892	59358	40524	37814	28683
107987127	1	0	3	2	1	2
26130	2214	1382	3245	2257	1842	1442
101929014	0	0	1	2	1	0
112268055	98	55	163	108	83	76
79109	2009	1264	3141	2133	1683	1305
102723468	1	1	3	1	2	0
105376272	0	1	1	1	1	0
107987128	0	0	0	0	0	1
51145	0	0	0	2	1	0
5090	538	352	869	590	445	331
107984127	0	0	1	0	0	0
105376273	0	0	0	0	0	0
105376274	0	0	0	0	0	0
105376275	0	0	0	0	0	0
101929116	0	0	0	0	0	0
89853	3	8	6	4	4	7
641373	0	0	0	0	0	0
105376276	0	0	0	0	1	0
105376277	0	0	0	0	0	0
4010	2	1	2	2	2	1
107987129	0	0	0	0	0	0
23099	442	269	762	513	433	402
403341	245	165	425	289	295	258
9649	35	29	47	30	25	19
105376279	0	0	0	0	0	0
23452	1	0	0	1	1	0
105376278	3	2	10	10	7	3
84253	48	26	86	35	62	34
112268056	10	5	11	9	9	10
29988	96	80	184	132	100	93
7633	139	95	219	143	125	84
6136	12047	6972	16111	11443	10442	7559
26783	8	3	7	6	10	10
90678	894	443	1101	812	714	485
64855	16903	9984	26724	18443	22180	15794
105376281	2	3	1	4	3	3
6812	1166	678	1614	1095	1037	776
100500872	15	7	31	20	15	11
138428	253	150	375	259	292	208
286207	199	112	350	223	246	185
158248	4	5	8	6	3	4
27433	124	68	204	160	146	100
10044	4	5	3	3	2	1
107987132	0	0	1	0	1	0
100616250	0	3	2	2	5	2
100422910	1	2	0	3	1	0
1025	1256	739	1861	1260	1261	945
2356	1401	861	2069	1418	1428	1146
2022	2943	1741	4515	3143	2992	2355
102723566	194	107	289	199	202	148
105379841	0	1	1	1	1	1
203	591	328	953	650	567	398
100616429	0	0	0	0	1	0
30815	1383	802	2187	1632	1600	1149
27090	1077	610	1676	1158	1127	813
138429	94	59	126	98	90	70
8818	974	540	1536	1046	973	807
399665	430	232	560	407	420	311
203245	222	124	367	243	233	163
114789	1082	620	1547	1092	1001	708
100289019	18	18	48	37	53	43
80142	1558	866	2788	1875	1738	1275
389791	2	1	3	2	3	4
3934	1	1	0	0	0	1
79095	629	358	841	585	578	386
25792	3111	1699	4990	3475	3217	2422
1759	106	54	143	112	130	83
406978	0	0	0	0	0	0
100422893	0	0	0	0	0	0
2801	2911	1780	4474	3097	2889	2153
375757	350	227	565	399	295	215
26995	997	650	1622	1112	978	724
105376286	58	35	99	76	66	49
51117	473	251	829	535	606	425
100189109	0	0	0	0	0	1
10999	887	484	1585	1068	1155	852
81605	1525	884	2506	1654	1544	1240
407003	0	0	0	0	0	0
100616335	0	0	0	0	0	0
51148	1035	604	1478	1094	900	707
4957	3432	2110	5585	3953	3304	2443
2733	1666	964	2508	1740	1381	1092
101929270	14	6	19	9	10	11
6709	7835	4902	13658	9387	7905	5911
89891	2918	1636	4709	3280	2934	2116
105376287	9	2	19	8	19	10
6418	12350	7269	18322	13044	11126	8498
29941	859	470	1380	957	820	632
84885	748	387	1139	876	822	549
100506100	49	29	74	63	42	30
10444	1090	595	1733	1109	1118	817
54662	943	558	1555	1114	979	776
2021	333	198	569	388	401	279
51490	613	364	1023	724	649	479
883	358	167	448	287	289	219
56262	1699	1039	3006	2133	1785	1343
101929291	31	14	54	34	37	22
254295	1	0	1	2	3	2
22845	459	228	781	534	448	328
23511	4189	2683	7018	4853	4027	2959
101929314	112	71	207	138	111	102
56904	1398	843	1938	1343	1310	1027
84895	600	332	914	679	657	499
57171	480	252	807	527	386	298
1384	3356	1977	4755	3389	2869	2059
5524	5010	2921	7686	5298	4716	3460
389792	6414	3788	10892	7489	6102	4745
105376289	3	5	5	5	10	4
105376290	0	3	6	0	3	0
101929331	1	0	0	2	0	0
107987133	0	0	1	0	0	0
414318	5	0	8	3	3	4
100506119	8	4	20	15	15	4
107987038	0	0	0	0	0	0
105376291	1	2	5	3	3	1
100506190	153	86	212	152	144	101
105376292	0	0	1	0	1	0
28989	1652	915	2381	1695	1572	1191
375759	11	3	10	10	10	4
140459	2344	1300	3668	2453	2229	1685
51450	616	320	1161	799	850	638
101929437	2	0	0	2	4	3
9536	810	454	876	654	797	608
27348	1478	874	2285	1503	1269	941
1861	1838	1072	2676	1896	1538	1266
51759	1606	958	2416	1626	1666	1184
10868	548	339	757	505	511	387
102466750	0	0	0	0	0	1
23048	1959	1172	3047	2154	1854	1387
57720	4582	2897	6433	4498	3337	2626
401554	0	0	0	1	0	0
23413	2607	1532	4147	2907	2671	2070
113219459	0	0	0	0	0	0
256158	1	1	2	1	0	1
107987134	0	1	0	0	0	0
445	1150	642	1447	1052	1313	959
105376294	4	3	12	9	8	9
100272217	5	0	6	5	10	12
8939	1999	1302	3119	2232	1795	1369
102465515	1	1	0	0	1	1
59335	1	2	0	1	4	0
23404	1498	948	2258	1637	1413	1090
25	8141	4981	12126	8463	7908	6048
347148	17	17	51	43	65	40
84929	398	232	642	415	382	261
105376297	0	2	1	1	1	1
10319	5	2	2	3	3	1
83543	3	1	2	4	8	4
8021	2532	1601	4259	2963	2386	1769
286336	5	8	10	7	4	2
84814	0	0	6	4	5	1
105376299	0	0	0	0	0	0
105376300	0	0	0	0	0	0
84726	6022	4148	10547	7666	5835	4457
26786	1	0	3	1	1	1
692093	2	1	6	6	4	4
107987135	1475	875	2214	1584	1423	1085
10585	1497	867	2337	1681	1346	1029
105376301	2	4	10	5	9	0
83549	597	423	1083	696	660	467
642515	0	0	2	1	2	0
2889	1672	1065	2765	1920	1806	1316
9442	498	299	756	519	450	315
105376302	0	0	0	0	0	0
84628	4	0	5	2	4	3
23064	3084	2099	5050	3474	2776	2200
7270	619	348	838	542	502	412
389799	0	0	0	0	1	0
105376304	0	0	0	0	0	0
56751	1	0	2	0	0	0
64794	820	493	1231	845	812	644
9329	3316	2244	5088	3439	2297	1973
158067	8	9	16	9	8	2
11092	154	80	163	151	127	95
7248	824	547	1277	915	826	643
8328	0	0	0	0	0	0
100846992	0	0	0	0	1	0
106635683	776	455	1136	728	595	445
105376306	7	3	6	7	5	3
9328	2030	1118	3177	2130	2005	1472
102465528	2	1	3	3	1	1
100996574	2	1	2	3	6	6
1056	15	13	28	22	33	21
1057	3	4	6	4	7	3
5900	2164	1254	3207	2269	2157	1627
26301	4	1	5	5	4	3
101928193	0	0	0	0	0	0
29989	0	0	0	0	0	0
28	0	0	0	0	0	1
6838	1179	658	2131	1414	1430	949
6837	2104	1202	3329	2231	2174	1570
6130	24184	13785	33574	23523	20259	14758
26820	10	4	11	13	14	12
26814	29	15	35	17	29	15
26815	55	27	77	43	53	47
26813	30	15	34	22	28	24
6834	232	121	348	209	193	148
6835	215	128	382	251	245	186
6836	10569	6245	16200	11188	9331	7140
169436	12	14	34	24	28	17
57109	952	522	1425	1068	1032	740
11093	122	75	162	88	117	102
11094	277	182	491	328	332	266
11182	994	542	1677	1114	880	662
102723855	0	0	0	0	0	0
389827	0	0	0	0	0	0
9719	0	0	0	0	0	0
642968	0	0	0	0	0	0
1621	0	0	0	0	0	0
138948	1	0	0	0	1	0
1757	1	0	3	2	0	1
105376308	0	0	0	0	0	0
7410	1660	959	2557	1792	1630	1283
266655	1201	666	1754	1200	955	763
8019	2105	1284	3355	2366	1960	1525
100130548	11	4	15	14	12	8
11091	2246	1345	3369	2342	2138	1622
100151684	0	1	3	1	1	2
107987137	0	0	2	1	0	0
101928384	0	0	0	0	0	0
107987039	0	0	0	0	0	0
105376310	0	0	0	0	0	0
6256	1557	864	2683	1923	1545	1214
100616236	0	0	0	0	0	0
105376311	2	2	2	2	2	0
100506532	0	0	0	0	1	1
1289	13102	7845	22969	16300	12345	9280
414316	6	2	5	1	5	2
101448202	134	78	246	139	142	97
100616333	0	0	0	0	0	0
100500846	0	0	0	0	0	0
100616131	0	0	0	0	0	0
100500906	0	0	0	0	0	0
100616344	0	0	0	0	0	0
100616460	1	0	0	0	0	0
100616212	0	0	0	0	0	0
2220	1	5	10	4	4	5
2219	0	1	0	0	0	0
105376314	0	0	0	1	2	0
105376313	0	0	0	0	0	0
10439	269	139	480	298	353	305
102723948	0	0	0	0	0	0
401557	0	0	0	0	0	0
107987138	0	0	0	0	0	0
157927	0	0	0	0	0	0
100506599	0	1	0	2	3	0
9858	30	19	34	29	33	32
138162	69	43	109	64	64	32
51116	1555	923	2457	1814	1508	1139
101928525	283	169	477	338	278	208
3933	0	0	0	0	0	0
29991	0	0	0	0	0	0
107987040	0	0	0	0	0	0
5047	1	0	0	0	0	0
100130954	0	0	0	0	0	0
105376316	0	0	0	0	0	0
102723971	0	0	0	0	0	0
360203	0	0	0	0	0	0
392399	0	0	0	0	0	0
105376317	0	0	0	0	0	0
105376318	0	0	0	0	0	0
402381	0	0	0	0	0	0
57582	0	1	0	1	0	0
107987139	0	0	1	0	1	0
107987140	0	0	2	0	3	0
157922	2356	1435	3886	2754	2254	1723
107987141	77	42	109	82	91	69
10422	1433	857	2046	1487	1406	1007
138151	1245	802	2284	1570	1321	937
105376322	7	5	23	7	12	9
105376323	5	2	5	3	9	8
90120	1381	836	2232	1558	1461	1091
8022	0	0	0	1	0	0
169714	1348	843	1960	1284	1139	828
101928722	1	0	0	0	0	0
399693	0	0	0	0	0	0
26102	3	2	9	6	5	0
26086	1055	632	1869	1366	1280	1007
728489	209	127	424	295	276	195
64170	13	16	42	30	29	11
6621	816	519	1431	968	1048	681
10807	2435	1372	3286	2338	2275	1727
23203	3013	1748	4574	3133	2658	1935
56623	916	535	1346	980	907	684
9919	5235	3211	8340	5900	4536	3419
158055	16	5	22	14	20	8
4851	419	254	571	383	469	340
100616242	0	0	0	0	0	0
100616301	0	0	0	0	1	0
101928483	11	2	9	7	15	8
401561	0	0	0	0	1	0
105376325	0	0	0	0	0	0
102724193	0	0	0	0	0	0
101928612	0	0	0	0	0	0
51162	115	69	154	106	153	120
406913	0	0	0	0	0	0
10555	955	590	1440	1041	988	729
138311	223	113	301	209	225	168
84973	326	149	447	323	331	274
677824	3	2	7	3	5	5
677804	9	4	10	10	13	8
414332	0	0	0	1	1	0
158062	0	0	0	0	0	0
100128593	0	0	3	1	1	1
102465431	0	0	0	0	0	0
138307	0	0	0	0	0	0
389812	0	0	0	0	0	0
107987143	0	0	0	0	0	0
85014	633	343	857	665	492	413
84960	19	16	36	27	37	25
100131193	32	21	62	46	51	37
55684	3874	2164	6398	4602	3786	2756
100422860	9	5	24	6	21	10
389813	113	68	224	147	154	108
29085	1128	632	1685	1178	1084	861
158056	127	48	191	132	273	184
8721	3133	1791	5084	3727	3724	2575
7186	839	450	1156	873	706	564
105376326	1	2	2	2	3	1
100616480	1	0	0	0	1	0
54461	2253	1284	3604	2477	2524	1779
733	9	5	16	5	18	5
286256	3	4	10	8	13	8
101928638	0	0	1	0	0	0
5730	12	11	23	11	12	17
401562	4	0	1	2	1	0
286257	819	456	1277	902	860	591
9022	2	5	12	7	5	4
20	1150	633	1507	992	1371	875
401563	7	5	8	5	4	5
2529	0	0	1	0	1	0
56654	2023	1083	2937	2107	2258	1738
954	147	96	287	226	132	100
105376327	0	0	0	0	0	0
89958	1194	664	1988	1360	1048	809
91373	993	555	1507	1022	1490	1085
100289341	46	26	52	38	46	21
11253	4984	2936	7324	4783	4826	3475
101930307	97	58	226	141	237	163
29952	2752	1505	3750	2479	3203	2283
2902	0	3	9	3	2	6
105376328	0	0	0	0	1	0
389816	1	0	0	0	0	0
100500811	0	0	0	0	0	0
100505993	0	0	0	0	0	0
29882	755	461	1281	856	891	664
8636	1077	638	2027	1395	1182	819
286262	378	192	570	380	350	277
94107	969	551	1486	989	857	653
27158	1038	619	1659	1197	1162	894
727800	91	76	107	57	40	38
375791	5	2	9	13	15	6
643596	3	1	10	6	16	7
142680	5	5	16	18	30	12
10383	12586	7378	20376	14198	11702	8469
401565	676	359	1107	702	625	424
100129722	4	1	3	1	3	2
441476	3	0	3	0	5	1
25920	3012	1617	4956	3276	2915	2175
54863	75	46	121	82	87	59
441478	16	10	21	16	13	13
54932	143	80	190	138	134	91
10811	7	5	12	7	12	6
377841	1	0	0	0	0	1
26012	2571	1484	3905	2742	2489	1763
102466223	0	1	2	0	1	0
375775	62	21	74	63	62	44
64975	1768	1027	3134	2119	1957	1333
92715	691	359	926	718	670	506
116225	831	454	1219	826	976	694
92714	325	193	498	361	380	264
85026	219	140	373	238	266	228
79813	1800	1129	3058	2049	1806	1284
651337	2	0	3	4	4	3
693187	0	0	0	0	0	0
100133077	1	2	4	1	3	0
774	145	105	189	122	119	70
105376331	0	0	0	0	0	0
101928786	1	2	1	1	0	0
643224	5	3	8	7	3	3
101928932	0	0	0	0	0	0
107987145	0	0	0	0	0	0
100132403	13	9	23	20	18	17
112267861	4	3	10	6	8	5
105376333	13	7	27	14	21	13
105376332	0	0	0	0	0	0
105379525	1	1	0	2	2	1
102724727	5	2	3	2	3	5
107987370	0	0	0	0	0	0
107987372	0	0	1	2	1	0
102724813	12	6	13	12	11	11
102723376	0	0	0	0	1	0
347688	4	5	10	9	5	5
10771	1558	946	2419	1613	1435	1126
107984190	16	12	34	17	21	14
107984191	1	1	2	1	0	0
22982	701	495	1075	769	691	482
105376340	2	0	0	2	3	0
101930421	0	0	2	0	0	0
100847086	0	0	0	0	0	0
414235	3	1	2	0	0	1
23185	2321	1494	3593	2579	2284	1732
101927762	1	0	0	0	0	0
107984285	16	3	9	8	12	5
105376341	2	1	1	2	2	5
23560	3345	1954	4651	3155	2886	2205
91734	58	25	64	48	53	42
55853	69	47	100	87	72	54
3422	1510	907	1881	1340	1057	894
22884	382	240	623	429	322	272
105376344	0	0	0	0	0	0
399706	0	0	0	0	0	0
105	0	0	0	0	0	0
105376342	0	0	0	0	0	0
642394	0	0	0	0	0	0
105376345	0	0	0	0	0	0
105376346	0	0	0	0	0	0
282980	0	0	0	0	0	0
102465944	0	0	0	0	0	0
105376348	0	0	0	0	0	0
107984168	0	0	0	0	0	0
399708	0	0	0	0	0	0
105376349	0	0	0	0	0	0
105376351	0	0	0	0	0	0
107983989	0	0	0	0	0	0
105376350	0	0	0	0	0	0
105376352	0	0	0	0	0	0
101927824	4	0	7	3	2	6
5214	6544	3875	10779	7346	7515	5605
106633806	1	0	2	3	3	1
10531	2507	1502	3816	2736	2548	2002
100507034	311	192	473	354	334	278
105376354	0	0	0	0	1	0
105376353	0	0	0	0	0	1
107987146	0	0	0	0	0	0
105376356	0	0	0	0	0	0
105376360	0	0	0	0	0	0
105376358	0	0	0	0	0	0
105376357	0	0	0	0	0	0
101927880	0	0	0	0	1	0
107984192	0	2	0	3	3	3
107984193	0	0	0	0	0	0
105376361	0	0	1	0	0	2
105376363	0	0	0	0	2	0
1316	8316	5163	10824	7632	8109	6322
105376364	14	12	22	14	25	14
105376365	0	0	0	0	0	1
101927904	0	0	0	0	2	0
105376367	0	0	0	0	0	0
102464829	0	0	0	0	0	0
107984195	0	0	0	0	0	0
101927964	0	0	0	0	0	1
107984196	0	0	0	0	0	0
105376368	0	0	0	1	0	0
100652988	12	7	13	7	20	15
105376369	26	17	29	15	27	19
105376370	0	0	0	0	0	0
105376371	0	0	0	0	0	0
105376372	0	0	0	0	0	0
100507059	0	0	0	0	0	0
100216001	9	9	16	10	21	17
338588	0	1	0	1	0	0
105376373	3	2	5	3	5	6
105376375	14	26	28	22	32	35
107984197	8	7	11	6	5	7
105376374	28	24	39	26	63	46
83592	99	67	156	114	106	95
389932	2	1	2	0	0	0
1645	143	69	126	99	173	141
1646	68	35	53	38	76	65
101928051	0	0	2	0	2	2
107984198	1	0	1	0	0	1
8644	243	149	189	120	214	181
340811	0	0	0	0	0	0
1109	4	2	3	1	3	3
110806285	0	0	0	1	1	1
114131	0	0	0	0	0	0
79861	1	0	0	0	1	0
10276	1428	906	2234	1606	1483	1226
51806	1	0	0	0	0	0
100132159	1	1	0	0	0	0
810	0	0	0	0	0	0
107984169	0	0	0	0	0	0
105376380	1	0	2	1	5	7
105376381	0	1	2	1	5	2
105376382	33	17	45	31	35	27
105376383	0	0	0	0	0	0
102723629	0	0	0	0	0	0
107984199	0	0	0	0	0	0
79754	490	316	687	498	510	392
54906	2637	1693	4071	2811	2471	1939
2665	6761	4082	9360	6533	5453	4293
100189342	0	0	0	0	0	0
54522	114	84	205	135	109	86
84893	2219	1281	3109	2208	2008	1574
105376384	208	118	300	199	199	146
3601	27	17	32	22	22	25
107984200	7	4	5	3	3	1
3559	18	13	16	16	13	5
107984201	0	0	1	0	0	0
84991	1643	985	2576	1712	1686	1272
101928080	1	1	2	0	3	0
5209	3047	1803	5191	3725	3564	2524
100422989	0	0	0	0	0	0
100628560	0	0	0	0	0	0
399715	4	1	6	3	8	4
399716	2	2	6	4	9	3
5588	2	1	1	0	0	0
107984202	1	0	0	0	0	0
439949	0	0	0	0	0	0
101928150	0	0	0	0	0	0
108570035	0	0	0	0	0	0
100652997	0	0	1	0	0	0
100507127	0	0	1	0	0	0
107984203	1	2	3	2	2	0
105376387	0	0	0	0	0	0
105376386	0	0	0	0	0	0
57713	0	2	1	1	1	2
106635547	0	0	0	0	0	0
105376388	0	0	0	0	0	0
105376390	0	0	0	0	0	0
105376391	0	0	0	0	0	0
80760	0	0	0	1	0	0
3698	2	1	2	1	2	0
22944	293	167	382	296	284	236
509	2394	1367	3290	2219	2046	1723
105376392	217	143	262	178	177	177
83860	360	187	517	392	350	249
105376394	0	0	0	0	1	0
2625	562	361	941	700	454	412
399717	22	8	43	27	31	20
107984204	1	0	1	0	4	1
105376395	0	0	0	0	0	0
107984206	0	0	0	0	0	0
107984205	0	0	0	0	0	0
100507143	0	0	0	0	0	0
105376396	0	0	0	0	0	0
105376397	0	0	0	0	0	0
105376398	0	0	0	0	0	0
105376399	0	0	0	0	0	0
105376400	0	0	0	0	0	0
105755953	0	0	0	0	0	0
101928272	0	0	0	0	0	0
100507163	0	0	0	0	0	0
112268059	0	0	0	0	0	0
105376402	0	0	0	0	0	0
105376403	0	0	0	0	0	0
101928298	0	0	0	0	0	0
107984207	0	0	0	0	0	0
101928322	0	0	0	0	0	0
10659	1	1	0	0	0	0
207107	0	0	0	0	0	0
105376405	0	0	0	0	0	0
254312	0	0	0	0	0	0
439950	0	0	0	0	0	0
414196	0	0	0	0	0	0
105376409	0	0	0	0	0	0
9712	981	607	1376	999	738	622
105376411	15	11	27	16	12	13
105376410	0	1	0	0	0	0
107984208	11	7	21	23	10	8
105376413	0	0	0	0	0	0
105376412	0	0	1	0	0	0
79746	240	135	396	236	212	142
105379850	0	0	0	0	0	0
105376415	0	0	0	0	0	0
254427	29	17	41	19	22	12
219731	1	2	1	1	1	1
26019	1540	906	2134	1577	1374	1096
105376416	0	0	0	0	0	0
55526	1858	1216	2703	1850	1389	1106
55176	503	301	689	448	406	332
100616488	0	0	0	0	0	0
11164	1912	1073	2617	1801	1598	1203
8872	2679	1601	4031	2663	2376	1877
57118	497	321	858	625	973	736
107984209	0	1	0	0	0	0
100616151	0	0	0	0	0	0
100616320	0	0	0	0	0	0
100313841	0	0	0	0	0	0
83643	3	1	7	5	2	7
105376418	0	0	0	0	0	0
10133	3408	2054	4680	3266	3416	2522
55388	905	585	1510	1006	792	627
221044	0	0	0	0	0	0
5264	570	347	705	511	475	401
22929	2411	1423	3535	2623	2197	1612
105376419	0	0	0	0	0	0
105376420	0	0	0	0	0	0
222389	3	0	1	0	5	1
105376421	0	0	0	0	0	0
105376422	0	0	0	0	0	0
8559	747	450	1033	735	716	542
55691	2163	1329	3316	2316	2920	2138
105376426	2	5	8	1	5	4
105376425	2	0	0	1	2	3
101928453	4	2	2	1	2	1
100422843	0	0	0	0	0	0
100302116	0	0	0	0	0	0
83641	233	112	297	207	154	96
105376429	0	0	0	0	0	0
105376428	0	0	0	0	0	0
441549	2	6	14	7	7	6
51182	1223	765	1738	1209	1084	832
79723	574	348	827	585	450	335
64421	761	473	1090	795	634	531
644890	0	0	1	0	2	1
108949267	5	3	7	5	2	2
105376432	0	0	1	0	0	1
55301	0	2	0	1	1	1
414149	120	73	138	103	47	45
221060	8	4	15	12	3	3
10557	439	230	561	383	373	306
105376431	8	5	9	8	9	9
9397	2030	1261	2569	1859	1265	1034
107984210	77	42	85	59	60	33
100192204	1	2	0	2	1	1
105376434	1	1	3	1	3	1
107984211	3	2	5	5	6	2
221061	2014	1166	3461	2390	1676	1287
105376433	0	0	4	1	0	0
8516	0	0	0	0	0	0
80013	406	241	520	381	363	296
102724039	0	0	0	0	0	0
9317	315	219	473	314	217	175
389941	23	19	37	18	16	17
101928701	1	0	0	3	0	1
6251	2388	1471	3616	2466	2383	1876
105376435	0	0	0	0	0	0
8029	5	2	4	13	13	5
1787	158	97	211	145	117	112
100507347	10170	5869	17578	12125	12297	8728
7431	57294	32659	79402	54558	57261	43414
338596	61	38	78	43	31	39
100128098	24	9	46	26	21	15
105376436	15	3	16	16	9	6
105376437	0	0	0	0	0	0
9200	2149	1209	3159	2244	1828	1379
102723166	5	0	10	5	3	6
8027	2716	1714	4134	2831	2072	1640
653567	81	59	117	71	113	70
107984212	2	2	5	7	5	5
4360	13	8	14	11	20	8
574445	0	0	0	0	0	0
221074	1	1	0	0	0	0
100129213	0	0	0	0	0	0
783	117	72	120	98	131	101
107984213	0	0	0	0	1	0
221078	205	111	249	176	170	126
221079	1056	724	1435	991	756	654
105376440	1	0	1	1	0	0
107984180	0	0	0	0	0	0
340895	1	0	0	2	2	2
105376441	1	0	0	0	0	0
102724082	0	0	0	0	0	0
101928834	0	0	0	0	0	0
84898	749	472	1144	784	614	548
100616383	0	0	0	0	0	0
105376442	0	0	1	0	0	0
10529	172	102	260	203	322	262
102725112	0	0	0	0	1	0
100128511	4	2	4	4	4	3
105376444	2	1	1	1	0	1
105376445	0	0	0	0	0	0
399726	126	85	229	158	115	96
100302129	0	0	2	0	0	0
387640	17	9	30	28	19	15
8028	867	575	1289	919	853	674
107984214	2	1	7	2	1	0
64215	1018	645	1495	1082	1060	829
340900	0	0	0	0	0	0
100189083	0	0	0	0	0	0
105376447	1	0	2	1	0	1
100130992	4	1	1	3	0	0
100532731	947	574	1432	980	669	513
23412	348	167	499	310	245	174
648	871	561	1399	931	630	498
9576	11	4	23	12	1	2
105376448	0	0	0	0	0	0
100499489	81	57	142	102	63	51
105376449	0	0	0	0	0	0
105376450	0	0	0	0	0	0
5305	1348	827	2235	1478	1448	1139
105376451	0	0	0	0	0	0
219681	20	16	18	10	15	9
107984215	0	0	0	0	0	0
22921	239	147	372	263	202	143
256297	0	0	0	0	0	0
256815	0	2	2	0	1	1
105376453	0	0	0	0	0	0
220213	154	86	186	124	109	94
105376454	0	0	0	0	0	0
56243	1382	880	2238	1545	1819	1493
693188	0	0	0	0	0	0
105376455	0	0	2	2	0	0
57584	3029	2006	5009	3490	3339	2660
105376456	0	0	1	0	0	2
56952	369	231	533	361	265	221
79896	265	149	365	256	203	139
219670	5	0	14	5	5	6
101929025	0	0	0	0	0	0
100128811	0	0	0	0	0	0
57512	277	177	383	280	242	187
101929052	0	0	0	0	0	0
105376460	0	0	0	0	0	0
101929073	0	0	0	0	0	0
53904	0	0	0	0	0	0
2572	0	0	0	0	0	0
107984176	0	0	0	0	0	0
54518	0	1	0	0	0	0
101929117	0	0	0	0	0	0
645528	1	0	0	0	0	0
102724202	0	0	0	0	0	0
105376461	0	0	0	0	0	0
731789	0	0	0	0	0	0
105376462	0	0	0	0	0	0
23590	187	133	330	235	197	172
10006	1079	698	1644	1080	1053	789
387644	2	0	2	3	3	3
22852	628	401	866	655	554	427
10730	6785	4175	9243	6499	5724	4568
84930	1391	847	1795	1291	1054	858
91452	940	625	1316	977	856	630
387646	24	9	43	37	19	9
101060171	0	0	0	0	0	0
102724245	0	0	1	0	0	0
101929180	0	0	0	0	0	0
374308	0	0	0	0	0	0
22931	1748	1043	2329	1707	1438	1177
105376463	13	4	17	12	13	10
283078	0	0	0	1	0	0
101929202	0	0	0	0	0	0
55130	0	0	0	0	0	0
112268060	0	0	0	0	0	0
143098	3	4	0	2	0	0
106635548	0	0	0	0	0	0
102465880	0	0	0	0	0	0
105376466	0	0	0	0	0	0
105376467	0	0	0	0	0	0
105376468	1	0	0	0	0	0
107984216	0	0	0	0	0	0
220906	775	438	1070	784	707	533
51322	3915	2496	5754	4270	3330	2550
25805	943	575	1902	1270	907	678
105376470	0	0	0	0	0	0
107984170	0	0	0	0	0	0
101929218	0	0	0	0	0	0
100507605	0	0	0	0	0	0
283080	0	0	0	0	0	0
107984174	0	0	0	0	0	0
107984171	0	0	0	0	0	0
105376471	1	0	0	1	0	1
105376472	0	0	0	0	0	0
84569	0	0	0	0	0	0
107984217	0	0	0	0	0	0
105376473	0	0	0	0	0	0
105376474	0	0	0	0	0	0
102724316	703	470	1172	737	814	590
6840	2707	1784	4323	2950	3192	2319
693189	0	0	0	0	0	1
100126327	0	0	0	0	0	0
