GeneID	perturbed	control	control
100616488	0	0	0
11164	2890	2956	2785
8872	3470	3210	3173
57118	1184	1286	1414
107984209	0	0	0
100616151	0	0	0
100616320	0	0	0
100313841	0	0	0
83643	74	94	90
105376418	0	0	3
10133	2136	2213	2219
55388	1041	1044	1046
221044	0	0	0
5264	249	305	264
22929	2174	2108	1997
105376419	0	0	0
105376420	0	2	0
222389	623	736	658
105376421	1	3	5
105376422	0	0	0
8559	658	739	578
55691	803	695	724
105376426	0	2	1
105376425	0	0	0
101928453	0	0	0
100422843	0	0	0
100302116	0	0	0
83641	326	332	366
105376429	0	0	0
105376428	0	0	0
441549	8	7	19
51182	1447	1640	1481
79723	487	585	465
64421	558	606	509
644890	9	8	10
108949267	8	9	11
105376432	1	3	2
55301	5	11	10
414149	101	136	128
221060	15	8	7
10557	532	495	452
105376431	4	9	2
9397	874	982	1085
107984210	77	93	93
100192204	0	0	0
105376434	0	0	10
107984211	12	8	9
221061	982	909	867
105376433	0	0	0
8516	0	0	0
80013	586	595	562
102724039	0	0	0
9317	743	790	712
389941	58	60	56
101928701	0	1	0
6251	1881	1827	1837
105376435	0	0	0
8029	43	38	48
1787	218	233	206
100507347	6984	5742	5579
7431	30565	26020	26053
338596	12	35	16
100128098	0	1	0
105376436	4	0	0
105376437	0	0	0
9200	128	157	127
102723166	13	25	18
8027	954	1117	1033
653567	16	18	10
107984212	0	0	0
4360	0	0	0
574445	0	0	0
221074	0	0	0
100129213	0	0	0
783	61	49	57
107984213	0	0	0
221078	231	283	273
221079	571	630	594
105376440	0	0	0
107984180	0	0	0
340895	0	0	0
105376441	0	0	1
102724082	0	0	0
101928834	0	0	0
84898	0	0	1
100616383	0	0	0
105376442	0	0	0
10529	21	68	38
102725112	0	0	0
100128511	3	4	2
105376444	3	0	0
105376445	0	0	0
399726	81	92	100
100302129	0	1	0
387640	47	38	40
8028	719	785	813
107984214	6	5	4
64215	132	174	161
340900	1	1	1
100189083	1	0	0
105376447	48	23	35
100130992	113	96	94
100532731	2688	2933	2613
23412	1051	975	913
648	2114	2336	2140
9576	2	2	5
105376448	0	0	0
100499489	69	83	73
105376449	0	0	0
105376450	0	0	0
5305	1152	1073	1126
105376451	0	0	0
219681	13	15	10
107984215	0	0	3
22921	210	141	139
256297	0	0	0
256815	1	1	2
105376453	0	1	0
220213	88	95	110
105376454	0	0	0
56243	679	686	704
693188	0	0	0
105376455	1	1	0
57584	1564	1706	1559
105376456	0	0	0
56952	678	829	729
79896	103	102	95
219670	7	3	7
101929025	1	0	0
100128811	0	0	0
57512	0	0	0
101929052	0	0	0
105376460	0	0	0
101929073	0	0	0
53904	276	254	245
2572	0	3	3
107984176	0	0	0
54518	7	6	6
101929117	0	0	0
645528	0	0	0
102724202	0	0	0
105376461	0	0	0
731789	0	0	0
105376462	0	0	0
23590	248	220	197
10006	946	986	1071
387644	6	6	7
22852	421	420	453
10730	3511	3529	3630
84930	703	754	743
91452	1091	1203	1008
387646	61	78	43
101060171	9	3	4
102724245	0	2	0
101929180	0	0	0
374308	0	0	0
22931	1579	1604	1646
105376463	4	2	3
283078	35	52	54
101929202	0	0	0
55130	56	29	39
112268060	3	1	3
143098	488	554	502
106635548	0	0	0
102465880	0	0	0
105376466	1	0	2
105376467	0	0	0
105376468	0	0	0
107984216	0	0	0
220906	702	729	725
51322	2222	2590	2696
25805	50	43	48
105376470	0	0	0
107984170	0	0	0
101929218	0	0	0
100507605	0	0	0
283080	0	0	0
107984174	0	0	0
107984171	0	0	0
105376471	0	0	0
105376472	0	0	0
84569	0	0	0
107984217	0	0	0
105376473	0	0	0
105376474	0	0	2
102724316	696	654	653
6840	1123	1008	966
693189	0	0	0
100126327	0	0	0
105376475	5	11	3
105376476	0	0	0
102724333	0	0	0
107984172	0	0	0
107984173	0	0	0
107984218	0	0	0
57608	630	732	707
101929256	0	0	1
105376477	0	0	0
101929279	0	0	0
55149	457	473	484
729668	0	0	0
102466227	0	0	0
1326	119	118	108
105376478	0	0	0
105376479	0	0	0
119180	0	0	0
645954	0	0	3
105376480	0	0	0
220929	150	135	136
105376481	4	0	3
105376482	4	2	4
105376483	8	19	21
101929352	0	0	0
220930	115	112	101
6935	465	559	553
100505502	0	0	1
105376484	0	0	0
101929951	0	0	0
94134	662	826	768
107984219	229	243	203
105376485	1	0	0
3799	4708	4944	4788
80314	353	280	314
102031319	1	0	0
101929431	2	2	4
79741	55	55	61
105376486	290	235	247
3688	26495	31176	29387
106633814	1074	1300	1219
101929475	183	284	190
101929447	0	0	2
8829	3855	3454	3572
105376489	0	0	0
105376490	0	0	0
100505583	0	0	0
56288	1496	1608	1693
100505601	1	8	3
105376491	0	0	0
8453	1346	1261	1309
100500890	0	0	0
1390	347	340	351
105376493	0	0	0
219771	1075	1050	1152
107984220	14	21	16
107984221	2	7	0
219770	5	0	0
8325	19	17	18
100616500	5	0	1
105376494	0	0	0
107984188	0	0	0
102578074	0	0	0
105376495	0	0	0
107984222	0	0	0
105376496	0	0	0
91074	0	0	0
101929498	0	0	0
101929520	0	0	0
107984175	0	0	0
107984223	0	0	0
105376497	0	0	0
100288485	0	0	0
102724533	0	0	0
105376498	0	0	0
57209	401	391	411
100419868	0	0	0
107984224	12	12	15
219749	158	136	149
105376499	0	0	0
7581	741	787	709
7587	1218	1471	1355
105376500	0	0	0
100129055	0	0	0
158160	41	45	61
285961	1	6	1
101929540	52	39	59
399744	87	107	98
107984177	0	0	0
399746	0	0	0
105378267	0	0	0
101929373	0	0	0
441666	76	98	88
414194	0	0	0
84856	0	1	0
100129482	595	645	655
7582	479	510	475
105378268	10	13	11
101929397	0	0	0
107984178	0	0	0
283028	0	0	12
105378269	0	0	0
9790	2643	2497	2508
101929445	0	0	0
104266963	0	0	0
100847014	0	0	0
5979	4	11	5
55454	975	985	1076
221002	383	456	472
107984225	5	15	6
105378271	3	0	2
105378270	0	0	0
107984226	3	2	10
53828	0	2	0
3185	8708	8426	8355
109616985	0	0	0
642819	38	41	32
105379857	2	7	0
8187	445	476	431
220992	140	158	138
414201	0	0	0
7580	276	266	242
414197	42	32	28
414208	72	75	65
105378274	0	0	1
102724264	0	0	0
105378275	0	0	0
10151	3	4	4
107984189	0	0	0
414260	0	0	0
100506835	0	0	0
105378277	0	0	0
283033	0	0	0
6387	0	0	0
100130539	0	0	0
107984179	0	0	0
220980	0	3	0
643236	1	1	2
83937	98	95	128
105378281	22	17	23
11067	93	75	58
220979	101	67	90
7570	960	1031	920
100133308	0	0	0
338579	0	0	1
100422988	0	0	0
105378283	1	0	0
79290	0	0	0
240	0	2	3
102724323	0	0	0
220972	522	636	611
105378286	14	9	22
93550	165	192	204
653234	31	39	24
253725	1361	1229	1170
643479	0	0	0
119016	100	100	97
114004351	140	136	137
728407	59	61	58
100287932	1774	1654	1657
109616974	0	0	1
8031	4682	4643	4511
105378287	0	0	0
4477	0	0	0
653268	176	140	128
100996567	0	0	0
105378577	1	1	3
195977	0	0	0
107984026	159	154	159
100132929	0	0	0
728113	20	16	11
643650	43	47	77
728643	11	9	9
107987152	37	34	35
5540	15	21	19
9721	146	320	265
83849	21	46	33
101927699	9	12	14
105378289	1	0	0
414241	53	54	70
102724350	4	0	1
101927584	0	0	0
102724643	0	0	1
414212	6	5	8
399761	125	115	105
728798	0	0	0
26095	316	274	233
105378291	0	0	0
101929216	0	0	0
2662	0	0	0
2658	0	0	0
5949	3	1	6
118738	136	137	126
107001062	4	22	9
105378292	0	2	0
653145	47	61	68
100133093	0	1	0
113939912	267	260	219
642517	231	201	190
107987147	156	191	140
642826	75	102	95
1517	2	8	7
112267862	0	0	0
439965	701	669	693
102724603	7	0	1
102724593	6	12	11
102724488	96	70	85
100996758	4	10	2
644054	0	1	1
414224	123	82	92
143162	0	0	0
5599	1043	1083	1101
58504	292	289	223
100689073	0	0	0
57705	0	1	1
105378299	0	0	0
474354	0	0	0
105378298	0	0	0
100422895	0	0	0
196740	70	44	44
100506733	0	0	0
170370	0	0	0
170371	0	0	0
100506769	0	0	0
118461	0	0	0
644168	0	0	0
2074	196	233	244
267004	31	33	42
1103	0	0	0
6572	0	0	0
282966	0	0	0
55753	94	98	80
8505	908	992	940
100652748	187	181	192
113218477	319	286	271
109617009	0	0	0
414189	206	189	182
100421577	45	39	30
387680	1529	1386	1407
56624	149	177	125
259230	731	747	803
104355295	50	35	29
105378302	6	10	14
653308	311	307	334
29974	0	4	2
5592	7	11	15
102724719	0	0	0
693190	0	0	0
23283	1032	1130	1068
100506939	23	19	23
22943	1425	1406	1434
101928687	2	5	7
105378305	0	0	0
4153	0	0	0
105378307	0	0	0
105378306	0	0	0
105378308	0	0	0
105378309	0	0	0
105378310	0	0	0
65217	0	0	0
105378311	0	0	0
100302192	0	0	0
100463289	0	0	0
11130	2116	1932	1847
100500834	0	0	0
105378313	0	0	0
105378314	0	0	1
253430	390	522	445
55847	687	641	578
112268068	0	1	0
7321	709	642	624
7019	1345	1201	1183
105378316	0	1	0
80114	336	431	379
107984234	1	1	3
728640	1	1	2
100507008	3	0	0
102724768	0	0	0
105682749	3	0	2
84457	8	5	8
220965	4	1	1
102724778	0	0	0
107984235	0	0	0
105378318	0	0	0
105378319	0	0	0
220963	55	79	63
100507027	0	0	0
8030	1823	1978	1892
283025	0	0	0
288	29	30	32
107987153	0	0	0
107984292	0	0	0
105378320	0	0	0
983	3077	3367	3181
9886	263	187	234
107984236	5	7	0
100507058	0	0	0
105378323	0	0	0
219623	1	0	1
101928781	1	0	0
219621	1	1	0
107984237	4	0	0
84159	195	178	197
219790	207	206	217
105378326	0	0	0
105378325	0	0	0
283045	0	0	0
22891	6	14	9
105378327	0	0	0
84890	1005	893	1016
1959	5	6	16
107984012	0	0	0
105378328	0	0	0
29982	579	622	545
221037	1692	2187	1923
100302150	0	0	0
105378330	0	0	2
84989	54	56	47
221035	2784	2542	2775
105378329	0	1	3
101929846	6	4	3
107984238	0	0	0
101928859	0	0	0
105378333	0	0	0
105378335	0	0	0
107984239	0	0	0
105378336	0	0	0
305	0	0	0
101928887	0	0	0
102724863	0	0	0
105378337	0	0	0
101928913	55	83	97
105378338	0	0	0
105378339	1	7	6
29119	1	4	0
105378340	0	0	0
101928961	0	0	0
347731	0	0	0
102466814	0	0	0
100189279	0	0	0
56521	7	14	9
23411	881	1075	1006
26091	2488	3202	3246
100009667	0	3	3
84665	18	30	46
107984240	0	0	0
220202	4	18	0
107984241	0	0	0
64081	101	54	76
3189	4486	4329	4299
55680	1379	1332	1431
1763	536	533	548
8034	207	213	274
80312	52	64	86
55749	2964	3076	2994
692211	2	2	4
219736	173	206	197
79009	1302	1554	1357
9188	5384	6455	5837
26128	1220	1247	1129
105378342	2	0	1
5552	7	6	3
9559	2036	1988	2137
6832	785	800	885
101928994	9	11	21
80201	93	122	108
3098	3797	3700	3734
6865	10	7	6
23555	898	842	868
105378345	0	0	0
50674	0	0	0
101929021	0	0	0
219738	485	437	408
105378346	0	0	0
1305	463	553	542
105378347	0	0	3
107984242	59	69	26
102723350	0	0	0
55506	1011	989	984
84883	1377	1312	1266
219743	928	812	785
56681	2005	2102	1961
5464	3245	3245	3141
64106	0	8	7
55222	4593	4061	4037
1979	2277	2185	2209
4838	11	5	0
27143	395	415	445
5551	0	0	0
140766	5	2	2
219793	0	0	0
8879	2295	2412	2381
5092	1196	1187	1161
105378349	0	0	0
105378350	0	0	0
105378351	0	0	0
219699	14	12	13
728978	1	0	1
107987148	0	0	0
112268061	0	0	0
55315	85	94	89
105378353	5	8	8
64072	12	18	29
105378356	0	0	0
102723377	0	0	0
105378355	0	0	0
414152	0	0	0
64115	350	443	484
102465689	0	0	0
5660	18361	19815	19659
9469	1819	1924	2056
9806	45	26	25
51008	934	991	916
119504	1299	1198	1112
54541	2953	4518	4652
54788	980	1007	948
10367	1117	1259	1241
90550	1199	1338	1309
100616286	0	0	0
170392	3	1	0
84647	0	0	1
5033	932	951	986
25961	152	152	142
109617000	32	33	26
11319	877	967	929
317662	1363	1362	1243
105378358	0	0	0
23234	1503	1557	1348
414245	144	181	152
51021	2799	2730	2655
118491	34	36	29
310	4479	4569	4243
118490	46	25	37
5532	1247	1240	1204
101929145	122	142	136
159195	712	726	710
58529	0	0	4
79933	0	1	1
105378360	0	0	0
113939925	102	122	89
729092	44	49	45
729096	57	57	56
2749	47	44	36
9632	3084	2860	2952
170384	347	316	310
107984243	24	63	64
118487	685	597	568
23053	1047	1066	1027
100507331	204	227	223
8509	558	475	540
818	1301	1416	1304
5328	30204	26057	25566
414236	7782	6869	6682
7414	6528	6861	6841
107984244	2	0	0
26985	2602	2719	2808
132	2412	2353	2278
102723439	7	1	4
23522	454	480	520
101929165	0	0	0
109623471	0	0	2
338599	0	0	0
51207	0	3	1
142891	1085	1179	1076
7417	4950	5048	4581
118881	469	474	387
84858	494	445	459
253264	65	92	111
100131213	68	75	64
101929234	3	8	10
107984293	43	46	50
83938	127	126	115
693191	0	0	0
105378367	1	1	0
112268057	0	0	0
3778	1655	1568	1558
101929328	0	3	1
101929310	0	0	0
101929286	0	0	0
105378369	1	0	0
105378372	0	0	1
9231	2492	2530	2303
101929347	0	0	0
100128292	56	51	32
11128	1274	1413	1215
6229	9752	9357	8975
105378373	0	0	0
105378374	0	0	0
105378375	0	0	0
100132987	0	0	0
414243	0	0	0
107984245	0	0	0
105378378	0	0	0
107984246	0	0	0
105378379	0	0	0
283050	11	4	10
112268062	1	0	2
57178	885	1020	925
107984247	131	133	124
10105	1784	1488	1516
219654	406	385	369
105378383	0	2	1
729815	0	0	0
143244	462	389	379
729238	0	0	0
653509	2	0	0
105378385	0	0	0
101929506	5	12	11
650623	89	151	91
101060691	310	269	290
107984248	30	20	18
729262	61	29	36
642361	106	70	81
283008	84	79	77
100288974	3	9	7
8512	4	7	8
6441	9	13	20
219347	112	108	90
80195	281	262	328
219348	18	15	18
311	3267	3269	3262
439990	595	614	585
100130698	21	22	7
4143	1	0	1
143241	0	0	0
84332	0	0	0
84293	1529	1524	1615
81619	662	740	725
101929574	62	28	23
387694	5	5	7
105378387	0	1	0
105378386	0	0	0
105378390	0	0	0
10718	0	0	0
107984294	0	0	0
101929590	0	0	0
107984187	0	0	0
105378392	0	0	0
105378394	0	0	0
105378393	0	0	0
105378396	0	0	0
105378397	0	0	0
107984181	0	0	0
105378398	0	0	0
105378399	0	0	0
27069	6664	6645	6559
642934	0	0	1
387695	0	0	0
92211	67	130	166
340745	0	0	6
26103	0	0	0
5995	0	0	0
170425	58	47	50
54462	1258	1201	1325
105378400	0	0	0
105378401	0	0	0
107984249	0	0	0
101929624	0	0	0
105378402	0	0	0
105378403	0	0	0
101929646	0	0	0
101929662	0	0	0
101929684	0	0	0
105378404	1	0	1
100507470	0	0	0
2894	14	10	6
442911	0	0	0
23063	2416	2614	2368
105378408	0	0	1
105378407	2	0	0
105378406	0	0	0
94233	1	0	0
105378409	1	0	0
11155	35	27	12
657	907	1018	897
79812	202	155	214
6623	96	110	91
10974	65	69	63
119385	56	54	63
643161	1	3	1
2746	3574	3572	3463
54537	1351	1413	1369
105378410	25	30	27
728118	64	72	62
728190	189	224	187
439994	151	133	123
728130	30	30	22
728218	0	0	0
112268063	5	14	19
112268064	8	8	19
100616296	1	0	0
9562	714	792	706
105378412	0	0	0
9060	414	383	525
84896	1178	1383	1333
142913	8	7	15
100144748	23	35	51
5728	1659	1736	1736
107987150	13	37	23
105378414	0	0	0
105378415	0	0	0
105378416	0	0	0
101929727	2	2	0
55328	277	249	292
142910	29	37	40
8513	0	0	0
643414	4	4	3
643418	0	0	0
340654	0	0	0
118932	0	0	0
57559	457	386	433
105379869	0	0	2
100132116	10	4	5
59	23	21	16
355	227	181	201
100302740	1	0	1
100616192	0	0	0
100616128	0	0	0
105378418	0	0	0
9023	0	1	0
3988	2043	2048	1899
105378419	4	3	2
3433	163	199	196
3437	393	261	305
101926887	2	0	0
439996	0	0	0
3434	189	296	221
107984251	10	15	15
24138	180	200	249
387700	0	0	0
101926906	0	0	0
53354	227	243	258
406901	0	0	0
105378421	29	24	18
283011	31	26	29
9585	1329	1482	1364
105378424	0	0	0
643529	20	40	45
105378425	0	0	0
101926924	0	0	0
105378426	0	0	0
101926942	0	0	0
3363	27	40	26
10556	871	846	726
27063	27	51	30
105378427	0	1	0
107984252	0	0	0
105378430	0	0	0
100874184	0	0	0
105378429	0	0	4
119369	5	2	2
84333	1954	2128	1988
100188947	0	0	2
143279	569	585	473
105378433	0	0	0
5507	81	130	106
107984253	0	1	1
100507633	13	5	14
80351	1974	2186	2120
143282	49	47	72
9044	1701	2006	1936
22849	154	196	184
107984254	0	0	0
54708	1195	1129	1212
100507674	0	0	2
3416	1788	1949	1849
3832	1645	2181	1940
3087	275	212	228
54536	610	525	573
340665	0	4	7
1592	2	3	5
26509	18511	20213	19686
55165	3539	3718	3730
105378436	0	0	0
338557	1	4	2
5950	6	1	1
5146	10	10	14
118924	711	645	657
101927013	0	0	0
9211	0	0	0
105378437	0	0	0
159371	557	586	534
266971	79	61	39
105378438	0	0	0
51196	294	420	405
101927049	0	1	0
107984255	0	0	0
100128054	5	13	10
64318	1268	1460	1410
23232	359	376	338
3070	2075	1773	2108
1562	1	2	2
1557	0	7	1
1559	0	0	0
107984256	0	0	0
1558	1	2	0
107984258	0	1	0
107984257	2	2	0
142827	0	2	0
9124	1681	1485	1575
10580	167	188	189
5832	1606	1443	1445
26123	967	927	897
953	907	999	919
728558	37	57	54
387707	46	33	33
54619	354	444	354
100422892	0	0	0
9849	1165	1265	1161
29760	4	2	13
1791	0	18	2
93377	0	0	0
7093	43	42	39
56889	6198	6145	6042
105378443	98	80	90
118788	370	331	343
728658	505	467	471
693192	0	0	0
102723665	20	25	22
84458	1006	1194	1180
6585	8	12	8
105378444	0	0	0
100505540	0	0	0
100533184	195	203	195
112268065	0	0	1
105378447	1	3	1
84986	1226	1110	1147
10023	29	41	58
23401	70	74	81
105378448	0	0	0
23223	1203	1171	1128
644215	30	24	19
5223	10063	10254	9356
51013	591	639	509
84287	958	908	828
64210	1712	1783	1576
80019	515	459	426
26287	15	32	23
112817	0	0	4
414157	0	0	0
118812	367	480	343
55361	1305	1251	1450
60370	710	948	993
83742	1693	1619	1500
118813	688	684	627
6425	0	0	0
107984260	5	1	0
100505561	0	0	2
401647	28	12	22
55118	1	3	0
113839520	0	0	0
27291	443	486	463
84171	78	67	60
105378449	0	0	0
84795	292	283	221
100302133	5	4	4
3257	419	454	372
100616482	0	3	2
101927278	6	10	3
60495	0	1	1
102465253	0	0	0
26507	150	177	87
2805	2119	2188	2066
107984261	22	10	17
101927300	53	75	51
101927324	0	0	0
159296	6	0	0
81894	562	500	525
105378450	1	4	4
57089	749	911	826
1355	1838	1959	1691
51076	704	681	612
1244	129	223	239
23268	2778	2804	2868
100188954	146	194	166
1369	0	0	0
10613	2529	2619	2486
1147	1523	1583	1552
55280	993	913	935
677800	9	1	4
282991	810	780	714
9033	10	7	20
6319	28077	28079	28386
90271	542	595	609
7479	6	6	13
105378452	6	5	2
25956	80	56	57
4714	1859	1575	1456
55662	1603	1681	1532
5076	8	1	7
55719	1258	1275	1232
57715	312	374	407
693193	0	1	0
84545	978	1076	963
56652	923	865	866
84445	815	752	748
79955	80	65	55
81855	2021	1870	1835
107984262	31	49	41
81621	201	198	213
100038246	0	0	0
3195	6	5	0
101927396	0	0	0
10660	0	0	0
399806	0	0	0
101927419	0	0	0
105378453	0	0	0
8945	689	755	762
27343	566	617	566
25911	281	260	241
100423033	0	0	0
100422900	0	0	0
6468	496	486	509
105378456	90	77	86
105378455	49	41	32
105378458	0	0	0
105378457	0	0	0
2253	0	1	0
10360	1145	1116	1059
10724	2907	3333	3259
100289509	16	26	23
30819	61	56	46
107984029	4	9	4
79591	702	794	719
101927445	0	0	0
79803	562	493	505
8861	1457	1506	1481
23082	1924	1843	1810
9221	7419	7752	7702
83401	19	20	29
5309	4	10	16
8729	2556	2789	2669
107984263	48	40	49
4791	2233	2580	2708
5662	13	6	7
79176	214	204	168
79004	762	756	745
574447	0	0	0
100505761	288	325	277
79946	75	92	65
79847	776	842	796
10121	2446	2343	2249
51684	499	439	490
81603	1064	1121	1088
105378460	125	124	97
403	481	485	537
118980	288	266	190
54838	882	822	838
1586	3	1	2
102724307	1	1	0
107984264	5	8	1
100528007	106	132	104
119032	284	299	263
57412	31	51	40
107984265	11	3	1
54805	897	965	886
22978	1470	1731	1583
729020	4	4	6
9118	40	49	61
84108	551	532	552
6877	273	291	298
84833	1720	1546	1380
100302174	40	49	26
22984	2890	2996	3056
51063	193	267	248
255022	2	2	0
119395	0	3	1
102724341	0	0	0
9148	10	10	7
9644	642	386	395
100505839	5	0	1
79991	675	599	561
102724351	54	41	67
9748	2892	2875	2928
1308	932	733	623
100126326	28	14	30
119392	545	562	499
80217	10	28	23
693194	0	0	0
9446	2221	1936	1704
119391	568	686	624
100616323	3	2	1
85450	915	905	902
101927472	4	1	6
159686	29	12	7
100505869	11	17	10
101927523	0	0	0
105378464	0	0	0
22986	0	0	0
100505890	0	0	0
105378465	0	0	0
105378466	0	0	0
105378467	0	0	0
107984266	0	0	0
101927549	0	0	0
105378468	0	0	0
105378469	0	0	0
105378470	0	0	0
102724439	0	0	0
105378472	0	0	0
114815	0	0	0
105378473	0	0	0
105378475	0	0	0
105378474	0	0	0
101927573	0	0	0
103695365	0	0	0
105378476	0	0	0
105378477	0	0	0
105378478	0	0	0
107984182	0	0	0
7511	1734	1506	1448
100505933	33	41	31
120	861	926	934
105378479	3	1	0
4601	313	403	335
105378480	0	1	0
10285	1314	1234	1269
105378482	17	11	12
105378481	5	0	4
1847	1225	1863	1746
105378483	0	0	1
9126	2625	3282	3210
282996	2	15	19
112268066	0	0	0
282997	113	92	77
27250	780	867	805
100616113	5	5	4
92482	247	221	237
8036	1148	1340	1294
644511	1	2	0
100313921	0	0	0
150	5	0	0
113633881	0	0	0
105378484	0	0	0
105378485	0	0	0
105378486	0	0	0
107984268	0	0	0
57678	496	533	514
101927600	0	0	0
6975	0	0	0
102466189	0	0	0
102465427	0	0	0
390003	0	0	0
51703	41	48	28
64429	1327	1375	1197
143187	752	780	700
100422909	0	0	0
105378487	0	0	5
112268058	27	41	48
103344931	192	193	189
107984158	0	0	1
6934	440	413	482
106635520	0	0	0
105378489	0	0	0
105378490	0	0	0
107984269	0	0	0
107984270	2	0	0
3026	0	0	0
4892	1	0	4
840	635	606	548
79949	397	428	413
100616162	1	0	0
9937	938	1097	1037
107984271	0	0	0
374354	955	1213	1175
105378492	0	0	0
105378493	9	7	12
153	37	68	52
55088	686	682	740
100302224	11	12	16
56165	0	0	0
340706	12	10	3
84632	329	356	345
105378494	12	3	9
3983	2501	2767	2760
101927692	0	0	0
57700	605	635	650
142940	962	1046	979
102724589	0	1	6
107984272	0	0	0
105378496	0	0	0
26033	50	47	71
105378497	0	0	0
2674	0	0	0
109623470	0	0	0
107984273	0	0	0
374355	3	0	0
119548	0	0	0
5406	0	0	0
5407	7	3	7
5408	8	23	18
143379	0	2	2
105378499	26	19	23
259217	278	348	252
105378498	0	0	0
113218494	7	0	2
387712	388	412	434
57698	2090	2479	2304
11023	30	21	23
101927704	0	0	0
100500893	0	0	0
338567	0	0	0
105378500	0	0	0
6571	230	246	235
118987	2273	2319	2502
105378502	0	0	0
196047	0	0	0
2018	2	9	0
107984274	0	0	0
102724627	0	0	0
105378504	0	0	0
22841	968	1092	1050
255082	36	50	71
101927760	0	0	0
63877	823	738	874
100506126	0	1	0
105378507	0	0	0
2834	0	0	1
143384	1928	2143	2100
107987151	0	0	0
340719	96	53	69
8661	11378	11308	11135
641451	5	0	2
404636	933	794	855
119559	810	809	729
10935	4824	4581	4327
2869	213	191	181
101927868	1	1	0
105378511	0	0	0
100616398	0	0	0
6001	639	662	550
7073	2544	2575	2442
105378512	129	101	121
9531	2542	2105	2241
22876	764	845	871
105378513	21	21	27
79892	2772	2607	2486
11196	2290	2240	2258
100616322	0	0	0
105378515	0	0	0
196051	455	321	337
404216	27	11	18
105378516	60	68	19
283089	0	7	6
55717	1848	1717	1617
105378519	60	55	55
105378518	0	0	0
105378520	0	0	0
105378521	0	0	0
105378522	0	0	0
101927889	0	0	0
105378523	0	0	0
2263	10	17	23
107984183	0	0	0
11101	1225	1365	1219
100130887	10	12	14
54780	753	743	688
10579	1407	1325	1423
118663	3	9	3
59338	804	855	848
100500866	0	0	0
105378525	21	23	18
387715	3	2	1
5654	282	335	391
105378526	93	86	60
1755	3	20	16
112577516	0	0	0
399814	0	0	0
375940	3	0	1
100533195	158	206	179
50624	38	64	31
196792	212	263	288
399815	204	223	174
118670	0	0	0
80007	406	452	422
118672	116	117	94
64376	442	448	388
36	482	499	469
340784	0	0	0
3167	0	0	1
9184	5155	4831	4753
107984275	16	4	6
105378531	0	3	5
105378530	0	0	0
2849	0	0	0
105378532	0	0	0
119587	1	0	0
105378533	0	0	0
105378534	0	0	0
107984128	42	25	34
107984276	3	4	0
51363	1862	1656	1604
105378536	4	1	3
107984184	0	0	0
4942	2741	2516	2553
390010	1	2	3
64077	78	90	86
105378539	106	84	100
9679	520	518	544
101927944	0	0	0
399818	586	652	617
23172	801	713	711
107984160	6	0	1
54764	816	792	824
1488	2881	2888	3059
100423041	0	0	0
105378541	8	4	7
105378542	10	8	9
105378543	0	0	0
105378544	0	0	0
105378545	0	0	0
105378547	0	0	0
100169752	0	3	0
387718	0	10	0
102724793	0	0	0
283038	17	10	19
107984277	2	0	4
399821	27	21	25
26098	617	707	658
101927983	43	29	29
118856	1	0	0
7390	1187	1176	1233
100616327	4	0	0
56647	2117	2203	2008
55760	941	1025	1048
92565	55	51	52
101410540	0	0	0
8038	28	54	50
101101772	7	2	0
112267914	1	0	0
118611	0	0	0
728158	0	0	0
105378549	0	0	0
105378548	0	0	0
105378550	60	85	68
1793	1997	2058	2034
107984059	1	0	0
105378552	34	54	43
642938	10	17	18
105378551	0	0	0
594857	0	0	0
399823	0	0	0
119467	1	7	5
5791	928	894	1012
105378553	2	3	3
4288	12479	12478	12225
101927381	0	0	0
105378554	0	0	0
107984185	0	0	0
105378555	0	0	0
728327	0	0	0
107984279	0	0	0
105378556	0	0	0
105378557	0	0	0
4255	331	354	352
105378560	3	1	5
107984280	24	15	21
107984281	0	0	0
253738	3	0	8
100422873	0	0	0
105378558	0	3	0
387723	29	14	46
119437	13	26	17
102724883	9	4	15
105378561	14	4	11
10539	2888	2711	2628
107984002	0	0	2
105378562	0	0	0
100422867	0	0	0
107984186	0	0	0
256536	0	0	0
101927489	0	0	0
105378563	0	0	0
101927461	0	0	0
399827	0	0	0
105378565	0	0	0
105378566	0	0	0
55844	1348	1310	1307
664	1055	1133	1062
282973	251	254	245
105378567	8	12	6
10570	12	11	10
282974	383	495	465
80313	137	97	103
170394	241	235	270
105378568	3	7	3
170393	6	5	3
105378570	2	7	0
105378569	0	0	0
107984282	37	44	59
3632	319	293	257
84504	74	59	56
54777	0	3	2
105378571	0	0	0
105378572	0	0	0
101927590	2	1	0
103695432	0	2	4
399829	1	0	1
107984283	0	0	0
112268067	0	1	0
84435	0	0	0
100128127	0	0	0
85442	116	134	117
105378574	0	0	0
105378573	2	0	0
8433	0	0	0
27287	0	0	0
101927671	0	0	0
574448	0	0	0
101	1941	1356	1341
10844	2578	2494	2336
118472	501	501	417
50632	8	9	15
118471	35	12	9
282969	145	157	141
1892	2495	2387	2242
100500911	6	2	8
196743	31	38	64
92170	1033	945	1001
503542	132	117	106
619207	19	3	6
105378576	0	0	1
105378575	0	0	0
107984284	0	0	0
1571	4	5	2
93426	0	0	0
399833	4	10	6
441581	0	0	1
100133161	162	149	141
112268070	45	56	54
388572	16	14	16
101930129	8	9	7
147199	0	0	0
113746	0	0	0
51272	833	771	745
