GeneID	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	control	control	control	control	control	control
159686	73	17	81	36	16	13	48	18	22	66	32	29
100505869	24	8	30	7	9	15	15	7	6	20	10	19
101927523	0	0	0	0	0	0	0	0	0	0	0	0
105378464	0	0	0	0	0	0	0	0	0	0	0	0
22986	110	14	92	19	32	54	22	27	11	25	24	86
100505890	0	0	0	0	0	0	0	0	0	0	0	0
105378465	0	0	0	0	0	0	0	0	0	0	0	0
105378466	0	0	0	0	0	0	0	0	0	0	0	0
105378467	0	0	0	0	0	0	0	0	0	0	0	0
107984266	0	0	0	0	0	0	0	0	0	0	0	0
101927549	0	0	0	0	0	0	0	0	0	0	0	0
105378468	0	0	0	0	0	0	0	0	0	0	0	0
105378469	0	0	2	0	0	0	0	0	0	0	0	0
105378470	0	0	0	0	0	0	0	0	0	0	0	0
102724439	0	0	0	0	0	0	0	0	0	0	0	0
105378472	0	0	0	0	0	0	0	0	0	0	0	0
114815	291	75	224	91	63	94	214	104	67	184	64	120
105378473	4	1	4	3	3	3	4	3	3	2	1	6
105378475	0	0	0	0	0	0	0	0	0	0	0	0
105378474	0	0	0	0	0	0	0	0	0	0	0	0
101927573	0	0	0	0	0	0	0	0	0	0	0	0
103695365	0	0	0	0	0	0	0	0	0	0	0	0
105378476	0	0	0	0	0	0	0	0	0	0	0	0
105378477	0	0	0	0	0	0	1	0	0	1	0	0
105378478	0	0	0	0	0	0	0	0	0	0	0	0
107984182	0	0	0	0	0	0	0	0	0	0	0	0
7511	1799	426	1502	768	451	587	998	587	619	1423	543	811
100505933	39	10	29	17	8	10	28	12	16	37	2	24
120	4204	878	4652	1546	992	1238	4093	1256	1349	4563	1015	1941
105378479	0	0	0	0	0	0	0	0	0	0	0	0
4601	637	90	459	174	172	186	363	119	136	483	122	263
105378480	2	0	0	0	0	0	0	0	0	1	0	0
10285	1825	398	2070	720	448	600	1719	622	564	1848	543	729
105378482	0	0	0	0	0	0	0	0	0	0	0	0
105378481	0	1	0	0	0	0	1	0	0	2	0	0
1847	703	166	653	288	230	221	289	213	120	232	236	326
105378483	0	1	0	1	0	0	2	0	0	3	1	0
9126	5365	1334	5732	2341	1282	1375	6312	2087	1637	6050	1726	2335
282996	12	2	14	4	4	1	17	5	5	8	3	9
112268066	0	0	0	0	0	0	0	0	0	0	0	0
282997	36	8	28	17	18	17	22	8	26	63	21	36
27250	991	197	1068	349	414	472	733	258	358	957	226	590
100616113	20	4	16	4	10	9	14	4	9	23	7	10
92482	471	90	530	172	161	174	430	139	134	534	137	213
8036	1041	217	1142	369	295	313	1123	324	297	1234	320	451
644511	10	3	6	3	5	3	7	3	3	8	7	2
100313921	0	0	0	0	0	0	0	0	0	0	0	0
150	56	15	74	39	14	7	75	14	36	178	9	23
113633881	0	0	0	0	0	0	0	0	0	0	0	0
105378484	0	0	0	0	0	0	0	0	0	0	0	0
105378485	0	0	0	0	0	0	0	0	0	0	0	0
105378486	0	0	0	0	0	0	0	0	0	0	0	0
107984268	0	0	0	0	0	0	0	0	0	0	0	0
57678	1056	202	1507	392	459	417	748	383	293	857	235	619
101927600	0	0	0	0	0	0	0	0	0	0	0	0
6975	0	0	0	0	0	0	0	0	0	0	0	0
102466189	0	0	0	0	0	0	0	0	0	0	0	0
102465427	0	0	0	0	0	0	0	0	0	0	0	0
390003	0	0	0	0	0	0	0	0	0	0	0	0
51703	1	0	2	1	0	0	4	3	0	6	3	3
64429	443	97	397	171	115	124	513	223	148	545	227	242
143187	316	82	352	138	69	90	310	146	121	366	105	164
100422909	0	0	0	0	0	0	0	0	0	0	0	0
105378487	0	0	0	0	0	0	0	1	0	0	0	0
112268058	17	3	17	4	1	4	11	11	3	11	4	6
103344931	54	13	52	27	20	8	38	23	10	74	10	25
107984158	3	0	3	1	0	0	1	0	2	3	0	0
6934	1239	286	1463	540	490	538	914	377	624	1821	409	737
106635520	0	0	0	0	0	0	0	0	0	0	0	0
105378489	0	0	0	0	0	0	0	0	0	0	0	0
105378490	0	0	0	0	0	0	0	0	0	0	0	0
107984269	0	0	0	0	0	0	0	0	0	0	0	0
107984270	0	0	0	0	0	0	0	0	0	0	0	0
3026	0	0	0	0	0	0	0	0	0	0	0	0
4892	0	0	0	0	0	0	0	0	1	1	0	0
840	194	46	143	84	47	46	139	65	54	140	50	87
79949	0	0	0	0	1	0	0	0	0	0	0	0
100616162	0	0	0	0	0	0	0	0	0	0	0	0
9937	1058	214	1290	469	227	295	974	327	312	929	265	472
107984271	0	0	1	0	0	0	1	0	0	0	0	2
374354	1297	240	1535	464	384	409	1023	393	354	1221	287	688
105378492	0	0	0	0	0	0	0	0	0	0	0	0
105378493	0	0	0	0	0	0	0	0	0	0	0	0
153	2	1	3	1	1	1	2	2	1	2	1	4
55088	680	130	769	248	243	380	572	192	214	691	160	393
100302224	1	1	2	2	2	3	2	2	2	2	0	6
56165	9	0	14	3	2	4	10	2	2	12	2	8
340706	112	40	111	58	29	42	94	57	55	121	49	69
84632	97	25	76	64	40	46	55	35	49	67	33	69
105378494	0	0	0	0	0	0	0	0	0	0	0	0
3983	3130	720	2898	1127	673	861	2052	974	764	1976	709	1477
101927692	0	0	0	0	0	0	0	0	0	0	0	0
57700	718	141	856	218	260	270	563	203	206	666	177	436
142940	1529	285	1870	520	328	429	1211	475	391	1389	367	523
102724589	1	0	0	0	0	0	0	0	0	0	0	0
107984272	0	0	0	0	0	0	0	0	0	0	0	0
105378496	0	0	0	0	0	0	0	0	0	1	0	0
26033	408	86	358	138	70	119	363	121	104	317	97	172
105378497	1	0	0	0	0	0	0	0	0	1	1	0
2674	70	28	83	27	79	93	32	17	75	55	17	115
109623470	0	0	0	0	0	0	0	0	0	0	0	0
107984273	1	0	0	0	0	0	0	0	1	0	0	0
374355	94	37	93	47	15	22	105	53	24	91	43	23
119548	0	0	0	0	0	0	0	0	0	0	0	0
5406	0	0	0	0	0	0	0	0	0	0	0	0
5407	26	0	15	13	2	6	3	1	1	7	1	6
5408	16	3	14	10	7	5	14	2	9	16	10	11
143379	197	31	140	100	43	54	151	89	56	227	64	87
105378499	32	7	26	11	6	10	15	5	10	17	11	13
259217	171	54	227	106	73	76	97	38	68	151	65	139
105378498	0	0	0	0	0	0	0	0	0	0	0	0
113218494	0	0	1	0	0	0	0	0	0	0	1	0
387712	138	38	155	73	41	38	155	48	40	177	56	54
57698	662	161	812	315	164	203	586	198	196	719	204	286
11023	1	0	0	0	0	1	0	0	0	0	0	5
101927704	0	0	0	0	0	0	0	0	0	0	0	0
100500893	0	0	0	0	0	0	0	0	0	0	0	0
338567	0	0	0	0	0	0	0	0	0	0	0	0
105378500	2	1	0	1	0	0	2	0	3	3	2	1
6571	363	63	363	152	91	124	217	83	103	272	101	215
118987	1816	388	1862	681	527	577	1460	574	525	1622	486	975
105378502	0	0	0	0	0	0	0	0	1	0	0	0
196047	2	0	0	2	0	0	0	0	0	0	1	4
2018	3	0	2	0	0	0	1	0	0	0	0	2
107984274	0	0	0	0	0	0	0	0	0	0	0	0
102724627	0	0	0	0	0	0	0	0	0	1	0	0
105378504	0	0	0	0	0	0	0	0	0	0	0	0
22841	783	172	958	275	179	230	769	222	236	803	236	415
255082	16	5	9	6	1	4	18	2	5	24	8	3
101927760	0	0	0	0	0	0	0	0	0	0	0	1
63877	658	174	813	304	199	214	662	240	246	735	199	293
100506126	0	0	0	0	0	0	3	0	1	2	0	0
105378507	0	0	0	0	0	0	0	0	0	0	0	0
2834	3	1	2	1	2	0	1	0	0	1	1	3
143384	1676	350	2000	578	509	526	1457	541	505	1777	486	862
107987151	0	0	0	0	0	0	2	0	0	5	0	1
340719	202	50	172	100	46	56	119	83	66	177	67	91
8661	16004	4129	16995	7176	4682	5560	13597	5292	4792	15228	5011	8045
641451	1	0	2	0	0	1	1	0	0	2	0	0
404636	1423	353	1640	641	374	397	1242	529	470	1402	494	737
119559	525	142	538	240	122	149	357	176	228	430	192	199
10935	8820	2067	9174	3530	2465	2800	6247	2882	2570	6830	2591	3673
2869	49	13	65	25	19	20	37	18	16	35	13	29
101927868	1	0	0	0	0	0	0	0	1	1	0	0
105378511	0	0	0	0	0	0	0	0	0	0	0	0
100616398	0	0	0	0	0	0	0	0	0	0	0	0
6001	195	39	200	70	92	134	110	43	83	153	44	147
7073	2394	586	2338	993	782	823	2223	869	758	2887	928	1291
105378512	18	8	11	15	10	9	28	14	12	38	12	18
9531	269	93	310	122	153	155	174	97	149	230	136	168
22876	9505	1135	6011	2031	2006	2306	4839	1707	1682	4848	1406	4234
105378513	16	3	19	10	5	5	21	6	4	15	4	7
79892	3647	853	4067	1503	827	1047	3584	1316	1058	3442	1057	1574
11196	2266	556	2768	1010	815	933	1952	768	757	2125	640	1277
100616322	0	0	0	0	0	0	0	0	0	0	0	0
105378515	0	0	0	0	0	0	0	0	0	1	0	0
196051	0	2	2	1	0	1	1	1	4	1	0	1
404216	0	0	0	0	0	0	0	0	0	0	0	0
105378516	1	0	1	2	0	0	2	0	0	1	1	1
283089	6	0	14	5	2	3	2	0	1	6	0	2
55717	2176	525	2352	870	424	557	1695	726	753	2224	667	1013
105378519	48	8	42	26	11	11	28	18	16	41	16	25
105378518	0	0	0	0	0	0	0	0	1	0	0	0
105378520	0	0	0	0	0	0	0	0	0	0	0	0
105378521	0	0	0	0	0	0	0	0	0	0	0	0
105378522	0	0	0	0	0	0	0	0	0	0	0	0
101927889	0	0	0	0	0	0	0	0	0	0	0	0
105378523	0	0	0	1	0	0	0	0	0	1	0	0
2263	2597	714	2705	1102	524	750	2237	885	970	3433	835	1053
107984183	0	0	0	0	0	0	0	0	0	0	0	0
11101	1054	226	1116	414	277	273	828	363	327	1007	314	456
100130887	2	2	2	0	1	0	4	1	1	1	3	1
54780	1859	446	2083	810	471	556	1654	614	682	1768	606	728
10579	1001	290	919	564	201	234	722	494	372	988	370	453
118663	1	0	3	3	1	2	0	1	3	0	1	1
59338	1462	305	1643	596	537	540	1270	474	465	1476	427	782
100500866	0	0	0	0	0	0	0	0	0	0	0	0
105378525	3	0	0	0	1	0	1	2	1	2	0	0
387715	1	0	0	0	0	0	0	0	0	1	0	0
5654	956	206	823	297	328	374	362	281	279	430	308	444
105378526	0	0	0	0	0	2	0	0	1	0	0	0
1755	7	4	0	1	0	0	1	0	1	3	1	0
112577516	0	0	0	0	0	0	0	0	0	0	0	0
399814	1	0	0	0	0	0	0	0	0	0	0	0
375940	0	0	0	0	0	0	0	0	0	0	1	0
100533195	670	274	318	727	37	50	1402	442	622	2318	386	186
50624	668	273	316	727	37	50	1400	442	622	2318	386	185
196792	0	1	2	0	0	0	0	0	2	0	0	0
399815	4	2	1	2	1	0	2	1	2	5	2	3
118670	0	0	0	0	0	0	0	0	0	0	0	0
80007	526	147	546	230	133	124	518	192	179	731	166	207
118672	217	43	218	78	55	56	159	71	100	275	61	83
64376	531	107	511	182	118	166	508	175	155	579	130	195
36	1192	299	1048	535	165	223	954	464	259	1162	380	416
340784	7	2	5	1	1	1	3	5	0	7	3	0
3167	194	40	137	32	18	22	16	47	7	28	47	35
9184	8945	1876	8850	3190	2660	3080	5468	2907	2420	6081	2764	4077
107984275	1	1	1	0	0	1	1	0	0	2	0	0
105378531	5	1	8	3	1	0	5	5	3	10	5	2
105378530	0	0	0	1	1	0	0	0	1	1	0	1
2849	9	6	6	8	1	3	12	7	6	15	6	7
105378532	1	0	4	2	1	3	3	4	3	4	1	1
119587	168	52	125	99	60	66	90	53	99	182	55	112
105378533	0	0	0	0	0	0	0	0	0	0	0	0
105378534	0	0	0	1	0	0	0	0	0	1	0	0
107984128	34	9	28	27	6	14	31	6	15	67	5	17
107984276	0	0	0	0	0	0	0	0	0	1	0	0
51363	307	97	258	122	63	66	222	122	105	320	129	131
105378536	0	0	0	0	0	0	0	0	0	0	0	0
107984184	0	0	0	0	0	0	0	0	0	0	0	0
4942	3279	752	3573	1408	925	1047	3228	1225	1033	2930	1090	1399
390010	400	131	329	244	43	78	659	215	162	409	166	117
64077	770	226	482	335	253	300	281	257	379	514	353	412
105378539	69	22	48	38	21	25	30	20	30	50	28	23
9679	349	98	258	176	159	157	104	121	145	198	111	161
101927944	0	0	1	0	0	0	0	0	0	0	0	0
399818	909	194	1142	373	333	364	666	279	291	825	259	506
23172	697	175	866	323	195	239	670	205	245	715	205	327
107984160	0	0	0	0	0	0	0	0	0	0	0	0
54764	1180	252	1403	481	395	441	986	397	357	1155	363	597
1488	5051	1258	4981	2201	1266	1455	3936	2002	1766	4979	1801	2099
100423041	0	0	0	0	0	0	0	0	0	0	0	0
105378541	0	0	0	0	0	0	0	0	0	0	0	0
105378542	1	0	0	0	0	0	1	0	0	0	0	0
105378543	0	0	0	0	0	0	0	0	0	0	0	0
105378544	0	0	0	0	0	0	0	0	0	0	0	0
105378545	0	0	0	0	0	0	0	0	0	0	0	0
105378547	0	0	0	0	0	0	0	0	0	0	0	0
100169752	0	0	0	0	0	0	0	0	0	0	0	0
387718	0	0	0	0	0	0	0	0	0	0	0	0
102724793	0	0	0	0	0	0	0	0	0	0	0	0
283038	14	3	16	7	4	6	5	6	4	10	3	6
107984277	2	0	0	0	0	1	1	0	0	2	1	0
399821	18	3	15	7	4	6	5	7	4	15	3	7
26098	958	201	980	393	294	353	842	329	359	1036	342	476
101927983	35	8	28	12	16	10	24	10	12	36	14	17
118856	1	0	2	0	0	0	0	0	0	0	0	0
7390	1028	223	995	420	231	233	721	358	298	905	330	403
100616327	0	0	0	0	0	0	0	0	0	0	0	0
56647	3197	798	3519	1431	853	916	2855	1203	1129	3275	1131	1315
55760	1126	229	1170	444	270	314	869	326	355	923	299	384
92565	26	1	22	14	3	2	11	3	4	23	5	13
101410540	0	0	0	0	0	0	0	0	0	0	0	0
8038	8	3	9	5	4	2	8	3	2	13	1	6
101101772	0	0	0	0	0	0	0	0	0	0	0	0
112267914	0	0	0	0	0	0	0	0	0	0	0	0
118611	4	0	2	1	0	1	0	0	0	2	0	0
728158	0	0	0	0	0	0	0	0	0	1	0	0
105378549	0	0	0	0	0	0	0	0	0	0	0	0
105378548	0	0	0	0	0	0	0	0	0	0	0	0
105378550	38	11	15	20	8	9	18	16	23	64	21	44
1793	2750	637	2714	1108	819	965	1998	831	898	2315	772	1506
107984059	0	0	1	0	1	0	0	0	0	0	0	0
105378552	29	6	26	11	7	10	17	10	10	24	10	12
642938	28	6	15	9	8	5	10	5	8	11	6	13
105378551	0	0	0	0	0	0	0	0	0	0	0	0
594857	0	0	0	0	0	0	0	0	0	0	0	0
399823	27	6	9	21	9	12	25	7	22	27	7	9
119467	0	0	0	0	0	0	0	0	0	0	0	0
5791	44	8	39	13	17	13	20	19	21	18	10	46
105378553	0	0	0	0	0	0	0	0	0	0	0	0
4288	4770	1148	6164	1875	1094	1280	3459	1441	1166	4170	1233	2461
101927381	0	0	0	0	0	0	0	1	0	0	0	1
105378554	1	0	0	1	0	0	0	0	0	0	0	0
107984185	0	0	0	0	0	0	0	1	0	0	0	0
105378555	1	0	0	0	0	1	1	4	1	6	2	0
728327	0	0	0	0	0	0	0	0	0	0	0	0
107984279	0	0	0	0	0	0	0	0	0	0	0	0
105378556	0	0	0	0	0	0	0	0	0	0	0	0
105378557	0	0	0	0	0	0	0	0	0	0	0	0
4255	302	90	223	154	176	152	93	102	219	188	105	167
105378560	0	0	1	0	0	0	0	1	0	1	0	1
107984280	9	0	15	2	0	2	12	4	4	11	4	15
107984281	3	1	3	1	1	1	2	0	0	2	1	4
253738	6	0	14	2	2	5	5	1	4	9	1	4
100422873	0	0	0	1	0	0	0	0	0	0	0	0
105378558	0	0	0	0	0	0	0	0	1	0	0	1
387723	30	11	19	13	17	8	13	12	15	30	14	9
119437	9	1	8	4	6	1	11	5	5	25	4	9
102724883	8	0	2	1	3	3	0	0	2	6	2	1
105378561	0	0	0	0	0	0	0	0	0	1	0	1
10539	3610	911	4119	1533	849	1078	3179	1375	1092	3233	1163	1408
107984002	0	0	5	0	0	0	1	0	1	0	1	1
105378562	0	0	0	0	0	0	0	0	0	0	0	0
100422867	0	0	0	0	0	0	0	0	0	0	0	0
107984186	1	3	3	0	0	1	0	2	1	2	1	0
256536	353	84	228	120	71	70	131	82	72	138	75	129
101927489	0	1	2	2	0	0	0	0	2	0	0	3
105378563	0	0	0	1	0	0	0	0	0	0	0	0
101927461	10	0	9	5	0	0	3	0	3	4	2	5
399827	0	0	2	1	0	1	7	3	1	6	1	0
105378565	0	0	0	0	0	0	0	0	0	0	0	0
105378566	0	0	0	0	0	0	0	0	0	0	0	0
55844	2231	370	1590	691	441	575	1000	505	429	1229	460	787
664	6002	736	3596	1442	819	1271	2190	879	774	2589	676	1612
282973	85	18	38	33	16	27	38	20	28	67	49	45
105378567	8	1	7	2	1	2	2	2	2	3	5	4
10570	269	75	152	136	96	99	92	86	165	203	91	176
282974	284	97	216	180	179	156	117	115	199	290	115	201
80313	80	18	73	37	40	39	38	36	33	80	35	51
170394	79	33	65	60	41	46	38	31	60	69	46	56
105378568	2	1	2	4	0	1	5	3	0	0	5	1
170393	0	1	1	0	0	0	2	0	0	1	0	0
105378570	0	0	1	0	2	0	1	0	2	0	0	0
105378569	0	0	0	0	0	0	0	0	1	1	0	0
107984282	22	4	17	7	6	13	12	1	11	22	8	16
3632	525	122	463	253	143	169	360	200	164	408	188	236
84504	148	38	140	62	41	41	116	53	42	132	44	61
54777	33	17	24	15	5	14	21	16	14	51	13	26
105378571	0	0	0	0	0	0	0	1	0	0	0	0
105378572	1	0	0	0	0	0	1	0	0	0	0	0
101927590	0	0	0	0	0	0	1	0	0	0	0	0
103695432	0	0	0	0	0	0	0	0	0	0	0	0
399829	0	0	0	0	0	0	0	0	1	2	0	0
107984283	0	0	0	0	0	0	0	0	0	0	0	0
112268067	1	0	0	0	0	0	0	0	0	0	0	0
84435	7	1	1	3	0	1	2	3	0	6	1	3
100128127	0	0	0	0	0	0	0	0	0	0	0	0
85442	252	68	151	146	115	135	96	88	169	225	108	180
105378574	0	0	0	3	2	1	1	1	1	0	3	2
105378573	5	1	6	2	4	3	0	1	2	7	2	2
8433	0	0	1	3	4	10	0	0	4	3	1	9
27287	166	43	142	68	58	84	49	36	78	148	47	102
101927671	0	0	1	0	0	0	0	0	0	1	0	0
574448	0	0	0	0	0	0	0	0	0	0	0	0
101	44	13	25	26	29	25	10	10	40	39	24	31
10844	1117	310	864	563	419	432	583	429	530	949	458	671
118472	412	115	331	213	136	156	167	148	177	323	149	181
50632	2	1	0	1	3	1	4	0	3	7	1	2
118471	4	0	3	5	2	2	1	2	5	9	2	4
282969	103	39	67	71	48	49	38	40	101	125	53	78
1892	2059	597	1700	1031	621	630	1173	798	885	1676	791	904
100500911	0	0	0	0	0	0	0	0	0	0	0	0
196743	57	17	46	32	17	23	25	35	30	55	31	28
92170	399	145	340	193	82	95	261	185	183	418	238	150
503542	9	6	12	7	8	2	10	9	7	20	6	10
619207	0	1	2	0	0	0	1	1	2	2	0	2
105378576	1	1	0	0	0	1	0	0	1	0	0	1
105378575	0	0	0	0	0	0	0	0	1	0	0	0
107984284	0	0	0	0	0	0	0	0	0	0	0	0
1571	0	0	0	1	0	0	1	0	2	1	0	5
93426	0	0	0	0	0	0	0	0	0	0	0	0
399833	0	0	0	0	0	0	0	0	0	0	0	0
441581	0	0	0	0	0	0	0	0	0	0	0	0
100133161	55	18	40	27	34	34	29	20	42	60	43	49
112268070	32	5	32	18	10	11	21	14	6	31	12	25
388572	14	3	14	6	3	5	6	5	3	18	3	11
101930129	3	0	2	0	0	0	3	0	0	2	1	1
147199	0	0	0	0	0	0	0	0	0	0	0	0
113746	0	0	0	0	0	0	0	0	0	0	0	0
51272	914	236	829	407	648	616	401	265	537	776	346	728
60626	1100	339	933	636	395	423	606	467	584	1045	511	554
102465445	0	0	0	1	0	0	0	0	0	0	1	0
23410	512	145	424	226	176	184	241	159	227	466	173	289
5719	4038	1039	4175	1874	1463	1577	2542	1364	1497	2894	1332	1788
171389	10	3	9	5	4	5	3	4	7	12	4	8
80162	555	237	262	433	452	323	195	238	552	919	573	640
387733	0	0	0	0	0	1	0	0	0	0	0	0
10581	2732	845	1767	1684	1444	1357	1027	868	1713	1969	1353	1872
8519	4472	1081	3286	2214	2160	2409	1985	991	2533	4216	1545	2708
10410	3752	1087	2389	2232	1771	1604	1419	1036	2262	3606	1516	2131
105376504	4	0	0	1	1	0	1	0	0	5	0	1
105376505	2	0	3	0	4	5	2	0	1	4	1	3
338707	377	150	229	274	186	178	199	159	250	393	229	251
11187	26	16	14	16	22	30	18	3	40	51	20	33
59307	102	50	62	95	98	100	57	56	127	135	93	103
338440	124	70	56	111	57	44	105	67	111	293	134	106
105376506	3	2	0	4	5	1	4	0	4	10	2	5
81490	488	181	474	308	254	291	286	191	288	443	245	335
6050	206	106	123	169	180	174	74	99	248	222	172	210
115399	26	5	8	12	16	9	4	11	20	9	12	18
101059906	4	1	6	5	1	0	6	1	2	5	4	5
3265	149	58	69	88	78	64	56	80	100	108	124	92
256329	24	14	9	17	29	16	14	12	42	70	34	47
692247	19	7	5	21	23	14	9	8	13	40	15	26
8045	69	27	15	52	55	40	19	20	86	66	54	60
100506211	135	31	40	57	10	26	43	23	33	78	33	42
406992	0	0	0	0	0	0	0	0	0	0	0	0
143666	65	14	39	22	13	16	39	17	19	73	27	17
57661	517	187	421	403	204	250	321	255	319	412	254	358
3665	24	12	15	15	17	15	5	8	26	28	12	19
53841	2	0	0	0	0	2	1	0	0	4	1	1
6343	1	1	1	1	3	1	0	0	1	1	0	4
1815	2	2	0	5	0	2	3	0	1	4	1	1
10522	698	234	441	444	420	397	212	257	459	497	368	482
283232	206	45	179	110	59	69	125	59	78	194	64	103
64787	361	115	196	194	215	211	107	107	311	368	142	237
105376509	1	0	0	0	0	0	1	0	1	1	1	1
6888	3982	1056	3022	1778	1452	1621	1877	1284	1854	3301	1677	2013
347862	550	177	402	277	231	170	309	190	311	673	333	356
171391	61	16	44	40	12	12	15	19	23	59	32	25
51286	12	7	12	7	4	5	9	7	20	37	9	15
79751	160	70	95	151	85	97	66	80	151	188	111	124
101927423	10	2	5	3	9	6	3	2	4	9	5	7
55367	67	31	35	65	71	46	29	27	120	90	73	90
6181	6845	2216	4130	4086	4018	3960	2675	2637	4338	5698	3535	4584
619565	2	1	5	5	7	1	1	6	6	11	10	2
57104	205	62	125	136	146	131	89	53	173	214	125	156
283229	55	22	38	50	54	47	24	33	89	84	55	48
977	765	223	615	511	388	398	434	251	691	1180	378	465
5441	354	185	231	305	230	197	166	173	344	330	305	274
7106	204	97	106	167	145	154	81	90	271	253	170	175
66005	870	279	705	486	476	444	289	309	561	780	427	540
161	792	246	657	445	266	267	483	299	368	767	262	380
4588	0	0	0	0	0	0	0	0	0	0	0	0
101927503	0	0	0	0	0	0	0	0	0	0	0	0
107987157	0	0	0	0	0	0	0	0	0	0	0	0
4583	0	0	0	0	0	0	0	0	0	0	0	0
4586	0	0	0	0	0	0	0	0	0	0	0	0
727897	1	1	2	0	0	1	2	0	1	1	2	2
112577518	0	0	0	0	0	0	0	0	0	0	0	0
102466725	0	0	1	0	0	0	0	0	0	0	0	0
54472	260	106	247	157	139	120	157	139	133	234	153	172
105376512	1	1	0	1	3	3	1	1	0	1	1	1
255512	15	4	12	13	12	12	6	3	6	14	6	11
105376513	0	0	0	0	0	0	0	0	1	0	0	0
9024	165	62	119	138	86	72	96	61	147	141	91	103
107984298	28	5	22	12	8	6	17	8	13	18	5	12
105376514	15	4	12	14	10	7	8	5	18	14	10	11
81532	161	54	113	78	92	81	61	71	101	113	89	87
1850	6	2	8	10	30	9	9	5	15	29	3	17
338651	2	2	4	0	1	1	3	0	3	3	2	0
387264	0	0	0	0	3	1	0	0	0	1	0	0
440021	1	0	1	0	0	1	0	0	1	1	1	0
387266	0	0	0	0	0	0	0	0	0	0	0	0
387267	0	0	1	0	0	0	1	0	0	0	0	0
439915	0	0	2	0	1	0	1	0	0	0	0	0
387742	0	0	0	0	0	0	0	0	0	0	0	0
100132464	0	0	0	0	0	0	0	0	0	0	0	0
100505570	0	0	0	0	0	1	0	0	0	0	0	0
440023	0	0	0	0	0	0	0	0	0	0	0	0
402778	8	6	8	9	15	10	3	4	9	9	6	15
1509	1529	544	910	953	824	758	460	550	1124	1269	766	822
105376517	0	0	0	0	0	0	0	0	0	0	0	0
90019	0	0	0	1	0	0	0	0	0	0	0	0
7136	0	0	0	0	0	0	0	0	1	0	1	2
107984299	0	0	0	0	0	0	0	0	0	0	0	0
4046	2	0	1	0	0	0	0	0	0	0	0	0
100423021	0	0	0	0	0	0	0	0	0	0	0	0
102465993	0	0	0	0	0	0	0	0	0	0	0	0
101927624	0	0	0	0	0	0	0	0	0	0	0	0
7140	0	0	0	0	0	0	0	0	0	0	0	2
6150	239	88	141	135	108	119	78	85	135	198	161	121
106635549	0	0	1	0	0	0	0	0	0	1	0	1
100133545	3	1	1	0	1	0	1	0	2	4	0	4
104355220	1	0	1	1	1	0	0	0	0	0	0	0
103344718	11	2	6	6	3	2	1	3	2	2	4	5
283120	14	3	8	9	8	5	1	5	1	1	9	7
100033819	0	0	0	0	0	0	0	0	0	0	0	0
3481	12	5	14	11	7	10	11	2	9	25	6	17
723961	12	5	13	11	7	10	11	2	9	24	5	16
619552	0	0	0	0	0	0	0	0	0	0	0	0
51214	0	0	0	0	0	0	0	0	0	0	0	0
3630	0	0	0	0	0	0	0	0	0	0	0	0
7054	0	0	0	0	0	0	0	0	0	0	0	3
100616126	0	0	0	0	0	0	0	0	0	0	0	0
430	1	0	0	0	0	0	0	1	1	2	0	3
29125	0	2	0	0	2	0	0	0	0	0	0	0
10077	3	1	2	8	3	3	3	1	4	4	3	4
101927682	36	29	27	36	35	35	18	16	47	46	33	39
105376520	1	0	1	0	1	2	0	1	0	3	3	4
975	2762	864	2043	1461	1365	1246	1176	878	1652	2079	1212	1537
10078	142	57	83	105	103	79	52	64	115	116	91	99
29850	0	0	0	0	0	0	0	0	1	1	0	2
3784	67	20	49	37	30	40	16	31	41	35	29	43
10984	33	11	38	9	14	11	19	15	8	41	10	23
338653	3	1	0	1	0	0	2	1	1	0	1	0
55539	0	0	0	0	0	0	0	0	0	1	0	0
1028	156	37	116	42	55	60	63	22	40	128	47	58
5003	8	2	5	5	4	4	1	2	6	5	2	5
5002	22	12	20	21	30	33	7	5	36	28	18	47
7262	7	2	4	10	6	1	6	5	9	6	8	11
4676	5035	1294	5108	2039	1362	1571	3936	1779	1528	3873	1614	2205
677833	1	0	1	0	0	0	0	0	1	1	0	2
833	2366	871	1816	1350	754	805	2119	1335	1107	2951	1312	1153
100852407	219	78	164	126	61	68	220	127	92	260	89	121
114879	134	44	75	98	39	70	34	37	70	95	66	67
107987158	1	0	0	0	0	0	1	1	0	0	0	0
386746	0	0	0	0	0	0	0	0	0	0	0	0
283303	4	1	5	1	7	7	0	0	9	8	6	3
116534	0	0	0	0	0	0	0	0	0	0	0	0
7748	1880	430	2430	771	617	617	1820	615	681	2153	546	847
650368	1893	470	1656	826	456	625	997	530	574	1484	622	791
10821	122	30	117	43	27	34	116	49	40	200	28	108
105376525	1	0	0	0	0	0	0	0	0	0	0	2
105379880	23	4	21	12	6	11	13	4	10	27	13	21
105376526	15	6	37	8	9	6	17	3	6	19	2	14
101927708	8	2	6	2	3	4	4	1	1	6	1	2
107984301	6	2	13	1	1	4	3	0	3	3	0	3
7221	0	0	0	0	0	0	0	0	0	0	0	0
116969	133	35	134	64	69	61	45	36	61	117	79	78
417	0	0	1	0	2	0	1	0	0	0	0	0
57053	3	0	1	2	2	5	1	3	0	3	3	0
4928	3747	913	4459	1493	1102	1192	2993	1284	1054	3495	1136	1948
27315	794	193	656	375	241	269	538	325	277	656	296	365
