GeneID	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	control	control	control	control	control	control	control
105369149	32	36	32	35	45	44	23	40	48	56	33	41	54	31
101928008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376544	2	5	5	5	5	6	4	7	5	9	9	13	13	6
133	398	185	267	638	477	597	482	647	601	627	562	515	495	301
100130460	2	1	3	2	3	3	1	8	2	5	4	1	4	0
272	37	31	41	53	55	79	31	87	112	93	99	117	103	36
100463486	128	125	159	91	111	86	121	78	63	53	194	55	33	106
100616263	0	0	1	0	0	1	1	0	0	1	0	0	0	0
50862	654	639	518	511	842	893	628	732	858	590	501	538	801	967
100129827	2	1	0	2	3	3	0	1	1	2	1	1	3	0
10894	3	0	0	2	0	0	0	0	1	0	0	0	0	0
10335	3	1	0	3	0	3	0	0	0	1	0	1	5	0
9646	1026	844	826	799	1193	1108	644	1129	1728	1478	1109	1636	1924	866
1982	11157	9514	10911	9713	13961	12031	5888	14719	24435	20412	15422	21193	23398	10540
692223	2	5	4	2	0	0	0	2	2	1	5	13	9	4
101928053	1	2	1	3	2	1	0	2	1	0	1	4	2	3
112268072	0	2	1	2	1	1	0	2	1	1	1	1	0	3
105376547	0	0	0	0	0	1	0	0	0	0	0	0	0	0
58486	409	493	556	340	442	349	249	378	661	320	464	655	791	640
729013	136	105	126	125	162	141	120	111	125	123	114	104	136	81
107984309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379882	0	0	3	0	0	0	1	0	0	0	0	0	0	1
105376550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376548	0	0	1	0	0	0	0	0	0	0	0	0	0	2
374378	19	15	15	28	54	44	25	42	84	57	42	44	67	22
283106	77	46	49	142	177	153	71	162	301	247	121	236	250	99
107983976	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100423026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102465870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984311	1	1	1	4	4	3	1	3	6	12	2	3	10	2
55031	1235	1004	1101	989	1261	1285	873	1136	1542	1304	1136	1526	1770	1266
27122	3	1	1	0	3	5	1	5	2	3	5	3	4	1
105376554	0	0	0	0	0	1	0	0	1	0	1	1	0	0
9645	1222	624	854	1581	2836	2290	831	3352	6096	4373	2667	5569	5265	1046
102466906	0	0	0	0	0	0	0	0	1	2	0	1	0	0
107984312	0	0	1	1	1	2	0	1	3	2	0	3	6	5
84953	67	48	54	59	78	92	56	81	153	95	109	160	145	47
55742	610	432	461	685	778	762	442	862	1261	1304	971	1377	1342	416
105376556	0	0	1	0	0	0	0	1	0	0	0	0	0	0
7003	526	470	541	602	894	827	286	795	2008	1280	878	1536	1707	573
107984313	0	0	1	1	1	0	4	0	0	0	0	2	0	8
100506305	2	3	1	3	10	7	1	5	10	4	6	10	3	11
105376557	26	39	31	40	47	52	12	57	48	44	29	52	59	35
644943	166	74	89	144	202	156	80	136	169	233	198	218	219	70
105376558	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	109	91	105	128	171	145	75	147	225	193	132	223	218	98
84280	1228	1042	932	749	1134	1025	734	980	1070	903	746	953	1259	993
5741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84188	930	980	1089	769	1528	1311	728	1280	2381	1164	1130	1572	2141	1790
105376562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10418	16	11	14	14	12	13	7	38	81	68	25	54	49	15
22800	1006	968	816	789	1127	1039	779	903	961	800	728	869	1037	870
1315	4746	5436	5823	3670	4776	4297	3555	3261	4408	3393	2950	3580	4437	4607
5682	4033	4896	5313	2721	3434	3146	2989	3100	2933	2777	2522	3201	3185	4607
5140	238	243	259	243	417	347	191	332	712	432	394	546	669	359
107984315	0	0	0	0	0	0	0	0	0	0	0	0	1	0
120227	250	215	279	167	255	244	219	258	310	234	305	374	396	306
796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
797	0	0	0	0	0	1	0	0	0	0	0	0	0	0
387755	12	6	10	13	25	26	22	103	48	84	72	94	104	42
105376569	0	0	0	0	1	0	1	1	1	0	0	2	2	3
105376568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55553	5	6	5	11	6	12	8	18	35	36	28	25	52	25
102464826	0	1	0	0	1	0	1	0	0	0	1	1	1	0
105376572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268084	0	0	0	0	1	0	0	0	0	0	0	0	0	1
105376571	0	0	0	0	1	1	0	2	0	1	1	0	0	0
10944	3335	3223	3148	2462	3467	3190	2755	2907	2865	2147	2002	2553	2867	3817
144100	326	277	265	646	769	658	288	890	1241	1027	823	1331	1203	323
109623465	0	0	0	0	0	1	1	0	0	0	0	0	0	0
112268085	5	7	1	6	9	11	8	11	7	15	4	12	12	1
107984416	0	2	1	2	0	4	1	1	1	3	0	3	2	2
10819	118	71	81	77	116	101	80	108	97	127	107	137	114	82
6207	34370	36139	36354	20409	24331	24485	27803	17461	10287	11133	10669	10786	10782	29552
26822	5	6	9	7	5	2	7	0	4	6	11	8	12	11
85388	5	7	14	6	5	10	10	4	5	9	9	4	13	9
5286	676	684	702	723	1428	1303	444	1003	2970	1333	806	1586	2304	1437
4925	756	852	808	451	666	589	592	561	430	316	347	446	533	1021
105376576	1	0	2	1	4	4	0	3	7	4	0	6	4	1
374383	86	67	73	179	357	335	26	376	799	436	174	598	671	171
107984316	220	125	125	193	221	233	75	265	459	320	360	527	512	152
3767	11	5	3	4	18	12	5	17	15	20	20	34	17	15
6833	0	3	1	2	8	1	1	4	3	4	2	4	5	1
10083	2035	1141	1178	2424	3108	3068	2170	3199	2890	2931	2764	3547	3175	1352
340990	0	0	2	0	2	3	1	0	0	1	2	0	1	2
102723330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4654	0	0	1	0	1	0	0	0	0	0	0	0	0	0
3746	0	0	0	0	2	0	0	0	0	0	0	0	0	0
26297	278	147	158	222	235	184	216	230	228	252	227	261	213	175
107984317	0	0	0	1	0	0	0	0	0	1	0	3	2	0
7166	6	2	3	1	0	3	2	0	2	2	4	7	3	3
107984318	0	1	0	0	0	0	1	1	0	1	0	0	0	1
113174	724	523	571	504	766	605	598	636	376	355	312	415	441	653
6290	0	0	0	0	0	0	0	0	0	0	0	0	0	1
117195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494141	1	0	1	0	0	0	0	0	0	0	0	0	0	6
100528017	1	2	1	1	0	0	0	0	1	12	14	2	9	3
6291	1	2	0	1	0	0	0	0	0	0	2	0	3	0
6289	0	0	1	0	0	0	0	2	2	25	24	7	22	7
6288	0	0	4	0	0	0	1	2	4	62	85	29	70	29
11234	260	213	256	206	290	293	169	299	481	369	304	462	481	266
2965	1768	1988	1961	1271	1568	1507	1256	1432	1736	1463	1150	1597	1790	1790
105376577	8	7	7	7	10	6	2	4	11	5	8	12	17	4
100423016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3939	34366	24497	27355	35492	39187	42152	30685	36197	40777	41912	34169	39032	41355	33383
3948	0	0	0	0	0	0	0	0	0	1	0	0	0	2
160287	0	1	1	1	2	2	1	1	4	2	3	2	7	3
7251	2883	2473	2565	1972	2213	2311	1858	2237	2146	2131	1929	2299	2338	1965
55293	411	522	432	375	634	665	363	494	778	502	415	575	868	627
112268073	0	0	0	1	1	3	0	1	1	1	2	5	6	3
100506540	84	57	59	48	78	70	59	82	126	80	60	98	128	66
144108	528	435	402	472	831	838	393	796	1519	977	674	1065	1409	664
105376578	1	0	0	0	0	0	2	0	0	0	1	1	0	2
144110	36	13	14	33	54	44	46	100	146	155	148	157	169	35
283284	8	3	5	12	10	13	3	10	20	22	11	22	10	11
105376579	3	4	2	2	2	4	0	7	8	9	7	15	5	4
84867	1	0	0	0	0	0	0	0	2	0	0	0	1	0
259249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117194	0	0	0	0	0	0	0	0	0	2	0	0	0	0
54503	914	930	866	656	969	845	742	805	685	478	420	542	626	1107
8048	7	4	3	2	8	0	0	6	0	0	0	0	2	0
105376580	2	1	0	0	0	0	0	0	0	0	0	0	1	1
79733	46	35	49	77	91	94	59	105	184	168	108	169	193	62
89797	16	11	15	27	16	17	4	14	11	18	7	13	13	9
100874012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100126784	1	1	0	0	3	1	0	1	0	1	0	1	1	0
100616426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874014	1	0	1	1	1	0	0	0	1	2	1	0	1	0
107984418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10553	2857	2077	2055	1916	2359	2330	1867	2841	1883	1921	1674	2165	1946	2392
10196	501	469	463	378	728	656	502	571	659	464	439	576	762	636
105376584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9152	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4745	0	1	1	2	2	2	6	0	0	0	3	0	1	1
105376586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376585	0	0	1	0	0	0	0	0	0	0	0	0	0	1
107984320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723370	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105376587	0	0	0	0	0	0	0	0	0	0	0	0	0	1
203859	0	0	0	0	0	0	0	0	0	0	0	0	0	3
57084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376589	1	0	0	0	0	0	0	0	0	0	0	1	0	0
105376588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2188	255	151	160	292	374	356	210	325	491	347	327	444	510	213
2620	37	36	25	41	59	30	25	41	14	13	13	15	17	37
258010	1234	1244	1225	806	1135	1163	1021	987	798	507	554	657	772	1479
100500938	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376591	1	5	3	1	4	4	1	6	4	5	3	3	4	6
105376592	1	5	5	1	0	2	0	1	3	1	5	5	4	3
102465860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338645	0	1	1	0	0	0	0	0	0	0	0	0	2	6
105376596	0	0	0	0	0	0	1	0	0	0	0	0	0	0
63982	23	34	23	20	30	47	23	73	85	71	46	81	98	48
105376599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376598	0	0	0	0	0	0	0	2	0	0	0	1	0	0
143662	2	3	4	4	4	2	4	7	8	7	7	9	7	5
107987160	0	0	0	0	1	0	0	0	0	0	0	0	2	0
159963	0	0	0	0	0	0	0	1	0	0	0	0	0	0
387758	4	1	2	3	7	3	1	7	8	7	2	6	6	2
8424	2	2	2	1	1	2	2	0	0	0	0	0	1	0
103695435	1	0	0	2	4	1	5	2	0	0	1	1	0	2
105376600	0	0	0	0	0	0	1	1	0	0	0	0	0	1
105376601	8	1	3	5	7	7	2	8	4	2	2	3	3	3
91057	1088	679	785	817	1089	1038	1032	784	696	596	601	832	852	669
55366	1578	1341	1303	1909	2962	2748	1222	2291	4855	2666	2292	3428	4119	2868
105376671	2	3	0	2	6	6	2	6	4	2	2	6	7	3
55327	460	452	450	349	623	476	369	494	749	363	387	568	595	648
497258	49	57	43	47	62	82	86	62	47	55	37	56	57	70
102465881	0	0	0	1	0	0	0	0	0	0	0	0	0	0
101410541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627	73	81	71	89	158	166	186	201	176	205	146	228	268	241
81930	546	694	765	437	521	540	461	522	627	454	381	542	697	1215
693195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196074	600	522	492	457	576	633	470	528	652	442	368	490	592	629
102466876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376602	1	1	0	0	0	0	0	1	0	0	0	0	1	0
105376604	0	1	0	0	1	0	0	0	2	1	0	0	2	3
105376603	0	1	0	0	0	0	0	1	2	1	1	2	0	1
105376605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106456574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376607	2	3	0	4	2	2	6	1	0	1	0	0	0	0
2488	0	1	0	1	0	0	0	0	0	0	0	0	0	0
120534	680	818	819	429	695	649	627	439	388	225	235	366	455	795
102723403	3	3	0	0	1	0	0	0	0	0	0	0	0	4
744	1	1	0	0	1	0	0	0	1	0	0	0	0	1
105376609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928338	0	0	0	0	0	0	0	0	0	1	0	0	0	0
107984419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341019	4	7	11	9	10	9	7	1	4	0	5	2	6	10
105376611	0	1	0	1	0	0	0	0	0	0	0	0	0	0
120526	326	413	439	260	452	405	339	339	342	247	203	304	382	597
196294	480	480	553	242	448	293	364	288	180	99	97	169	173	519
26610	247	176	246	186	266	239	160	229	307	235	196	332	310	199
5080	4	3	6	4	4	2	5	3	10	3	1	5	6	6
440034	1	0	1	3	1	1	1	1	1	1	1	1	0	1
103157000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984420	0	0	0	0	1	0	0	0	0	0	0	0	0	0
100506675	1	0	0	1	0	0	0	0	0	0	0	0	0	1
105376613	1	0	0	0	1	0	0	0	0	0	0	0	0	2
101928385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5954	1400	929	1078	1421	1875	1649	1174	747	1241	1087	1103	1407	1178	619
107984322	0	0	0	0	0	0	0	0	0	1	0	1	1	0
106635521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7490	6	2	3	3	4	4	0	3	4	6	2	4	7	1
51352	0	1	0	0	0	0	0	0	0	0	0	0	0	0
107984351	0	0	0	0	1	0	0	0	0	0	0	0	1	1
10480	7613	8755	9262	4475	5111	5502	5638	3990	3183	2655	2547	3366	3487	6170
493860	1345	1573	1751	702	715	790	943	539	457	437	453	567	526	996
79056	144	96	119	110	173	174	70	205	332	256	194	255	324	175
79832	494	490	633	364	642	576	275	443	1419	728	532	1032	1290	646
105376615	9	7	9	9	11	15	5	10	30	14	8	29	29	10
91614	198	191	172	110	176	176	202	170	245	139	141	214	242	324
55346	133	90	106	169	211	218	111	316	520	393	262	412	475	142
283267	43	37	46	35	42	51	29	64	112	90	90	130	126	34
1479	841	915	1031	471	587	612	526	403	668	439	444	585	675	615
338739	4	6	4	2	4	2	0	5	0	0	2	0	0	2
10114	255	205	240	371	714	599	177	631	2092	1096	599	1040	1519	629
25758	139	65	98	143	271	227	86	127	533	293	178	382	387	103
105376617	26	6	17	22	17	20	8	25	55	36	23	47	57	39
100131378	84	71	85	45	68	53	51	93	102	83	88	88	93	108
966	13813	10942	11318	8927	10872	10645	8347	14643	15053	14904	12337	14997	15037	11539
26273	606	635	600	534	840	686	416	625	829	619	502	659	866	838
101928440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376619	0	0	0	0	0	0	0	0	2	0	0	0	0	0
105376620	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4005	21	19	16	19	26	28	3	24	28	17	15	18	30	18
105376621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929918	45	31	24	52	99	85	28	74	111	117	47	88	130	30
4076	3441	2938	3545	3124	4452	4198	2158	3684	7348	5045	4006	6152	6973	3511
55226	644	321	436	686	844	737	478	878	1280	1275	1087	1748	1468	345
25841	217	131	149	286	459	411	142	478	644	698	462	650	583	199
102723539	27	14	32	39	41	24	24	47	51	48	38	61	59	20
105376622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	1051	715	794	876	1166	984	534	1372	1484	1400	1026	1345	1431	722
2001	21	20	34	22	35	30	22	27	35	35	38	38	44	18
105376623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26298	1604	1479	1663	1665	2271	2194	1158	2322	4504	3856	3329	4363	5104	2113
102723568	0	0	0	0	2	0	0	0	0	0	0	0	1	0
105376625	0	0	0	0	0	0	1	1	0	0	0	0	0	2
105376624	0	2	1	2	2	2	0	1	0	0	2	4	3	0
51074	846	822	750	601	872	761	731	868	568	452	449	564	621	915
8050	389	249	293	393	515	525	311	624	755	680	558	745	780	419
100616437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376626	4	2	6	5	2	5	4	4	3	1	1	4	2	8
105376627	2	0	0	0	0	1	1	0	0	1	0	0	2	0
100507144	4	1	2	4	6	1	1	7	11	5	11	7	10	3
960	456	534	604	545	619	592	322	7899	10907	9410	7893	11366	10705	4799
109623487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6506	6	9	0	1	0	0	1	1	0	1	0	1	0	2
107984324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24147	50	33	35	62	120	98	51	73	76	95	101	73	93	40
54765	1460	981	1284	1543	2200	1908	827	2461	4525	3810	2496	4193	4560	1109
143458	21	15	20	34	46	24	18	30	29	38	19	29	37	21
100616311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928510	2	0	0	1	1	0	1	1	0	0	0	0	0	6
29099	1135	1035	1056	718	828	868	788	794	572	635	587	661	560	661
79899	534	368	394	695	880	909	491	1102	1099	1290	984	1158	1195	350
7189	230	184	224	196	244	225	163	284	539	361	360	466	526	192
5896	2	16	4	9	26	26	17	27	33	20	27	23	26	8
5897	1	3	2	2	1	2	3	0	1	0	2	1	1	3
119710	294	363	343	143	291	187	268	133	96	55	60	69	74	276
107984325	0	0	0	0	1	0	0	0	0	0	0	0	0	0
107984326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376632	0	0	0	0	1	1	0	0	0	0	0	1	2	2
105376633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376634	0	0	0	0	0	0	0	0	0	0	0	0	0	2
103312105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928563	0	0	0	0	0	0	0	0	0	0	0	0	0	1
107984362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57689	1	0	0	0	1	0	2	2	1	0	0	0	1	4
105376640	0	0	0	0	0	1	0	0	0	0	0	0	0	0
102723644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376639	0	0	0	0	0	1	0	0	0	0	0	0	0	0
101928591	0	0	0	0	1	0	0	0	0	0	0	0	0	0
105376641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376642	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399881	0	0	0	0	0	0	0	0	0	0	0	0	0	2
8539	1375	1087	1301	1399	1876	1679	952	1496	2954	1958	1615	2437	2762	1141
55761	1160	957	1113	1107	1194	1124	630	1227	1673	1363	1186	1927	1809	819
100313777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51144	1276	1174	1281	1083	1392	1426	1127	1387	2439	1298	1343	1744	1964	1931
406918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984328	74	81	82	72	117	129	90	100	148	101	99	123	152	123
105376644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221120	508	353	388	394	373	492	391	443	328	414	349	373	398	312
729799	7	2	5	12	13	7	1	17	12	17	9	13	17	8
100507300	2	2	3	2	0	7	1	5	10	6	6	4	2	2
387763	1	3	2	1	4	2	1	3	10	4	4	8	12	1
390110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84680	96	82	81	127	142	133	123	212	137	129	194	217	168	90
2132	855	491	656	760	742	817	505	1128	1389	1448	1144	1562	1469	547
60529	0	0	0	1	0	0	0	0	4	2	0	4	0	1
105376645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3732	2571	1465	1349	3260	4590	3881	2201	4446	3220	3949	3749	4077	4039	1813
105376647	0	0	0	1	0	0	0	1	0	0	0	0	1	0
90139	7	3	6	11	14	7	4	3	2	5	4	7	4	2
9537	343	235	209	578	676	727	318	442	236	314	269	281	386	118
105376649	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56981	30	16	15	28	63	36	12	37	58	54	58	57	62	17
105376652	2	0	0	0	0	0	1	2	1	1	1	1	0	1
101060179	24	19	18	39	49	44	20	49	65	56	48	66	61	29
57586	316	265	276	306	502	737	435	1485	3174	3115	2263	2873	3192	862
101928812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399886	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105376654	0	0	2	1	0	0	0	0	0	0	0	1	0	1
105376655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8534	1	0	0	0	0	0	0	1	0	0	0	0	0	0
102465691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55343	540	306	310	664	1044	1010	513	1069	1012	1422	993	1219	1147	398
1408	174	149	140	216	341	273	143	352	339	463	368	417	378	140
9479	5	5	8	13	24	13	8	8	9	14	16	15	2	4
143678	0	0	0	4	4	3	0	0	2	1	0	2	2	0
9409	319	154	173	388	428	406	374	536	316	381	397	359	321	226
120071	12	9	9	27	39	22	15	48	28	33	32	35	20	18
51317	114	90	98	132	221	168	109	266	336	294	222	323	313	98
105376661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928894	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105376662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928919	59	31	31	19	45	24	37	37	11	6	6	6	7	29
90993	573	226	262	810	1120	971	414	1682	1764	1582	1279	1459	1383	409
8525	670	362	438	900	1411	1197	761	1370	1276	1577	1261	1460	1464	531
100616368	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4192	740	347	422	645	1104	932	660	492	340	431	377	371	404	232
1132	10	8	11	10	14	16	10	7	8	7	8	7	7	6
55626	195	114	140	273	289	299	129	375	490	513	400	564	520	132
100422827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283254	84	51	69	75	142	109	59	168	172	176	118	155	166	65
9776	748	392	520	935	1143	1024	481	1551	1693	1994	1567	1945	1578	534
392	399	199	225	558	590	576	300	800	804	915	695	1003	809	218
79797	173	85	94	162	267	202	146	276	222	261	243	261	226	105
2147	67	52	70	86	5	11	5	18	23	25	19	34	21	9
9793	1752	984	1300	1472	1703	1691	836	2149	4092	3297	2191	3567	3530	922
100847020	0	0	0	0	0	0	0	0	0	0	0	0	3	0
692108	2	1	0	0	2	1	0	4	0	0	0	0	1	4
100507401	1	2	5	3	0	1	4	3	1	3	2	2	0	2
4038	2	4	9	4	4	6	0	5	15	17	6	8	10	5
79096	406	211	236	395	393	374	294	449	382	527	452	457	425	202
107984329	38	18	23	36	34	32	21	27	34	46	27	34	34	21
84364	889	501	502	1110	1452	1214	713	1766	1555	1981	1792	1961	1755	645
29763	112	60	80	92	155	120	145	133	147	217	189	216	172	70
102466726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1643	193	134	147	195	222	216	184	313	226	288	255	320	293	163
53	163	97	147	232	197	206	161	390	392	499	463	461	413	153
10062	851	510	538	873	1165	934	1001	1261	877	925	984	1043	855	708
8567	655	312	433	780	942	909	424	1183	1648	1605	1240	1837	1750	390
101928943	0	0	0	0	1	1	0	1	1	0	1	1	0	0
4607	0	1	0	1	0	3	1	3	2	1	0	0	1	0
6688	32	27	26	15	56	22	35	54	66	46	38	39	47	21
100616222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91252	455	329	313	521	743	609	441	901	534	689	620	687	615	362
5702	4124	2672	2797	2702	2972	3113	2789	3456	2253	2948	2410	3057	2743	2547
5913	2	7	5	4	7	10	8	11	7	10	8	17	9	5
10658	879	569	725	1025	1233	1200	524	1409	2375	1786	1440	2420	2229	739
114971	1235	800	804	1046	1303	1162	1235	1241	678	818	786	921	803	893
55709	237	177	173	302	336	338	253	354	359	387	285	366	378	170
4722	2442	2390	2196	1678	2107	2028	2231	1831	1053	1254	1184	1287	1325	1841
399888	0	1	1	0	0	0	0	0	0	0	0	1	1	0
114900	0	3	2	0	2	1	1	2	0	0	0	0	1	1
23788	2399	1613	1907	1808	2143	2307	1750	2132	2012	2251	1985	2218	2331	1312
79841	18	17	23	16	24	19	16	12	14	16	15	23	24	15
23360	425	465	517	586	600	668	316	658	992	757	796	1283	1120	504
23279	1007	836	1053	856	1131	1041	533	948	1654	1296	1000	1565	1640	723
5795	421	223	304	568	621	733	361	1000	1628	1588	1136	1683	1689	440
100423000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283116	0	0	0	0	0	0	1	1	0	0	0	0	0	1
646754	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2346	0	0	0	0	0	0	0	1	0	0	0	0	0	0
440040	0	0	0	0	2	0	0	0	0	0	0	0	0	5
283092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101060224	0	0	0	2	0	0	0	0	0	0	0	0	0	0
107984330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441601	14	20	21	10	31	11	8	14	20	12	6	18	18	9
105369150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646813	0	0	0	1	1	0	1	0	1	1	0	0	1	0
119749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79097	1	0	0	0	1	0	0	0	0	1	0	0	0	0
440041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
