GeneID	control	control	control	control	control	perturbed	perturbed	perturbed	perturbed	perturbed
57514	2970	2499	3133	4177	4460	3462	3583	4847	5195	4223
55166	126	81	118	113	112	150	137	180	109	110
6301	37752	31526	33289	31869	30557	31615	27058	33914	27635	21058
8498	2058	1750	2019	2439	2312	2451	2147	3063	3021	2131
5926	1127	911	1079	2551	2311	1070	1146	1356	1682	1448
7260	1646	1330	1420	1549	1529	1509	1277	1774	1656	1218
10908	1863	1270	1571	1013	1085	1293	1100	1529	801	568
8100	784	683	737	847	821	636	603	755	631	483
56052	2717	2081	2388	1914	1934	2844	2475	3643	2005	1589
55596	1891	1540	1752	1383	1398	1706	1558	1927	1489	1195
10061	1892	1466	1586	2223	2266	1811	1648	2252	2530	1841
54480	5191	4066	5036	4655	4532	5528	4828	5969	4873	3185
57554	2	0	2	7	3	2	1	4	7	5
2530	2644	2160	2540	2841	2906	4659	4350	5453	2496	1917
55236	7083	6725	7037	9894	9889	9690	9503	11089	11799	9434
9846	1215	925	1206	3034	3115	534	522	708	2124	1634
535	621	581	723	1209	1178	843	936	1102	1236	1035
8554	1007	877	976	1951	1723	1210	1356	1643	1711	1535
9497	6237	6101	6532	6689	7334	5646	5609	6590	8129	6597
321	77	49	73	290	329	76	63	72	248	198
5606	627	527	729	2475	2492	1073	1108	1511	4435	3193
79645	0	1	3	9	3	8	4	7	11	13
9168	123610	105080	107952	88479	82111	117263	97101	120729	78993	64477
28990	695	696	667	612	687	727	607	799	536	416
25897	3526	3166	3400	4098	3943	2277	2097	2804	3219	2528
8504	1113	984	946	1525	1492	1265	1131	1417	1404	934
11345	5167	4408	4789	7632	7100	3929	3717	4327	4561	3402
4653	0	0	0	0	0	0	0	1	0	0
26751	1393	1257	1421	1158	1163	806	744	886	488	417
84908	1477	1223	1338	840	832	1669	1484	1922	910	649
7414	16175	12860	16432	29790	32004	10554	10337	15344	17088	11160
55789	26	24	18	5	8	21	13	31	6	6
23604	142	97	125	378	357	123	111	197	379	248
8439	6790	5601	5916	2671	2431	4700	4348	5636	2650	1744
159	3445	2988	3259	4103	3955	4995	4827	5768	4519	3581
26228	0	0	0	0	0	0	0	0	0	0
7077	19389	15474	21438	30334	25837	18116	19256	22183	19740	13396
5981	5125	4257	4653	4621	4540	4929	4676	5921	4488	3622
55773	5223	4871	5107	5408	5341	5618	5230	6432	5201	4192
8452	5247	4543	5162	5854	5765	3769	3665	4538	4655	3640
9172	42	35	37	68	57	29	39	45	50	52
5009	2	0	0	1	0	1	0	2	0	0
10858	12	6	14	30	29	8	4	5	12	9
26009	7465	6414	6573	5740	5871	5942	5491	6742	4733	3595
6570	1	0	1	0	0	1	0	0	0	0
9099	21	8	13	16	17	11	10	9	19	17
846	0	0	0	0	0	0	1	0	0	0
27175	287	210	274	543	451	353	318	397	434	265
51121	2057	1661	1731	1860	1892	1804	1664	2122	1571	1337
2324	5	3	2	1	3	15	17	29	82	54
54888	3053	2666	3025	4434	4295	3924	3772	4931	4779	3607
54455	2005	1770	2009	2016	1947	1556	1502	1885	2453	1705
4238	3195	2899	3125	3597	3760	3617	3661	4554	4202	3432
84245	1475	1199	1443	1138	1199	1017	944	1217	1458	990
4234	477	404	490	999	921	670	585	834	1033	838
3224	760	610	921	1607	1252	899	981	1263	1157	681
175	1956	1758	1738	1173	1157	1464	1239	1582	714	526
55300	1603	1423	1508	1309	1365	4194	4309	5012	2724	2337
259282	3137	2651	3513	6428	6104	3505	3751	4748	6922	5340
27430	3692	3152	3385	2708	2329	5438	5061	6501	3367	2744
7092	156	128	132	57	34	67	59	76	25	16
23644	1359	1129	1340	959	1098	1041	952	1290	1048	713
7204	20573	17103	20402	15724	16533	19598	18287	23066	20919	14011
1462	94781	80429	102405	85143	89794	45466	47300	65214	56206	38878
23274	860	667	952	993	949	887	856	1058	1006	784
4481	134	105	131	478	511	185	167	199	337	267
999	10	8	6	17	21	4	1	5	2	5
23517	5099	4293	4508	6444	6709	5857	5649	6774	5891	4665
1767	151	133	148	163	158	91	99	124	296	233
9765	5354	4943	5303	7464	7067	6105	6141	7307	8020	5825
79567	185	167	180	295	337	225	227	265	524	352
729	1	4	2	24	12	4	4	5	14	2
26064	24320	21241	24233	51978	52864	20082	20097	24343	33824	25441
11063	2	1	2	6	10	2	7	15	23	26
11284	700	579	607	595	583	724	674	904	601	447
54831	2	1	5	5	1	1	4	7	6	2
23035	1462	1281	1462	2149	2215	1702	1611	2389	2105	1575
54908	2048	1913	2091	4629	4842	6524	6825	7837	6992	5844
27067	1325	1210	1315	2019	1963	619	520	683	1079	874
54896	834	698	829	544	487	850	705	978	712	528
1497	838	601	760	535	473	523	523	699	393	312
65078	5	2	2	8	2	10	11	21	5	7
79142	3784	3015	3321	3993	3736	3366	3141	4245	3601	2662
1008	82	45	71	1188	959	120	101	184	1065	761
3631	1158	991	1088	1450	1258	1245	1182	1576	1037	751
5874	23	16	16	145	109	296	377	451	933	1140
5685	9940	8316	8273	8509	8035	17874	17911	20791	13019	10812
23026	9	16	4	32	25	2	2	7	13	6
55341	2564	2031	2129	4179	4172	3086	2900	3914	4831	3600
10039	2438	2022	2282	1886	1687	2596	2271	3006	1921	1463
3371	29050	23319	33378	11493	12935	26018	25892	38018	17421	12072
90326	926	784	820	791	742	783	708	949	918	692
140876	84	41	67	370	338	412	365	702	1188	737
55775	798	636	605	605	560	936	796	1159	834	768
84883	2216	1762	2169	1179	1190	1535	1482	1841	2358	1707
56918	0	0	0	0	0	0	0	0	0	0
55812	659	581	641	667	643	493	461	613	674	494
9440	687	635	736	835	876	826	689	834	940	724
54884	4330	3364	3937	6248	5584	3288	2753	4176	5909	4209
822	8859	6611	7162	8289	8487	11500	9250	13801	5705	4175
1175	8394	6939	7491	7095	6639	7057	6175	7992	6682	4967
7399	1	0	0	4	3	10	15	11	22	18
11055	0	0	0	0	0	0	0	0	0	0
7038	100	112	133	202	196	274	304	354	378	329
10863	8	6	3	3	7	6	9	4	56	24
8538	0	0	0	1	0	0	1	2	0	0
54165	3203	2857	3064	4571	4275	3410	3441	3839	3890	3244
23338	571	370	470	1109	1012	3856	3834	5548	3699	3129
7546	1	0	0	3	3	1	1	1	5	3
3937	1	6	1	0	6	27	32	29	17	14
54802	1033	881	822	1114	1210	869	796	975	1050	857
153	3	1	1	1	1	3	5	4	12	5
2981	0	0	0	3	0	0	0	0	1	3
9820	3406	2587	3274	2527	2471	2731	2450	3583	2267	1534
1495	30414	26092	27839	37661	37828	25134	23067	30192	36861	24602
5256	649	512	658	523	507	414	413	485	402	262
54875	1164	987	1080	1069	1052	1288	1381	1704	929	764
2042	106	120	123	42	50	111	88	124	23	5
3309	31313	26322	32097	24416	20505	34328	32819	40256	22405	16185
1829	1352	1082	1266	975	943	574	508	595	656	431
54960	464	372	425	584	597	322	317	371	406	241
8481	855	787	803	1834	1811	884	902	1155	1440	1097
2824	155	105	124	3206	2988	111	106	193	1789	1389
51438	0	0	0	0	0	0	0	0	0	0
80243	16	24	11	148	148	48	31	60	163	83
22884	912	790	899	1191	1176	912	825	1060	1237	935
64848	1423	1193	1345	1466	1407	1205	1242	1584	1471	1038
56474	559	489	531	492	461	406	381	467	325	315
51606	2896	2532	2738	2974	2989	2243	2012	2593	2561	1959
5431	11970	10267	10642	14468	14190	10144	9304	11781	10970	8205
56204	586	498	593	1199	1109	524	517	627	1089	833
116984	51	41	40	158	144	46	57	72	199	199
7175	12185	10354	12236	15008	15166	14490	13952	17486	15953	11989
1356	19	9	12	209	223	104	102	139	616	535
23247	921	811	965	958	1000	904	845	1059	973	699
84062	135	117	127	174	146	133	127	191	150	133
7504	1	1	3	5	1	0	1	0	4	1
57101	2	1	1	7	14	1	1	0	5	3
57102	2900	2446	2539	4215	4368	3476	3168	3654	3665	2915
6322	804	714	775	852	705	1004	926	1202	900	805
55841	1554	1244	1388	2118	2096	1816	1865	1976	2306	1712
395	110	85	88	290	275	129	73	144	306	201
27146	115	98	85	25	37	71	53	101	42	15
4134	8712	7127	10012	13101	13179	6640	7132	8403	11265	7388
57120	14404	14394	15496	18941	18346	8989	8519	9537	12766	9253
6098	886	703	779	294	285	408	430	534	334	345
57646	2373	1980	2026	2427	2366	3821	3860	5031	3638	2607
9734	317	294	303	953	864	628	702	841	1776	1620
26262	4138	3309	3612	4648	4344	3124	2529	3370	3793	2873
51491	1965	1658	1799	2415	2372	2404	2208	2660	2368	1792
57545	560	455	476	545	515	495	476	741	247	160
50484	6697	6274	6509	13930	13274	11507	10829	13837	20168	16348
168850	1608	1473	1612	2184	2338	1759	1776	2089	2277	1712
608	0	0	1	3	1	0	0	0	0	0
92017	2186	1936	2410	3489	3544	1073	1164	1502	1713	1022
55885	79	27	59	136	150	33	22	59	66	61
55173	4225	3837	3766	5102	5124	3863	3561	4184	3935	3071
2978	0	0	0	0	0	0	0	0	0	0
51773	2372	1981	2377	4936	4734	3127	3223	3692	5051	4182
55187	2518	2195	2760	3267	3863	2700	2814	3992	3437	2245
10659	581	463	616	1584	1543	361	368	527	1568	1287
23196	6291	5290	6218	5917	5923	6973	6592	8461	5172	3533
23518	402	293	425	429	372	412	453	570	303	214
1298	354	263	295	310	294	67	53	75	151	96
4254	4209	3450	3692	10253	9047	6175	6151	7592	12074	9900
1161	1258	1059	1073	1268	1219	1028	987	1124	873	691
11174	4882	4566	4607	3563	3724	5198	5426	6076	3960	3222
9563	3149	2631	3447	3992	4566	2930	2945	3532	3587	2268
9341	8878	7788	8230	13817	13087	9639	8690	10755	11734	9163
8863	407	351	351	460	453	342	389	438	416	342
10911	0	0	1	2	1	0	0	0	1	2
3604	24	28	29	2	7	21	17	18	4	14
55040	1	3	3	1	3	1	1	3	2	1
4052	96831	81594	97120	82551	80750	75691	68218	87920	46745	31364
5954	24446	19309	20301	29341	25840	18938	17161	21571	26392	21560
2006	166403	124825	174299	70659	67828	60647	55889	76625	34919	23555
5982	868	782	725	773	790	1103	959	1240	1002	731
57492	1233	1052	1375	2356	2331	1318	1474	1706	2491	1703
81037	9219	7462	8193	12309	11869	8873	7990	10539	11145	7608
23327	45	48	62	182	157	57	77	81	246	191
50943	4	1	5	8	15	7	1	1	4	6
89801	782	610	576	688	647	564	465	644	576	486
3074	8506	7040	7450	16991	15629	13553	12707	15736	12551	8690
79810	1006	856	937	1612	1521	1520	1426	1686	1534	1099
340533	1	0	0	0	3	0	1	0	1	3
51528	3876	3513	3501	4247	4204	4249	4119	4865	4952	4087
27122	11680	9579	10283	12622	11249	28567	26157	36012	14111	11706
7984	148	148	175	190	174	117	124	159	159	113
9603	155	116	114	304	311	1016	1200	1291	1403	1203
63933	2468	2233	2396	1950	2041	2191	1995	2582	2021	1385
51474	23961	21261	22710	35148	34189	18172	18259	23604	29630	23406
25875	1440	1275	1370	1953	1888	1276	1204	1550	2112	1576
9498	77	68	81	114	90	72	76	115	38	41
10319	81	84	97	125	107	239	203	197	119	80
5733	12	7	11	58	37	5	5	1	75	27
79931	17	14	11	46	24	50	44	59	57	61
5601	2999	2442	2644	4644	4012	2354	2223	2679	2904	2055
91522	1	4	2	16	12	11	8	7	12	6
9564	2911	2356	2996	4612	4940	3291	2793	3618	5258	3386
84067	709	588	702	874	940	565	529	769	839	594
9709	17035	14914	17098	13484	12895	10541	9884	12204	8159	5887
9454	3694	2631	3012	3134	2961	2561	2080	2814	2719	2009
5888	83	75	90	78	56	42	59	77	29	32
10721	89	73	63	33	37	67	63	63	26	32
5291	273	231	211	174	163	185	190	288	137	110
1535	2353	2015	2308	6958	5757	4813	3784	5032	5831	4032
84321	444	337	370	737	625	560	395	577	763	542
23593	3744	3463	3415	2799	2811	1874	1820	2178	2192	1513
10198	1832	1598	1694	1149	1185	1783	1752	2227	1240	942
54477	1617	1372	1511	1473	1398	1284	1240	1771	1418	1189
5652	2	0	2	0	0	1	0	0	0	0
80143	5093	4703	4938	5154	5128	5905	5572	6731	4758	3634
23223	1148	897	1016	1302	1412	1755	1531	1993	2139	1523
57600	2263	1827	2135	2155	2089	1834	1682	2110	2256	1615
6307	17484	15266	15242	17117	15322	15358	14261	19044	12726	9289
55761	6911	5875	6735	6744	6568	7029	6730	8716	8029	6426
60529	4	3	2	85	93	28	20	30	55	21
23105	0	0	0	0	0	0	0	2	0	0
1112	2851	2225	2991	5074	4564	3259	3307	4565	4402	3031
728464	0	1	2	15	17	3	5	10	14	8
8574	3867	3216	3355	4303	4065	3087	2587	3449	2580	1923
51154	3112	2531	2728	3016	3059	3905	3597	4511	3844	3143
4826	28	20	25	4	6	33	19	32	54	7
55850	808	591	630	627	567	544	415	593	405	278
23101	20	4	6	11	20	19	12	18	23	9
83714	0	0	0	14	7	0	1	0	4	3
3909	161	88	147	1109	1428	195	181	262	749	575
55745	2596	2343	2377	4097	3846	2926	2828	3474	3460	2634
29945	1537	1302	1479	1473	1454	1516	1448	1837	1223	947
3784	0	0	0	2	2	4	1	6	2	3
27095	4590	3723	3955	4611	4516	4231	3820	4680	4272	3210
9967	9131	7561	8769	11506	11210	8705	8567	11001	9653	7141
29085	7019	5593	5826	6347	6028	4366	3200	4353	5839	4383
954	0	2	0	5	5	1	2	1	4	0
4065	7	8	3	46	44	52	69	92	75	65
51742	2377	2222	2610	4617	4574	3261	3345	3635	5427	4219
23596	1762	1424	1544	1243	1154	827	783	1158	886	696
10806	2818	2301	2651	4423	4232	4173	3938	4611	4032	3216
5798	797	859	1082	33	22	1124	955	856	91	69
55733	495	433	502	748	574	323	267	304	515	398
23095	4597	3962	4604	6193	6243	3970	4202	5179	5566	4254
2296	223	212	235	339	344	186	213	162	533	498
25771	1120	1005	1176	1900	1922	1202	1076	1377	1750	1171
23224	344	254	392	370	369	163	153	249	279	209
57475	13	6	8	8	6	25	17	20	41	45
10079	2271	1875	2322	3413	3536	744	761	1054	1314	843
23626	0	0	0	0	2	0	0	0	0	0
140689	0	0	0	0	0	0	0	0	2	0
25884	9	15	15	38	47	19	24	23	27	20
23201	4808	4074	5352	6754	6977	1996	1947	2437	3555	2112
84957	663	636	738	1607	1707	551	506	580	2032	1442
2581	1438	1294	1330	1777	1624	1338	1362	1625	1140	834
51602	2887	2375	2792	3594	3629	3997	3781	4519	3767	2896
26099	4374	3386	4189	7551	6347	5226	4814	6659	6175	4253
3757	6	2	4	277	283	56	28	63	182	99
8454	3955	3378	3804	4453	4244	4040	3708	4655	4302	2995
10827	3427	3101	3274	3068	2939	2842	2602	3370	2433	1700
26999	184	203	229	842	861	207	209	299	749	542
23118	2822	2364	2638	4401	4056	3529	3433	4407	4901	3676
116254	3850	3526	3657	7832	7471	3691	3525	4252	5647	3960
5610	3883	3350	3802	10447	9623	23026	23223	26990	23843	18564
57602	620	571	576	906	787	715	658	836	911	646
58508	1752	1605	1953	2375	2283	1995	2285	2809	2647	2062
55283	67	52	37	54	72	35	31	33	30	28
114800	9	19	24	26	14	14	9	23	1	5
23369	2680	2451	2922	4848	4264	3045	3028	3646	3674	3555
84545	2741	2198	2351	2797	2399	2200	1836	2381	2349	1700
3700	6	6	7	13	1	13	13	12	14	14
3697	0	0	0	2	3	0	0	2	1	1
54969	899	814	841	706	742	987	986	1173	708	459
51663	11313	9461	10300	14412	14616	10294	9542	12691	12309	9761
55609	359	289	400	713	739	530	593	694	811	598
10886	0	0	0	0	0	0	0	0	0	0
112885	1	0	0	1	3	2	1	0	1	0
7185	170	115	161	475	499	525	415	718	853	823
54542	6239	5503	6189	8640	8876	5240	5279	6324	6895	5115
55540	0	0	0	0	1	1	0	0	1	5
10758	803	592	715	1847	1629	1196	1122	1620	2563	1805
8908	58	51	87	141	86	34	40	61	114	67
131566	6848	6590	7275	16946	16684	29847	30700	35962	31334	26463
6317	0	0	0	0	0	0	1	2	0	0
6646	3272	2606	2916	4655	4439	4244	4302	5728	5565	4751
5318	62	69	59	58	96	3	7	11	23	19
4438	38	33	27	32	37	34	20	24	33	27
2155	4	2	1	6	5	4	7	1	3	8
2665	24907	22105	23065	31567	32680	22060	20524	24813	22734	18306
639	429	367	446	412	358	728	719	835	662	650
9474	3793	3267	3307	4047	4017	3972	3692	4554	3775	2872
57458	85	53	72	29	38	172	192	229	50	62
57095	3300	2694	2593	3585	3250	2518	2077	2776	2668	1917
57504	1365	1144	1380	2064	1975	1176	1164	1593	1595	1043
8975	377	332	448	381	379	250	254	337	296	298
23200	8277	7144	8134	8549	8208	5679	5391	6841	5159	3891
3918	410	421	400	1550	1580	3676	3569	3693	4278	3998
5218	4358	4011	4378	6341	6457	6527	5838	7347	6824	5011
29927	48874	40430	47018	58163	57108	42796	39359	52092	52964	39988
4659	8818	7676	8664	12002	12186	7560	7414	8647	9837	8224
5923	0	0	0	2	0	12	5	8	6	6
816	0	0	2	66	81	8	3	3	10	31
9696	1515	1195	1269	1644	1420	1429	1200	1474	1271	751
55718	2263	1778	1990	1488	1497	2156	1902	2597	1946	1404
493	1973	1701	2129	3607	3729	1833	1940	2754	3126	2321
9877	137	130	129	208	221	191	162	225	255	216
55781	3025	2750	2824	3621	3675	3527	3425	4028	3487	2841
54432	1660	1523	1511	1890	1680	1926	1719	2295	2122	1676
55706	1963	1667	1696	1560	1547	2148	2057	2500	1568	1203
1608	2	3	1	3	3	11	11	24	16	16
84256	2660	2035	2336	1996	1969	2624	2326	3067	3149	2228
64718	1017	722	861	929	847	414	354	528	739	501
6916	43	25	32	116	101	36	40	59	62	58
64761	453	366	402	1256	1040	8894	8501	10588	8970	7071
5832	11947	10222	11408	11150	11623	9290	8080	11034	7342	4747
6894	1124	925	1109	551	528	1291	1188	1531	618	519
5188	1143	985	1009	1318	1200	1348	1182	1536	1289	995
4084	1572	1451	1801	1254	1362	843	900	970	1756	1290
5128	4321	3842	4165	6522	6658	7362	7126	8219	8230	6506
548645	934	944	1054	1631	1500	849	805	905	1231	1003
6515	6195	5926	6494	4119	4403	9645	8675	11260	8867	6256
5662	115	97	91	189	154	138	108	156	165	117
9150	1437	1179	1244	1667	1720	1300	1126	1378	2082	1501
8531	9005	7393	9144	12371	11440	9532	9233	11370	14009	9652
55359	75	63	40	114	73	32	31	39	170	117
65125	4083	3618	4962	10731	10442	3990	4566	5614	7498	5495
442216	0	0	0	1	0	0	1	0	0	0
55749	4476	3443	4143	6403	6299	4651	4737	6252	5517	4637
11054	2396	2016	2165	2343	2182	4716	4321	5841	4685	3668
2769	0	0	1	2	6	5	9	12	22	29
84699	0	0	0	0	0	0	0	0	1	0
55650	1486	1132	1207	1267	1125	1119	1110	1606	1583	1146
10076	719	661	734	1474	1594	1870	1494	1913	2469	1517
9410	3671	3241	3250	3754	3606	4723	4131	5170	4220	3090
23504	0	1	1	36	22	3	0	5	15	18
1301	6839	5672	7856	212	290	509	461	749	173	82
79832	833	767	1014	1324	1214	927	1070	1292	1019	882
51660	1007	818	991	1012	966	690	611	765	593	426
30	1646	1175	1396	4411	4127	1653	1455	1947	3146	2593
586	55553	52701	56261	31003	28732	33779	32335	36949	22227	16656
51564	3309	2474	3130	3528	3323	2569	2294	2674	3585	2431
11178	12	5	4	2	5	13	11	20	7	2
93166	47	43	56	117	135	51	49	53	51	57
7478	0	0	0	1	0	0	0	0	1	0
6676	805	830	844	475	410	505	432	478	668	368
10787	23425	20907	22198	24475	24195	20745	20360	24883	17404	13245
60488	3981	3403	3456	3915	3828	3719	3446	4011	3485	2676
2983	233	166	170	343	320	364	312	464	325	174
6433	1393	1098	1266	1779	1824	1320	1258	1698	1944	1383
10188	906	645	800	1112	1186	988	809	979	1170	701
23041	4855	4077	4755	8597	8686	4513	4326	5372	6982	5178
1001	3	3	0	30	37	2	1	1	23	20
416	0	3	1	2	4	0	1	1	2	1
65056	4939	4399	4646	5306	5289	7667	7441	8989	7262	5573
84649	100	99	103	90	67	150	69	138	361	100
7771	763	653	722	861	933	737	716	923	1012	772
1431	2223	1797	2310	2836	2811	2109	2330	3105	2360	1962
4058	100	63	77	3	1	46	37	67	6	7
64951	842	598	607	621	474	628	469	698	606	421
63916	2595	2249	2626	2984	2750	3878	4017	5804	5115	3504
23063	5489	4728	5336	6768	6959	5740	5578	6897	7231	5138
81671	18246	16101	17241	24582	25925	15210	14974	16956	18813	13969
10513	5634	5223	5305	7981	7820	5780	5641	7008	7385	6034
5424	628	427	440	224	226	525	432	598	350	232
124925	1	3	1	2	7	0	3	1	0	0
1975	45590	40734	43047	32701	33985	24486	21777	28029	22770	16199
28968	7	8	3	55	57	15	15	18	40	37
29998	31	29	38	56	80	38	30	56	79	83
56848	476	298	363	390	290	294	258	264	291	165
6141	35340	29989	33054	25742	26517	23347	19629	24193	20972	16475
770	17	13	12	19	17	29	15	34	6	4
79763	4575	3592	3795	4860	4313	5519	4584	5960	6051	4154
11338	5888	4586	5160	6900	7024	5749	5239	7332	8071	5864
29924	2244	1614	2219	2898	2440	1737	1637	1838	2452	1691
55588	1431	1156	1294	2149	2043	1532	1329	1668	1791	1531
57491	38	42	47	100	82	18	29	19	67	23
2928	0	0	0	2	1	0	0	0	2	0
10838	761	683	806	1731	1517	698	627	818	1483	1053
105373378	761	683	806	1731	1517	698	627	818	1483	1053
8776	1144	955	1014	1465	1330	1281	1211	1669	1172	807
2817	5019	3999	4786	7550	6757	3000	2585	3210	9121	6237
57143	232	182	171	212	162	233	214	242	216	152
3029	1566	1214	1392	1250	1058	704	542	778	924	603
6047	4678	4136	4690	5230	5502	4357	4288	5785	6793	4732
841	769	641	649	1288	1282	2748	2712	3238	2817	2400
22998	978	809	1015	2880	2987	30	21	33	1084	559
55726	4156	3359	3616	3412	3849	3055	2991	3813	3016	2300
51768	3338	2640	2635	2706	2481	3180	3124	4061	3470	2616
1747	0	2	1	61	65	48	33	44	149	147
53340	247	240	269	497	497	387	355	367	644	577
10077	1	3	3	2	3	6	3	7	16	6
8839	8036	6496	6872	32903	29783	9053	7251	9849	21689	13699
58524	0	0	0	0	0	0	0	0	0	0
10402	26	6	21	12	14	16	12	38	17	16
9914	0	0	0	2	0	6	2	2	1	0
4804	275	219	281	4295	4119	898	839	1178	2304	1460
50937	169	190	160	592	612	117	117	196	401	230
6873	3800	3160	3482	4883	4641	3547	3404	4264	4145	3190
28996	1047	847	1263	4354	4126	1130	1268	1534	3822	2984
23534	4877	4115	4539	3746	3733	4441	4353	5623	4370	3159
8625	3114	2546	2640	1629	1479	3642	2892	3615	2130	1656
54929	845	606	798	527	416	729	620	725	629	408
9170	75	54	66	97	103	60	73	88	96	81
5476	4920	4058	4916	3984	3812	4300	4058	5384	3146	1892
10147	3571	2761	3230	4162	4046	3645	3362	4662	4318	2947
6558	2653	2191	2426	3344	3402	1815	1728	2181	2353	1821
28966	2201	1977	2097	1238	1255	1935	1853	2011	1364	1208
2139	126	108	153	212	189	88	45	68	150	82
1265	27764	21727	26166	18454	18385	12205	10122	12898	9842	6262
10347	183	138	120	180	170	188	144	173	111	89
9627	128	91	151	394	391	86	58	100	117	87
11218	2759	2312	2431	2558	2465	1859	1804	2159	2082	1565
53339	8107	7507	7769	10775	11292	9267	8752	10105	8811	6637
55711	299	241	248	397	364	416	379	573	402	367
8537	5	2	4	10	15	30	21	16	27	19
5449	0	0	0	0	0	0	0	0	0	0
1117	242	243	213	775	757	136	135	167	567	336
22904	3832	2885	3572	2857	3378	4502	3877	5109	5294	3376
5378	2084	1873	1939	1348	1455	1646	1663	1938	1284	1054
10362	2986	2107	2412	2672	2609	2800	2266	2973	2502	1857
10203	606	535	583	255	291	683	639	767	368	335
6882	1753	1425	1420	1450	1462	1522	1373	1604	1382	1133
23294	506	348	458	703	778	573	533	734	806	661
8943	5940	4840	6207	6338	7170	4817	4776	5716	6425	4466
7629	1085	728	870	797	720	874	694	993	768	476
9351	580	391	487	1127	1016	798	692	966	1018	701
4913	324	238	266	150	130	405	345	453	128	105
54887	2204	1805	2228	1621	1533	2600	2843	3800	2522	1956
2773	11418	10550	10910	13827	13921	12091	11136	13558	12742	9998
3843	25614	21152	23444	22197	23176	13989	13712	17739	21444	16732
4942	11810	10168	10628	10587	10325	7853	7417	9428	4909	3795
10885	3864	3411	3881	5019	5420	5443	4802	5864	5646	4471
5586	3185	2840	3267	5237	5032	3247	3362	4179	4803	3767
57418	1163	848	973	596	714	1266	960	1342	874	625
9697	10524	8316	11088	18096	19778	5432	5565	7936	10526	7163
9423	119	109	139	1638	1680	117	134	219	1994	1246
9340	8	2	3	43	37	4	2	4	38	48
55388	29	21	24	10	8	35	36	44	23	18
1606	1306	1043	1239	1909	1954	981	933	1379	1870	1400
2065	11	13	23	16	18	5	9	12	17	13
54763	6	2	4	1	5	1	1	0	0	0
91526	1261	1156	1275	2355	2227	1129	1131	1348	1519	1260
3735	11007	9374	10077	11164	11585	13330	11958	14953	13090	10208
23536	1563	1112	1313	1928	1935	1699	1662	2132	1910	1499
10954	6326	5457	5868	4211	3906	6569	5575	7674	3264	2022
55633	622	491	614	1054	1099	599	550	747	1417	1132
4710	3910	3403	3594	5342	5384	3749	3711	4374	5191	4029
23013	459	321	537	822	724	776	903	1071	1312	968
4638	12998	10173	12016	5615	6252	4371	4116	5485	4075	3120
55854	6146	5329	5496	6799	6889	7142	6692	7726	6459	5102
6416	2684	2507	2604	4439	4487	3049	2881	3327	4081	3088
55248	536	456	481	335	318	494	422	615	421	353
9892	1	3	2	2	3	1	1	0	1	6
9748	6898	6211	6809	8824	8662	10318	10117	11832	9761	7738
51167	1131	1064	1062	1071	1092	1199	1147	1481	1141	832
